all_loss,all_auc,all_acc,all_mcc,all_f1,all_pre,all_se,all_sp,all_Youden_Index,all_Best_Threshold
0.3201144824363868,0.9372653701639209,0.8587882307394502,0.7170892125365004,0.8500051403310374,0.8653966924848231,0.8351515151515152,0.8805276848755109,0.4824415147304535,0.7194229924664708
