split_seed,tr_mcc,tr_accuracy,tr_auc,tr_f1,tr_pre,tr_se,tr_sp,tr_tp,tr_fn,tr_fp,tr_tn,tr_youden,te_mcc,te_accuracy,te_auc,te_f1,te_pre,te_se,te_sp,te_tp,te_fn,te_fp,te_tn,te_youden
16.0,0.5295632296671114,0.7559039876113047,0.8438820385197197,0.6983253588516747,0.8560117302052785,0.5897,0.9088,2919.0,2031.0,491.0,4891.0,0.5353366440322962,0.4774026306544249,0.7335423197492164,0.8182998412561682,0.6774193548387096,0.8058690744920993,0.5843,0.8707,357.0,254.0,86.0,579.0,0.4904470669308295
