split_seed,tr_mcc,tr_accuracy,tr_auc,tr_f1,tr_pre,tr_se,tr_sp,tr_tp,tr_fn,tr_fp,tr_tn,tr_youden,te_mcc,te_accuracy,te_auc,te_f1,te_pre,te_se,te_sp,te_tp,te_fn,te_fp,te_tn,te_youden
64.0,0.5248722720687988,0.7561943476577623,0.8417833481601598,0.7053456544625102,0.837732703528758,0.6091,0.8915,3015.0,1935.0,584.0,4798.0,0.5370669909800345,0.4599293705793302,0.7233542319749217,0.7889211572302278,0.6582768635043562,0.8056872037914692,0.5565,0.8767,340.0,271.0,82.0,583.0,0.4457674464393389
