all_loss,all_auc,all_acc,all_mcc,all_f1,all_pre,all_se,all_sp,all_Youden_Index,all_Best_Threshold
0.59573081,0.802739254,0.731974922,0.462435865,0.713567839,0.730703259,0.697217676,0.763909774,0.539928555,0.46815648
0.553292412,0.791405683,0.720219436,0.439143375,0.705688376,0.710963455,0.700490998,0.738345865,0.478979379,0.451489608
0.582806596,0.808372814,0.738244514,0.475190552,0.715986395,0.745132743,0.68903437,0.783458647,0.558426321,0.481424511
