split_seed,tr_mcc,tr_accuracy,tr_auc,tr_f1,tr_pre,tr_se,tr_sp,tr_tp,tr_fn,tr_fp,tr_tn,tr_youden,te_mcc,te_accuracy,te_auc,te_f1,te_pre,te_se,te_sp,te_tp,te_fn,te_fp,te_tn,te_youden
24.0,0.5453234187946383,0.7699380565234224,0.8551542740673175,0.7337887781386494,0.8233224428248304,0.6618,0.8694,3276.0,1674.0,703.0,4679.0,0.5524630924630924,0.48700295806157534,0.7413793103448276,0.8093535803502209,0.6994535519125683,0.7885010266940452,0.6285,0.8451,384.0,227.0,103.0,562.0,0.5033237758881656
