all_mcc,all_acc,all_auc,all_f1,all_pre,all_se,all_sp,all_Youden_Index
0.459929371,0.723354232,0.788921157,0.658276864,0.805687204,0.5565,0.8767,0.445767446
0.456874144,0.722570533,0.788478151,0.659615385,0.7995338,0.5614,0.8707,0.437675203
0.451393776,0.719435737,0.783095628,0.65377176,0.799054374,0.5532,0.8722,0.431212237
