mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_features,param_max_leaf_nodes,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.06760425567626953,0.004548092095859523,0.00690755844116211,0.002007930923428222,1,20,10,"{'max_features': 1, 'max_leaf_nodes': 20, 'n_estimators': 10}",0.579100145137881,0.5882922109337204,0.5682478218780251,0.5759922555663117,0.5735721200387222,0.577040910710932,0.006652560419745026,41
0.10888671875,0.001925253631754147,0.009401226043701172,0.0007992321306340364,1,20,30,"{'max_features': 1, 'max_leaf_nodes': 20, 'n_estimators': 30}",0.5766811804547654,0.5665215287856797,0.563891577928364,0.563891577928364,0.5682478218780251,0.5678467373950397,0.004717011842470134,45
0.1536867618560791,0.002482148508700741,0.012353610992431641,0.0014803954669048223,1,20,50,"{'max_features': 1, 'max_leaf_nodes': 20, 'n_estimators': 50}",0.5674891146589259,0.5641025641025641,0.5653436592449177,0.563891577928364,0.5837366892545982,0.5689127210378739,0.007521494249988649,43
0.19877748489379882,0.0008762968333461595,0.015700769424438477,0.0032496303626578763,1,20,70,"{'max_features': 1, 'max_leaf_nodes': 20, 'n_estimators': 70}",0.5665215287856797,0.5650701499758104,0.5730880929332043,0.5634075508228461,0.574540174249758,0.5685254993534598,0.0044529160962732545,44
0.24326610565185547,0.0057953527286817835,0.016788816452026366,0.0006730784362681204,1,20,90,"{'max_features': 1, 'max_leaf_nodes': 20, 'n_estimators': 90}",0.5626511852926948,0.5694242864054185,0.5735721200387222,0.5721200387221684,0.5726040658276863,0.5700743392573381,0.003958400098748014,42
0.06809139251708984,0.001419472964903943,0.0074002742767333984,0.0014960830923903944,1,30,10,"{'max_features': 1, 'max_leaf_nodes': 30, 'n_estimators': 10}",0.582970488630866,0.5921625544267054,0.5711519845111326,0.5788964181994192,0.5895450145208132,0.5829452920577873,0.0075364498199709026,36
0.11343388557434082,0.004632355234982819,0.009610128402709962,0.0010226807627550035,1,30,30,"{'max_features': 1, 'max_leaf_nodes': 30, 'n_estimators': 30}",0.5853894533139816,0.5805515239477503,0.579380445304937,0.5750242013552759,0.5866408518877058,0.5813972951619302,0.004215010102199544,40
0.15906319618225098,0.0013186493828223824,0.012508487701416016,0.0004392574260744238,1,30,50,"{'max_features': 1, 'max_leaf_nodes': 30, 'n_estimators': 50}",0.5834542815674891,0.5873246250604741,0.5779283639883833,0.5706679574056147,0.5934172313649564,0.5825584918773835,0.007800686921542882,38
0.20290007591247558,0.0027107862287673178,0.01420135498046875,0.0007479632066376656,1,30,70,"{'max_features': 1, 'max_leaf_nodes': 30, 'n_estimators': 70}",0.5815191098209966,0.5820029027576198,0.5856727976766699,0.5711519845111326,0.5880929332042595,0.5816879455941356,0.005797190558903408,39
0.2468198776245117,0.0031974695592552325,0.016858339309692383,0.0007940675290752293,1,30,90,"{'max_features': 1, 'max_leaf_nodes': 30, 'n_estimators': 90}",0.5757135945815192,0.5824866956942428,0.5880929332042595,0.5847047434656341,0.5827686350435625,0.5827533203978436,0.004048421414623574,37
