all_mcc,all_acc,all_auc,all_f1,all_pre,all_se,all_sp,all_Youden_Index
0.500999418,0.746865204,0.82242595,0.700648749,0.807692308,0.6187,0.8647,0.506198393
0.477402631,0.73354232,0.818299841,0.677419355,0.805869074,0.5843,0.8707,0.490447067
0.486596124,0.737460815,0.818267846,0.680648236,0.815068493,0.5843,0.8782,0.490594736
