all_mcc,all_acc,all_auc,all_f1,all_pre,all_se,all_sp,all_Youden_Index
0.477079211,0.736677116,0.809128386,0.694545455,0.781186094,0.6252,0.8391,0.506023652
0.487002958,0.74137931,0.80935358,0.699453552,0.788501027,0.6285,0.8451,0.503323776
0.486518754,0.742946708,0.805368987,0.711267606,0.76952381,0.6612,0.818,0.480760001
