all_loss,all_auc,all_acc,all_mcc,all_f1,all_pre,all_se,all_sp,all_Youden_Index,all_Best_Threshold
0.584596219,0.821283979,0.755485893,0.510180682,0.732876712,0.768402154,0.700490998,0.806015038,0.370932996,0.520537022
0.545639206,0.834259134,0.762539185,0.524326921,0.752653061,0.750814332,0.754500818,0.769924812,0.521272957,0.534287437
0.538209445,0.812325413,0.748432602,0.496812232,0.720626632,0.769516729,0.677577741,0.813533835,0.500550926,0.492615335
