all_mcc,all_acc,all_auc,all_f1,all_pre,all_se,all_sp,all_Youden_Index
0.475025652,0.736677116,0.810715824,0.7,0.770137525,0.6416,0.8241,0.495364434
0.493775542,0.745297806,0.816552429,0.706943192,0.787148594,0.6416,0.8406,0.491643183
0.488033791,0.74137931,0.821542399,0.697247706,0.793319415,0.6219,0.8511,0.502750329
