all_mcc,all_acc,all_auc,all_f1,all_pre,all_se,all_sp,all_Youden_Index
0.486960192,0.739028213,0.814343551,0.687323944,0.806167401,0.599,0.8677,0.501770794
0.477129668,0.734326019,0.812884092,0.681690141,0.799559471,0.5941,0.8632,0.497001095
0.451726969,0.721003135,0.809330199,0.660952381,0.790432802,0.5679,0.8617,0.472416721
