mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_features,param_max_leaf_nodes,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.06476836204528809,0.0012210247837900051,0.008400249481201171,0.0038262321194221954,1,20,10,"{'max_features': 1, 'max_leaf_nodes': 20, 'n_estimators': 10}",0.5786163522012578,0.5607160135462023,0.5677637947725073,0.5682478218780251,0.5663117134559535,0.5683311391707893,0.005799700802897293,42
0.1066174030303955,0.0009384058039828277,0.008932685852050782,0.00013812175781369334,1,20,30,"{'max_features': 1, 'max_leaf_nodes': 20, 'n_estimators': 30}",0.5631349782293179,0.5732946298984035,0.5701839303000968,0.5885769603097774,0.5648596321393998,0.5720100261753991,0.009048124119386007,41
0.14879436492919923,0.0019215699643785474,0.011714506149291991,0.001936219152090523,1,20,50,"{'max_features': 1, 'max_leaf_nodes': 20, 'n_estimators': 50}",0.5641025641025641,0.5592646347363328,0.5575992255566312,0.579864472410455,0.5619554695062924,0.5645572732624551,0.007971360478700179,43
0.19256186485290527,0.0011177160633689168,0.013787221908569337,0.0005310349715065563,1,20,70,"{'max_features': 1, 'max_leaf_nodes': 20, 'n_estimators': 70}",0.5650701499758104,0.5616835994194485,0.5513068731848983,0.5711519845111326,0.5634075508228461,0.5625240315828272,0.006453462103353387,44
0.23388938903808593,0.002341140533696482,0.016041660308837892,0.0005275956672568517,1,20,90,"{'max_features': 1, 'max_leaf_nodes': 20, 'n_estimators': 90}",0.5641025641025641,0.5563618771165941,0.5498547918683446,0.5667957405614714,0.5575992255566312,0.558942839841121,0.005989158339268908,45
0.06524157524108887,0.0013572399987662593,0.006425333023071289,0.0004998778654614897,1,30,10,"{'max_features': 1, 'max_leaf_nodes': 30, 'n_estimators': 10}",0.5873246250604741,0.5670053217223029,0.5726040658276863,0.5769603097773476,0.5677637947725073,0.5743316234320636,0.007423255465601797,40
0.10976638793945312,0.004340345083343373,0.009069204330444336,0.000730354354395233,1,30,30,"{'max_features': 1, 'max_leaf_nodes': 30, 'n_estimators': 30}",0.5757135945815192,0.5940977261731979,0.5818005808325266,0.6074540174249758,0.5837366892545982,0.5885605216533636,0.01115019740155563,36
0.1548231601715088,0.0012971216170032268,0.01159811019897461,0.0004885269874743133,1,30,50,"{'max_features': 1, 'max_leaf_nodes': 30, 'n_estimators': 50}",0.5824866956942428,0.5781325592646347,0.5672797676669894,0.5987415295256534,0.5818005808325266,0.5816882265968093,0.01011643984874287,38
0.20212984085083008,0.002868616477698978,0.014439630508422851,0.00046923142078896673,1,30,70,"{'max_features': 1, 'max_leaf_nodes': 30, 'n_estimators': 70}",0.5810353168843735,0.579100145137881,0.5706679574056147,0.5953533397870281,0.5871248789932236,0.5826563276416242,0.008248359829603763,37
0.24576807022094727,0.00337806145815458,0.016428041458129882,0.00060017550605137,1,30,90,"{'max_features': 1, 'max_leaf_nodes': 30, 'n_estimators': 90}",0.5834542815674891,0.5728108369617804,0.5663117134559535,0.5890609874152952,0.585188770571152,0.5793653179943341,0.008461631539935226,39
