split_seed,tr_mcc,tr_accuracy,tr_auc,tr_f1,tr_pre,tr_se,tr_sp,tr_tp,tr_fn,tr_fp,tr_tn,tr_youden,te_mcc,te_accuracy,te_auc,te_f1,te_pre,te_se,te_sp,te_tp,te_fn,te_fp,te_tn,te_youden
16.0,0.5241707464850206,0.7530971738288812,0.8441004245352071,0.6941613715381849,0.8537304629902683,0.5848,0.9078,2895.0,2055.0,496.0,4886.0,0.535324482281004,0.48659612358105925,0.737460815047022,0.8182678463753492,0.680648236415634,0.815068493150685,0.5843,0.8782,357.0,254.0,81.0,584.0,0.49059473561153294
