all_loss,all_auc,all_acc,all_mcc,all_f1,all_pre,all_se,all_sp,all_Youden_Index,all_Best_Threshold
0.657536192,0.822349655,0.751567398,0.501803119,0.735171261,0.750853242,0.720130933,0.780451128,0.410784185,0.517837146
0.570565366,0.811788883,0.730407524,0.465867298,0.683241252,0.781052632,0.607201309,0.843609023,0.426466763,0.477311938
0.572630345,0.811018545,0.744514107,0.487921145,0.721843003,0.754010695,0.692307692,0.792481203,0.499075443,0.486425557
