all_loss,all_auc,all_acc,all_mcc,all_f1,all_pre,all_se,all_sp,all_Youden_Index,all_Best_Threshold
0.20932144085781493,0.9740367630222702,0.9108594657375145,0.8213732980538886,0.9065828177299929,0.9103687105316766,0.9028282828282829,0.918246005202527,0.5037993788719177,0.8213810344245127
