tr_y,tr_pred,tr_proba,te_y,te_pred,te_proba
1.0,1.0,0.8676156780325891,0.0,0.0,0.3581704429205216
0.0,0.0,0.47932367898333716,1.0,0.0,0.44826041667079275
0.0,1.0,0.5275104629308897,0.0,0.0,0.3960016773993503
1.0,1.0,0.6891555494630304,0.0,0.0,0.3782221012579203
1.0,1.0,0.5170966381733361,0.0,0.0,0.3604971908695411
0.0,0.0,0.39432939579815235,0.0,0.0,0.41971327041568585
0.0,0.0,0.47813496254672716,1.0,0.0,0.4677610037533962
1.0,0.0,0.4699335405509626,0.0,0.0,0.20774733006956458
1.0,1.0,0.5345817988461983,1.0,1.0,0.7377466242171054
1.0,0.0,0.36148154990977327,1.0,0.0,0.45827260431279254
1.0,1.0,0.5303509775822355,0.0,0.0,0.42705829678535406
0.0,0.0,0.37335871698535444,0.0,0.0,0.32609446172154294
0.0,0.0,0.4601077816587058,1.0,1.0,0.6745420232100209
0.0,0.0,0.4690617821578043,1.0,1.0,0.8283048737256875
0.0,0.0,0.4201469413121345,1.0,0.0,0.4989788473724186
0.0,0.0,0.44703941551478976,0.0,1.0,0.605309788046047
0.0,0.0,0.3309643567544731,1.0,1.0,0.605046870402802
1.0,0.0,0.29050528577697693,1.0,1.0,0.5906823313809905
0.0,0.0,0.34841831501450365,1.0,1.0,0.6102187504095281
1.0,1.0,0.5027960827751798,1.0,0.0,0.45637579347698803
0.0,0.0,0.4297308480578368,0.0,1.0,0.5095007584691861
1.0,1.0,0.5688270569378095,0.0,0.0,0.38618258266771405
0.0,0.0,0.47604646836355363,1.0,1.0,0.6473474222261139
0.0,0.0,0.37216394976185446,1.0,1.0,0.5711245330606093
0.0,0.0,0.47319180625484647,0.0,0.0,0.46808753808064035
1.0,0.0,0.37327500645915196,1.0,0.0,0.4350761516084022
1.0,1.0,0.6687662523511979,0.0,0.0,0.4612685859129509
0.0,0.0,0.4184346888074018,1.0,0.0,0.49089790952240714
0.0,0.0,0.43552846698224884,1.0,1.0,0.8558812844535748
0.0,0.0,0.3772773086146542,0.0,0.0,0.40950819793073107
0.0,0.0,0.454788083602667,0.0,0.0,0.4547443070479506
1.0,1.0,0.6633329921420359,0.0,0.0,0.4591562611334698
0.0,0.0,0.42743095228543865,1.0,0.0,0.4747250333489319
1.0,1.0,0.6852283305894676,1.0,1.0,0.5274187790785811
1.0,0.0,0.38688576275281616,1.0,1.0,0.5480642191454366
1.0,1.0,0.8082295226471102,1.0,1.0,0.748211480531215
0.0,0.0,0.46543124997859503,1.0,0.0,0.4285919554844015
0.0,0.0,0.39867895845889445,0.0,0.0,0.37605440048979644
0.0,0.0,0.4319085504905887,0.0,0.0,0.39868875219132044
1.0,1.0,0.5202612721537898,1.0,0.0,0.34905797936657074
0.0,0.0,0.49722410074029566,1.0,0.0,0.45921864065460866
1.0,1.0,0.504687793764751,0.0,1.0,0.5005846480326553
1.0,1.0,0.581947101101984,1.0,1.0,0.5536259617999117
0.0,0.0,0.3864862329593277,0.0,0.0,0.4015299906204773
0.0,1.0,0.5085671185681415,1.0,1.0,0.5533399076813253
0.0,0.0,0.4061520887518049,1.0,1.0,0.6005262904586263
1.0,1.0,0.565842341703606,1.0,0.0,0.3703958255130873
0.0,0.0,0.4118659212176425,1.0,0.0,0.38166323202139635
1.0,1.0,0.5396466972265779,1.0,0.0,0.42828545574012833
0.0,0.0,0.37505519877672727,0.0,0.0,0.4362065857862214
0.0,0.0,0.4594420651849332,0.0,0.0,0.4313017703357695
0.0,1.0,0.5073929026782378,1.0,0.0,0.47741286647387304
0.0,0.0,0.48015755224947754,1.0,0.0,0.4062235660504899
0.0,0.0,0.35584988143795987,0.0,0.0,0.4097097047325983
1.0,1.0,0.7796890792376452,0.0,0.0,0.4212893208393239
1.0,0.0,0.40303126674307016,1.0,1.0,0.6005550247296655
1.0,0.0,0.33060108387547177,0.0,0.0,0.4432195982962029
1.0,0.0,0.48895497661845044,1.0,1.0,0.5880089235907656
1.0,0.0,0.4270442888043633,0.0,0.0,0.42531957492212363
1.0,1.0,0.537469764477918,0.0,0.0,0.4470168857550993
0.0,0.0,0.44792639252290384,0.0,0.0,0.394753665904025
1.0,0.0,0.44208722362945774,1.0,0.0,0.4298263403742609
1.0,1.0,0.8616912716513176,0.0,0.0,0.43135303359401855
1.0,0.0,0.45794252301906696,0.0,0.0,0.3708919152100755
1.0,1.0,0.8049125495518988,0.0,0.0,0.3825580347631238
1.0,1.0,0.5257393006628185,0.0,0.0,0.45569572576132666
1.0,1.0,0.5600899738299581,0.0,0.0,0.4552061918409534
