split_seed,tr_mcc,tr_accuracy,tr_auc,tr_f1,tr_pre,tr_se,tr_sp,tr_tp,tr_fn,tr_fp,tr_tn,tr_youden,te_mcc,te_accuracy,te_auc,te_f1,te_pre,te_se,te_sp,te_tp,te_fn,te_fp,te_tn,te_youden
32.0,0.5305306615915345,0.758130081300813,0.8434617261428856,0.7056190364000471,0.8462842610907035,0.6051,0.8989,2995.0,1955.0,544.0,4838.0,0.5380953346170737,0.4771296679784986,0.7343260188087775,0.8128840923913713,0.6816901408450704,0.7995594713656388,0.5941,0.8632,363.0,248.0,91.0,574.0,0.49700109520938185
