Molecule ChEMBL ID,Smiles,Standard Type,MIC,Units
CHEMBL511868,C/C(=N\NC(=O)c1ccc(-n2cccc2)cc1)c1ccccc1,MIC,62.5,ug.mL-1
CHEMBL277622,Sc1nnc(-c2ccc(-n3cccc3)cc2)o1,MIC,16.0,ug.mL-1
CHEMBL460504,Nn1c(-c2ccc(-n3cccc3)cc2)n[nH]c1=S,MIC,62.5,ug.mL-1
CHEMBL3747528,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(N3CCCCC3)c(F)c1)C2,MIC,0.2,ug.mL-1
CHEMBL3745780,O=C1COCCN1c1ccc(CO[C@@H]2COc3nc([N+](=O)[O-])cn3C2)cc1,MIC,0.78,ug.mL-1
CHEMBL468021,Clc1ccc(C2=NN(c3ccccc3)[C@H](c3ccc(Cl)cc3Cl)[C@H]2n2ccnc2)c(Cl)c1,MIC,4.0,ug.mL-1
CHEMBL468020,Brc1ccc(C2=NN(c3ccccc3)[C@H](c3ccc(Br)cc3)[C@H]2n2ccnc2)cc1,MIC,8.0,ug.mL-1
CHEMBL450830,Cc1ccc(C2=NN(C)[C@H](c3ccc(C)cc3)[C@@H]2n2ccnc2)cc1,MIC,16.0,ug.mL-1
CHEMBL518876,CN1N=C(c2ccccc2)[C@@H](n2ccnc2)[C@H]1c1ccccc1,MIC,8.0,ug.mL-1
CHEMBL34134,COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(c5sc(N6CCN(Cc7ccccc7)CC6)nc5c4c3C2=O)NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,MIC,0.125,ug.mL-1
CHEMBL1093555,C/C(=N\NC(=S)Nc1ccccc1[N+](=O)[O-])c1ccc(Br)cc1,MIC,0.4,ug.mL-1
CHEMBL1091282,C/C(=N\NC(=S)NNc1ccc(C)cc1)c1ccc(Br)cc1,MIC,1.56,ug.mL-1
CHEMBL32332,CN(Cc1ccccc1Cl)c1cnc2nc(N)nc(N)c2n1,MIC,5.0,ug.mL-1
CHEMBL269196,COc1ccc(CN)cc1.Cl,MIC,256.0,ug.mL-1
CHEMBL244273,CCCCCCCCCCCCCCCCCC(=O)NCCN(C[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O)C(=O)CCCCCCCCCCCCCCCCC,MIC,50.0,ug.mL-1
CHEMBL395569,CCCCCCCCCCCCCCCCCC(=O)OCCN(C[C@H]1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]2OC(C)(C)O[C@H]21)C(=O)CCCCCCCCCCCCCCCCC,MIC,50.0,ug.mL-1
CHEMBL244729,CC1(C)O[C@H]2[C@@H](O1)[C@@H](CNCCO)O[C@@H]1OC(C)(C)O[C@@H]12,MIC,50.0,ug.mL-1
CHEMBL574300,CCOC(=O)Cc1csc(N/N=C2\CC(c3ccc(F)cc3)NC(c3ccc(F)cc3)C2C)n1,MIC,16.0,ug.mL-1
CHEMBL575839,CC1/C(=N/N=C2\NC(=O)CS2)CC(c2ccccc2)N(C)C1c1ccccc1,MIC,16.0,ug.mL-1
CHEMBL575378,CC1/C(=N/N=C2\NC(=O)CS2)CC(c2ccc(F)cc2)NC1c1ccc(F)cc1,MIC,128.0,ug.mL-1
CHEMBL3805566,OCCN1CCN(CC(c2ccc3sc4ccccc4c3c2)n2cc(-c3ccc(F)cc3Cl)nn2)CC1,MIC,12.5,ug.mL-1
CHEMBL3805105,Cc1ccc(-c2cn(C(CN3CCN(CCO)CC3)c3ccc4sc5ccccc5c4c3)nn2)cc1,MIC,50.0,ug.mL-1
CHEMBL3805829,CC(C)(C)c1ccc(-c2cn(C(CN3CCOCC3)c3ccc4sc5ccccc5c4c3)nn2)cc1,MIC,6.25,ug.mL-1
CHEMBL4867634,O=c1nc(N2CCN(NCC3CCCCC3)CC2)sc2c([N+](=O)[O-])cc(C(F)(F)F)cc12,MIC,0.016,ug.mL-1
CHEMBL4863886,O=c1nc(N2CCN(NCC3CCCC3)CC2)sc2c([N+](=O)[O-])cc(C(F)(F)F)cc12,MIC,0.016,ug.mL-1
CHEMBL4869666,CON=C1CCC(NN2CCN(c3nc(=O)c4cc(C(F)(F)F)cc([N+](=O)[O-])c4s3)CC2)CC1,MIC,0.028,ug.mL-1
CHEMBL4855574,O=c1nc(N2CCN(Nc3ccc(OC(F)(F)F)cc3)CC2)sc2c([N+](=O)[O-])cc(C(F)(F)F)cc12,MIC,0.016,ug.mL-1
CHEMBL4865158,O=c1nc(NN2CCN(CC3CCCCC3)CC2)sc2c([N+](=O)[O-])cc(C(F)(F)F)cc12,MIC,1.0,ug.mL-1
CHEMBL4845697,O=c1nc(N2CCN(/N=C/c3ccc(OC(F)(F)F)cc3)CC2)sc2c([N+](=O)[O-])cc(C(F)(F)F)cc12,MIC,0.016,ug.mL-1
CHEMBL4878108,O=c1nc(N2CCN(NCCC3CCCCC3)CC2)sc2c([N+](=O)[O-])cc(C(F)(F)F)cc12,MIC,0.0294,ug.mL-1
CHEMBL4857280,CN(c1ccc(OC(F)(F)F)cc1)N1CCN(c2nc(=O)c3cc(C(F)(F)F)cc([N+](=O)[O-])c3s2)CC1,MIC,0.016,ug.mL-1
CHEMBL3798812,Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC/C(=N\OCc5ccccc5)C(O)C4)nc32)c(F)cc1F,MIC,32.0,ug.mL-1
CHEMBL572658,CCOC(=O)Cc1csc(N/N=C2\CC(c3ccc(OC)cc3)NC(c3ccc(OC)cc3)C2C)n1,MIC,16.0,ug.mL-1
CHEMBL577142,CC1/C(=N/N=C2\NC(=O)CS2)CC(c2ccc(Br)cc2)NC1c1ccc(Br)cc1,MIC,16.0,ug.mL-1
CHEMBL1819590,CC1CC(c2ccc3[nH]c4c(c3c2)CCCC4)=NN1,MIC,3.5,ug.mL-1
CHEMBL574470,O=[N+]([O-])c1ccc2[nH]c(/C=C/c3ccc4c(c3)OCO4)nc2c1,MIC,75.0,ug.mL-1
CHEMBL72165,O=C1c2cc(Br)ccc2-n2c1nc1ccccc1c2=O,MIC,0.5,ug.mL-1
CHEMBL2347786,CCOC(=O)c1ccc2c(c1)C(=O)c1nc3c(OC)cccc3c(=O)n1-2,MIC,4.0,ug.mL-1
CHEMBL2347766,O=C1c2cc(Cl)ccc2-n2c1nc1ccncc1c2=O,MIC,0.25,ug.mL-1
CHEMBL3797490,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2nc(N)c(F)cc2F)[C@H]1CN,MIC,32.0,ug.mL-1
CHEMBL61317,CCC/N=C(\S)c1cccnc1S,MIC,4.0,ug.mL-1
CHEMBL4848108,O=c1nc(N2CCN(NCc3ccc(Br)cc3)CC2)sc2c([N+](=O)[O-])cc(C(F)(F)F)cc12,MIC,0.016,ug.mL-1
CHEMBL1290387,Clc1ccc(/C(=C\Sc2ccccc2)n2cc(Sc3ccccc3)c(-c3ccc(Cl)cc3)n2)cc1,MIC,25.0,ug.mL-1
CHEMBL1289290,C(\SC1CCCCC1)=C(/c1ccccc1)n1cc(SC2CCCCC2)c(-c2ccccc2)n1,MIC,12.5,ug.mL-1
CHEMBL1289405,COc1ccc(/C(=C/SC2CCCCC2)n2cc(SC3CCCCC3)c(-c3ccc(OC)cc3)n2)cc1,MIC,12.5,ug.mL-1
CHEMBL4852250,COC(=O)c1cc(-c2cccc(NC(=O)c3ccc(/C=C/C(=O)c4ccc(C)c([N+](=O)[O-])c4)cc3)c2)on1,MIC,4.0,ug.mL-1
CHEMBL4856111,CCOC(=O)c1cc(-c2cccc(NC(=O)c3ccc(/C=C/C(=O)c4ccc(Cl)cc4)cc3)c2)on1,MIC,0.5,ug.mL-1
CHEMBL4848572,COC(=O)c1cc(-c2cccc(NC(=O)c3ccc(/C=C/C(=O)c4ccccc4C)cc3)c2)on1,MIC,0.12,ug.mL-1
CHEMBL111863,CCCCCCCCCCP(=O)([O-])CC(N)=O.[K+],MIC,50.0,ug.mL-1
CHEMBL573156,c1ccc(Nc2c3ccccc3nc3oc4ccccc4c23)cc1,MIC,5.35,ug.mL-1
CHEMBL490792,CC1=C(C(=O)Nc2ccc(F)cc2)C(c2cccc([N+](=O)[O-])c2)NC(=O)N1,MIC,6.25,ug.mL-1
CHEMBL519821,CC1=C(C(=O)Nc2ccc(C)cc2C)C(c2ccc([N+](=O)[O-])cc2)NC(=O)N1,MIC,6.25,ug.mL-1
CHEMBL490834,CC1=C(C(=O)Nc2cc(C)ccc2C)C(c2ccc(Cl)cc2)NC(=O)N1,MIC,6.25,ug.mL-1
CHEMBL4581779,COc1ccc2cc1Oc1cc(ccc1OC)CCC(OC(=O)Cc1ccccc1)CCCC2,MIC,100.0,ug.mL-1
CHEMBL4522995,COc1ccc2cc1Oc1cc(ccc1OC)CCC(OC(=O)CCc1ccccc1)CCCC2,MIC,100.0,ug.mL-1
CHEMBL1210164,CN1CCN(c2nc(N3CCc4ccccc4C3)nc(N3CCc4ccccc4C3)n2)CC1,MIC,6.25,ug.mL-1
CHEMBL1210232,O=C(NNc1nc(N2CCCCC2)nc(N2CCc3ccccc3C2)n1)c1ccncc1,MIC,3.12,ug.mL-1
CHEMBL1210291,CCCCNc1nc(NNC(=O)c2ccncc2)nc(N2CCc3ccccc3C2)n1,MIC,3.12,ug.mL-1
CHEMBL1210396,O=C(NNc1nc(Nc2ncccn2)nc(N2CCCCC2)n1)c1ccncc1,MIC,3.12,ug.mL-1
CHEMBL1210399,CC(C)Nc1nc(NNC(=O)c2ccncc2)nc(N2CCCCC2)n1,MIC,3.12,ug.mL-1
CHEMBL1210933,CCCNC1COCCN1c1nc(N2CCCc3ccccc32)nc(N2CCOCC2NCCC)n1,MIC,12.5,ug.mL-1
CHEMBL594645,C(=C1\OCc2ccccc21)\c1ncnc2c1ncn2Cc1ccccc1,MIC,6.25,ug.mL-1
CHEMBL454271,CC(CNCc1ccccc1)NCc1ccccc1,MIC,64.0,ug.mL-1
CHEMBL579156,COc1ccc(/C=C2/CCN3[C@@H](CCC2=O)C[C@]24CN5CCCC/C=C\CC[C@](O)(C=C(c6nccc7c6[nH]c6c(O)cccc67)[C@@H]2CC5)[C@H]34)cc1OC,MIC,64.0,ug.mL-1
CHEMBL578331,CC(C)(C)Cn1c2ccccc2c2ccnc(C3=C[C@@]4(O)CC/C=C\CCCCN5CC[C@@H]3[C@]3(C[C@@H]6/C=C\CCCCN6[C@H]34)C5)c21,MIC,4.0,ug.mL-1
CHEMBL430359,C=CCO[C@@H]1O[C@H](CO[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,MIC,100.0,ug.mL-1
CHEMBL397503,CCO[C@@H]1O[C@H](CO[C@H]2O[C@H](CO[C@H]3O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3OC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,MIC,800.0,ug.mL-1
CHEMBL395565,COc1cc(C2=NN(C(N)=S)C(c3ccccc3)C2)ccc1OCC(=O)O,MIC,6.25,ug.mL-1
CHEMBL429645,COc1cc(C2=NN(C(N)=O)C(c3ccc([N+](=O)[O-])cc3)C2)ccc1OCC(=O)O,MIC,6.25,ug.mL-1
CHEMBL242494,COc1cc(C2=NN(C(N)=O)C(c3ccccc3)C2)ccc1OCC(=O)O,MIC,6.25,ug.mL-1
CHEMBL243582,COc1cc(C2=NN(C(N)=S)C(c3ccc(Cl)cc3)C2)ccc1OCC(=O)O,MIC,0.06,ug.mL-1
CHEMBL1817990,CC(=O)C1=C(C)N(c2ccccc2C)C(C)=C(C(C)=O)C1c1cn(-c2ccccc2)nc1-c1ccccc1,MIC,3.13,ug.mL-1
CHEMBL437765,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,MIC,0.5,ug.mL-1
CHEMBL180698,O=C(CN(/N=C/c1ccccc1Cl)C(=O)c1ccncc1)N1CCN(c2ccc([N+](=O)[O-])cc2)CC1,MIC,16.0,ug.mL-1
CHEMBL446619,O=C(CN(/N=C/c1ccccc1Cl)C(=O)c1ccncc1)N1CCN(c2cccc(Cl)c2Cl)CC1,MIC,16.0,ug.mL-1
CHEMBL488343,Cc1ccc(-n2c(-c3ccc(Cl)cc3)cc(CN3CCSCC3)c2C)cc1,MIC,16.0,ug.mL-1
CHEMBL1077680,CCCCCCCN[C@H](CN[C@@H](Cc1ccccc1)CN1CCC[C@H]1CN[C@H](CN)Cc1ccccc1)Cc1ccccc1,MIC,6.25,ug.mL-1
CHEMBL1077683,S=C1NC[C@H](Cc2ccccc2)N1C[C@@H]1CCCN1C[C@H](Cc1ccccc1)N1C[C@H](Cc2ccccc2)N(CC23CC4CC(CC(C4)C2)C3)C1=S,MIC,6.25,ug.mL-1
CHEMBL1077800,Fc1cccc(CCN2CCN([C@@H](Cc3ccccc3)CN3CCCC3CN3CCNC[C@@H]3Cc3ccccc3)C[C@@H]2Cc2ccccc2)c1,MIC,3.9,ug.mL-1
CHEMBL178325,COC(=O)c1c(C)[n+]([O-])c2ccc(C)cc2[n+]1[O-],MIC,1.56,ug.mL-1
CHEMBL175744,COC(=O)c1c(C)[n+]([O-])c2cc(Cl)c(Cl)cc2[n+]1[O-],MIC,0.2,ug.mL-1
CHEMBL98256,Cn1cc(-c2ccc(Cl)cc2Cl)c([N+](=O)[O-])c1,MIC,16.0,ug.mL-1
CHEMBL449639,C/C=C/CC[C@@H]1Cc2cc(O)c(CCCC)c(O)c2C(=O)O1,MIC,25.0,ug.mL-1
CHEMBL460149,CN1C/C(=C\c2cccs2)C(=O)[C@]2(C1)[C@@H](c1cccs1)CN(C)[C@@]21C(=O)Nc2ccccc21,MIC,1.64,ug.mL-1
CHEMBL512831,COc1ccc(/C=C2\CN(C)C[C@@]3(C2=O)[C@@H](c2ccc(OC)cc2)CN(C)[C@@]32C(=O)Nc3ccccc32)cc1,MIC,0.75,ug.mL-1
CHEMBL500322,COc1ccc(/C=C2\CN(C)C[C@@]3(C2=O)[C@@H](c2ccc(OC)cc2)[C@H](c2ccccc2)N[C@@]32C(=O)Nc3ccccc32)cc1,MIC,0.67,ug.mL-1
CHEMBL449694,CN1C/C(=C\c2ccc(Cl)cc2Cl)C(=O)[C@]2(C1)[C@@H](c1ccc(Cl)cc1Cl)[C@@H]1CCCN1[C@@]21C(=O)Nc2ccccc21,MIC,19.94,ug.mL-1
CHEMBL451386,COc1ccccc1/C=C1\CN(C)C[C@@]2(C1=O)[C@@H](c1ccccc1OC)[C@@H]1CCCN1[C@@]21C(=O)Nc2ccccc21,MIC,0.71,ug.mL-1
CHEMBL512972,Cc1ccccc1/C=C1\CN(C)C[C@@]2(C1=O)[C@@H](c1ccccc1C)[C@@H]1CCCN1[C@@]21C(=O)Nc2ccccc21,MIC,12.09,ug.mL-1
CHEMBL467002,CN1C/C(=C\c2ccccc2Cl)C(=O)[C@]2(C1)[C@@H](c1ccccc1Cl)[C@@H]1CCCN1[C@@]21C(=O)Nc2ccccc21,MIC,0.35,ug.mL-1
CHEMBL466173,CN1C/C(=C\c2ccc(Cl)cc2)C(=O)[C@]2(C1)[C@@H](c1ccc(Cl)cc1)[C@@H]1CCCN1[C@@]21C(=O)Nc2ccccc21,MIC,22.73,ug.mL-1
CHEMBL516474,CN1C/C(=C\c2ccco2)C(=O)[C@]2(C1)[C@@H](c1ccco1)CN(C)[C@@]21C(=O)Nc2ccccc21,MIC,3.52,ug.mL-1
CHEMBL500246,Cc1ccc(/C=C2\CN(C)C[C@@]3(C2=O)[C@@H](c2ccc(C)cc2)[C@H](c2ccccc2)N[C@@]32C(=O)Nc3ccccc32)cc1,MIC,1.41,ug.mL-1
CHEMBL467418,CC(=O)O[C@H]1CC[C@]23C[C@]24CC[C@]2(C)[C@@H]([C@H](C)CC[C@H]5OC5(C)C)CC[C@@]2(C)[C@@H]4CC[C@H]3C1(C)C,MIC,128.0,ug.mL-1
CHEMBL481159,CCCCCCCCCCCCNC(=O)CS(=O)(=O)[C@@H]1OC[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,MIC,12.5,ug.mL-1
CHEMBL469566,COc1nc2ccc(Br)cc2cc1C(Nc1ccc2oc(=O)ccc2c1)c1ccccc1,MIC,6.25,ug.mL-1
CHEMBL226069,O=C(N/N=C/NCc1ccccn1)c1ccncc1,MIC,6.25,ug.mL-1
CHEMBL487123,CCCc1ccc(-c2cc(CN3CCSCC3)c(C)n2-c2ccc(F)cc2)cc1,MIC,2.0,ug.mL-1
CHEMBL511455,CC(C)=CCc1c([C@@H]2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)cc2c(c1O)OC(C)(C)C=C2,MIC,6.3,ug.mL-1
CHEMBL470668,CC1(C)C=Cc2c(ccc3c2O[C@H](c2ccc(O)cc2)CC3)O1,MIC,25.0,ug.mL-1
CHEMBL3138430,CC(=O)O[C@@H]1C[C@@H]2C[C@]3(CC[C@]2(C)[C@H]2CC[C@]4(C)[C@@H](C(C)CCC(N)=O)CC[C@H]4[C@H]12)OOC1(CC[C@H](C)CC1)OO3,MIC,3.12,ug.mL-1
CHEMBL516101,OC12CCCC(C1)SC(c1ccccc1)=N2,MIC,6.25,ug.mL-1
CHEMBL449023,CC1(C)O[C@H]2OC(COCC(O)CNCCCCCCCCCCCCNCC(O)COCC3O[C@@H]4OC(C)(C)O[C@@H]4[C@H]4OC(C)(C)O[C@@H]34)[C@@H]3OC(C)(C)O[C@@H]3[C@H]2O1,MIC,1.56,ug.mL-1
CHEMBL461486,C=C1C(=O)[C@]23O[C@@H]2[C@H]1C[C@H](OC(C)=O)C(=O)[C@]1(C)CCCC(C)(C)[C@H]1C[C@H]3O,MIC,6.25,ug.mL-1
CHEMBL370439,CN1CCN(CC(O)COc2ccc(C(c3ccc(OCC(O)CN4CCN(C)CC4)cc3)c3cc4ccccc4c4ccccc34)cc2)CC1,MIC,12.5,ug.mL-1
CHEMBL44972,CN(C)S(=O)(=O)n1cnc2c(=S)[nH]cnc21,MIC,0.39,ug.mL-1
CHEMBL44822,O=S(=O)(c1ccc(F)cc1)n1cnc2c(S)ncnc21,MIC,3.39,ug.mL-1
CHEMBL115927,CCCCCCC(C)(CCCC)OC(=O)c1cnc(Cl)cn1,MIC,8.0,ug.mL-1
CHEMBL570398,Clc1cccc(/C=N/Nc2ccnc3cc(Cl)ccc23)c1,MIC,3.12,ug.mL-1
CHEMBL136840,CCCCCCCC/C=C/CCCCCCCCCCCCCC[C@@H](O)C(=O)N[C@@H](CO[C@@H]1OC(CO)[C@@H](O)C(O)C1O)[C@H](O)[C@H](O)CCC/C=C/CCCCCCCCC,MIC,40.0,ug.mL-1
CHEMBL5218771,COc1ccc2nc(Cl)c(C(=O)NCc3cn(CC(=O)c4ccc(F)cc4)nn3)cc2c1,MIC,1.6,ug.mL-1
CHEMBL5285304,FC(F)(F)c1ccc(-c2nnc(S)o2)cc1,MIC,25.0,ug.mL-1
CHEMBL37517,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(N4CC4c4ccccn4)c3c2F)CC1,MIC,50.0,ug.mL-1
CHEMBL36097,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(N4CC4c4ccc(F)cc4)c3c2F)CC1,MIC,50.0,ug.mL-1
CHEMBL249877,CC(=O)O/C1=C(\C)[C@@H](O)[C@H]2[C@@H](OC(=O)c3ccccc3)[C@@H](C)[C@H](OC(C)=O)[C@]2(OC(C)=O)[C@H](OC(C)=O)/C(C)=C/CC(C)(C)[C@@H](OC(C)=O)[C@H]1OC(C)=O,MIC,50.0,ug.mL-1
CHEMBL487218,Fc1cccc(-c2nc3ccccc3n2Cc2cn(-c3ccc(F)c(F)c3F)nn2)c1,MIC,6.25,ug.mL-1
CHEMBL512507,Fc1ccc([C@@H](c2cn(-c3ccccc3)nn2)n2ccnc2)cc1,MIC,32.0,ug.mL-1
CHEMBL511787,Brc1ccc([C@H](c2cn(Cc3ccccc3)nn2)n2ccnc2)cc1,MIC,16.0,ug.mL-1
CHEMBL272447,CCCCCCCCCCN1C(=O)/C(=C(/C)O)C(=O)[C@@H]1Cc1ccccc1,MIC,50.0,ug.mL-1
CHEMBL409346,C/C(O)=C1\C(=O)[C@H](CC(C)C)N(Cc2ccc(-c3ccccc3)cc2)C1=O,MIC,50.0,ug.mL-1
CHEMBL407873,CCCCN1C(=O)/C(=C(/C)O)C(=O)[C@@H]1CC(C)C,MIC,100.0,ug.mL-1
CHEMBL465156,CC(C)=CCC/C(C)=C/Cc1c(O)cc(O)c(CC=C(C)C)c1-c1cc2ccc(O)cc2o1,MIC,50.0,ug.mL-1
CHEMBL3394649,COc1ccccc1SC1CC(=O)N1C(=O)NCc1ccccc1,MIC,125.0,ug.mL-1
CHEMBL3394660,O=C1CCN1C(=O)NCc1ccccc1,MIC,100.0,ug.mL-1
CHEMBL360264,CC[C@H](C)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)O[C@@H]1C,MIC,64.0,ug.mL-1
CHEMBL250938,CCCCCCCCCCCCNCCCNc1c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c2c1OC,MIC,0.62,ug.mL-1
CHEMBL2338469,CCN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)CC1C(=O)O,MIC,32.0,ug.mL-1
CHEMBL182207,CC1=C(OCCCCCN2CCN(C)CC2)C(C)SC1=O,MIC,16.0,ug.mL-1
CHEMBL2260337,O=C(c1ccncc1)N1N=C(c2ccccn2)CC1c1ccccc1Cl,MIC,8.0,ug.mL-1
CHEMBL2260334,O=C(c1ccncc1)N1N=C(c2ccccn2)CC1c1ccc(Cl)cc1,MIC,8.0,ug.mL-1
CHEMBL1630,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O.Cl,MIC,100.0,ug.mL-1
CHEMBL471397,Clc1ccc2c(NCCNC3CCCCC3)ccnc2c1,MIC,100.0,ug.mL-1
CHEMBL470789,NCCCCCCCCNc1ccnc2cc(Cl)ccc12,MIC,6.25,ug.mL-1
CHEMBL460495,C[C@H]([C@@H]1CC[C@H](C)[C@@H](O)O1)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@@H](O)C(C)(C)[C@@H]1CC3,MIC,34.0,ug.mL-1
CHEMBL475086,COc1cc(O)c2c(O)c3c(=O)cc(C)oc3cc2c1,MIC,12.0,ug.mL-1
CHEMBL100567,CCOC(=O)c1cn(Cc2ccccc2)cc1-c1ccc(OC)cc1,MIC,8.0,ug.mL-1
CHEMBL562888,CSc1ncc(C2C(C(=O)Nc3ccccn3)=C(C)NC(C)=C2C(=O)Nc2ccccn2)n1Nc1ccccc1,MIC,16.0,ug.mL-1
CHEMBL4062579,COc1cc(-c2nc(SCCCn3cnc4sc5c(c4c3=O)CCCC5)n(C)c(=O)c2C#N)cc(OC)c1OC,MIC,27.9,ug.mL-1
CHEMBL4068005,COc1cc(-c2nc(SCCCn3cnc4sc5c(c4c3=O)CCCC5)n(Cc3c(F)c(F)c(F)c(F)c3F)c(=O)c2C#N)cc(OC)c1OC,MIC,30.0,ug.mL-1
CHEMBL555952,Cl.S/C(=N\CCCN1CCOCC1)c1cccnc1S,MIC,8.0,ug.mL-1
CHEMBL1077696,CC(C)[C@H]1CNC(=S)N1CC1CCCN1C[C@H](Cc1ccccc1)N1C[C@H](Cc2ccccc2)N(CCc2ccccc2)C1=S,MIC,7.8,ug.mL-1
CHEMBL1077708,Clc1ccc(CCN2CCN([C@@H](Cc3ccccc3)CN3CCCC3CN3CCNC[C@@H]3Cc3ccccc3)C[C@@H]2Cc2ccccc2)cc1Cl,MIC,3.9,ug.mL-1
CHEMBL52210,N=C(Nc1ccc(-c2ccc(-c3ccc(NC(=N)c4ccccn4)cc3)o2)cc1)c1ccccn1,MIC,1.56,ug.mL-1
CHEMBL293560,C/C(=C\C1OC(C)(C)O[C@@H]1[C@H](C)C1=CC[C@@]2(C)C[C@@H]3[C@H](C)CC[C@@H]3/C(C(=O)O)=C\C[C@H]12)C(=O)O,MIC,200.0,ug.mL-1
CHEMBL174636,C=CCc1c(C(=O)OC)[n+]([O-])c2cc(C)c(C)cc2[n+]1[O-],MIC,6.25,ug.mL-1
CHEMBL175954,COC(=O)c1c(Cc2ccccc2)[n+]([O-])c2ccc(OC)cc2[n+]1[O-],MIC,0.78,ug.mL-1
CHEMBL298306,CCCCCCCCCCCCCCCCCCNC(=O)c1ccccc1SSc1ccccc1C(=O)NCCCCCCCCCCCCCCCCCC,MIC,100.0,ug.mL-1
CHEMBL2177988,COC1CCC(/N=c2\cc3n(-c4ccc(F)cc4)c4ccccc4nc-3cc2Nc2cccnc2)CC1,MIC,0.12,ug.mL-1
CHEMBL2177986,Clc1ccc(-n2c3c/c(=N\CCN4CCOCC4)c(Nc4cccnc4)cc-3nc3ccccc32)cc1,MIC,0.25,ug.mL-1
CHEMBL2177983,COC1CCC(/N=c2\cc3n(-c4ccc(Cl)cc4)c4ccccc4nc-3cc2Nc2cccnc2)CC1,MIC,0.03,ug.mL-1
CHEMBL2177975,CC(C)/N=c1\cc2n(-c3ccccc3)c3ccccc3nc-2cc1Nc1cccnc1,MIC,0.06,ug.mL-1
CHEMBL181592,O=C1c2cccc3cccc(c23)C(=O)N1CCCCN1CCN(CC/N=c2/cc3n(-c4ccc(Cl)cc4)c4ccccc4nc-3cc2Nc2ccc(Cl)cc2)CC1,MIC,16.0,ug.mL-1
CHEMBL1783116,COc1ccc2nc(C)cc(-n3cc(CNC(=O)c4ccccc4Cl)nn3)c2c1,MIC,10.0,ug.mL-1
CHEMBL2426713,COc1ccc(-c2cc3c(ccc4oc5ccccc5c43)o2)c(C)c1,MIC,3.12,ug.mL-1
CHEMBL2426712,Cc1cccc(-c2cc3c(ccc4oc5ccccc5c43)o2)c1,MIC,12.5,ug.mL-1
CHEMBL3120336,O=c1cc(COc2ccc(I)cc2)c2cc(Br)ccc2o1,MIC,6.25,ug.mL-1
CHEMBL3120329,Cc1ccc2c(COc3ccc(I)cc3)cc(=O)oc2c1C,MIC,12.5,ug.mL-1
CHEMBL3120328,Cc1ccc2c(COc3ccc(I)cc3)cc(=O)oc2c1,MIC,25.0,ug.mL-1
CHEMBL3120353,COc1ccc2c(COc3cccc(I)c3)cc(=O)oc2c1,MIC,25.0,ug.mL-1
CHEMBL3120348,O=c1cc(COc2ccccc2I)c2cc(Br)ccc2o1,MIC,6.25,ug.mL-1
CHEMBL3120342,COc1ccc2oc(=O)cc(COc3ccccc3I)c2c1,MIC,12.5,ug.mL-1
CHEMBL3120340,Cc1ccc2c(COc3ccccc3I)cc(=O)oc2c1,MIC,12.5,ug.mL-1
CHEMBL3091843,NNC(=O)c1cc2ccccc2o1,MIC,2.0,ug.mL-1
CHEMBL3091663,NNC(=O)Cc1cc2ccccc2[nH]1,MIC,60.0,ug.mL-1
CHEMBL331617,NNC(=O)c1cncs1,MIC,10.0,ug.mL-1
CHEMBL341477,NNC(=O)c1cscn1,MIC,15.0,ug.mL-1
