y,probs,preds
0.0,0.32624796,0.0
1.0,0.7751722,1.0
0.0,0.50486904,1.0
0.0,0.28025708,0.0
1.0,0.35817504,0.0
1.0,0.32212123,0.0
0.0,0.3374849,0.0
0.0,0.415635,0.0
0.0,0.35950845,0.0
0.0,0.38727772,0.0
1.0,0.35784647,0.0
1.0,0.66949815,1.0
0.0,0.24165788,0.0
0.0,0.2577893,0.0
1.0,0.70846325,1.0
0.0,0.2739741,0.0
1.0,0.5454529,1.0
0.0,0.3063823,0.0
1.0,0.4414701,0.0
0.0,0.15461536,0.0
1.0,0.62131834,1.0
0.0,0.56127274,1.0
1.0,0.4970796,0.0
1.0,0.71933776,1.0
1.0,0.6498963,1.0
1.0,0.43666852,0.0
1.0,0.35705495,0.0
1.0,0.8579075,1.0
0.0,0.43746617,0.0
0.0,0.26064885,0.0
1.0,0.67878914,1.0
0.0,0.4362483,0.0
1.0,0.4842627,0.0
1.0,0.5514472,1.0
1.0,0.88107294,1.0
1.0,0.42548686,0.0
0.0,0.34303686,0.0
0.0,0.3959192,0.0
0.0,0.4789688,0.0
0.0,0.4008161,0.0
1.0,0.711623,1.0
0.0,0.6198133,1.0
1.0,0.68661034,1.0
1.0,0.69777656,1.0
1.0,0.43975812,0.0
1.0,0.51525855,1.0
1.0,0.40989006,0.0
1.0,0.4844286,0.0
1.0,0.4011374,0.0
1.0,0.6047402,1.0
1.0,0.9149798,1.0
1.0,0.59051245,1.0
1.0,0.52592456,1.0
1.0,0.91253006,1.0
0.0,0.48364,0.0
1.0,0.42628485,0.0
0.0,0.3633212,0.0
0.0,0.059608392,0.0
0.0,0.6799765,1.0
0.0,0.79341084,1.0
1.0,0.2769762,0.0
0.0,0.30591375,0.0
0.0,0.4440205,0.0
0.0,0.3418761,0.0
1.0,0.78856546,1.0
1.0,0.5650054,1.0
0.0,0.11057769,0.0
0.0,0.12152894,0.0
1.0,0.4213827,0.0
1.0,0.114959985,0.0
0.0,0.5750372,1.0
1.0,0.3565728,0.0
1.0,0.796983,1.0
0.0,0.32271913,0.0
1.0,0.86165434,1.0
1.0,0.6361413,1.0
0.0,0.5471864,1.0
0.0,0.7436319,1.0
1.0,0.83040476,1.0
0.0,0.12341741,0.0
1.0,0.52936345,1.0
0.0,0.17107926,0.0
0.0,0.106666334,0.0
1.0,0.36842898,0.0
1.0,0.69614387,1.0
0.0,0.102719985,0.0
1.0,0.8423496,1.0
1.0,0.38734192,0.0
1.0,0.80434924,1.0
1.0,0.71571666,1.0
0.0,0.48249567,0.0
1.0,0.34927532,0.0
0.0,0.74527633,1.0
0.0,0.2983506,0.0
0.0,0.43583772,0.0
1.0,0.6752796,1.0
1.0,0.655092,1.0
1.0,0.6786088,1.0
1.0,0.330644,0.0
1.0,0.58807707,1.0
0.0,0.30349025,0.0
1.0,0.313951,0.0
1.0,0.6780812,1.0
1.0,0.69040793,1.0
1.0,0.57876444,1.0
1.0,0.5445725,1.0
0.0,0.45587674,0.0
1.0,0.60603553,1.0
1.0,0.44157624,0.0
1.0,0.2548235,0.0
0.0,0.43815738,0.0
1.0,0.85948735,1.0
1.0,0.74987346,1.0
0.0,0.32956102,0.0
1.0,0.52140456,1.0
1.0,0.37359402,0.0
1.0,0.5516453,1.0
1.0,0.32002962,0.0
0.0,0.43747932,0.0
1.0,0.3733558,0.0
1.0,0.66394573,1.0
0.0,0.4260226,0.0
0.0,0.14613438,0.0
0.0,0.8759367,1.0
0.0,0.45709044,0.0
0.0,0.33487976,0.0
1.0,0.3093173,0.0
1.0,0.4376821,0.0
1.0,0.20204812,0.0
0.0,0.3237389,0.0
1.0,0.6558404,1.0
0.0,0.4366394,0.0
0.0,0.36378214,0.0
0.0,0.86049116,1.0
0.0,0.4136438,0.0
1.0,0.38709483,0.0
1.0,0.27122015,0.0
1.0,0.7474654,1.0
0.0,0.37208462,0.0
1.0,0.5211465,1.0
1.0,0.4321882,0.0
1.0,0.59046066,1.0
1.0,0.6154981,1.0
0.0,0.096014164,0.0
1.0,0.49862537,0.0
0.0,0.4825503,0.0
0.0,0.3916814,0.0
1.0,0.50909007,1.0
0.0,0.22292465,0.0
0.0,0.40602326,0.0
0.0,0.57540774,1.0
0.0,0.5577398,1.0
1.0,0.45032954,0.0
0.0,0.39170665,0.0
0.0,0.1758277,0.0
0.0,0.42389512,0.0
1.0,0.31914884,0.0
1.0,0.45126984,0.0
1.0,0.9386499,1.0
1.0,0.89490867,1.0
0.0,0.4044292,0.0
1.0,0.83243996,1.0
1.0,0.6973535,1.0
0.0,0.66215706,1.0
1.0,0.47304568,0.0
1.0,0.5214276,1.0
0.0,0.6178937,1.0
1.0,0.52407956,1.0
1.0,0.5651563,1.0
1.0,0.7696013,1.0
0.0,0.56721765,1.0
1.0,0.59038407,1.0
0.0,0.41425136,0.0
1.0,0.36675796,0.0
1.0,0.5127891,1.0
1.0,0.4359786,0.0
0.0,0.41104257,0.0
1.0,0.3342008,0.0
0.0,0.36640453,0.0
1.0,0.14494714,0.0
0.0,0.14263242,0.0
0.0,0.16719091,0.0
1.0,0.7326012,1.0
1.0,0.5213264,1.0
1.0,0.48872164,0.0
1.0,0.14927949,0.0
1.0,0.49855366,0.0
1.0,0.3778285,0.0
0.0,0.31510448,0.0
0.0,0.6565427,1.0
0.0,0.5829197,1.0
1.0,0.5827229,1.0
0.0,0.06521085,0.0
0.0,0.051799297,0.0
0.0,0.500241,1.0
0.0,0.31371737,0.0
0.0,0.64113814,1.0
1.0,0.51262295,1.0
0.0,0.45689645,0.0
0.0,0.292503,0.0
0.0,0.3815247,0.0
0.0,0.28088388,0.0
1.0,0.84326684,1.0
0.0,0.2902021,0.0
1.0,0.91252184,1.0
0.0,0.4823705,0.0
1.0,0.41126752,0.0
0.0,0.34387812,0.0
0.0,0.3345667,0.0
0.0,0.4980799,0.0
1.0,0.56847656,1.0
1.0,0.34547523,0.0
1.0,0.32204738,0.0
1.0,0.42303458,0.0
0.0,0.52865064,1.0
0.0,0.40778497,0.0
0.0,0.4295288,0.0
0.0,0.1315869,0.0
1.0,0.5606334,1.0
0.0,0.34976038,0.0
1.0,0.46756986,0.0
1.0,0.37766755,0.0
1.0,0.80852056,1.0
0.0,0.4543012,0.0
1.0,0.88627106,1.0
0.0,0.47288713,0.0
0.0,0.4568078,0.0
0.0,0.31611905,0.0
1.0,0.8173197,1.0
1.0,0.6915936,1.0
0.0,0.09646657,0.0
1.0,0.77091914,1.0
0.0,0.3283488,0.0
1.0,0.5013986,1.0
0.0,0.3376407,0.0
0.0,0.10698654,0.0
1.0,0.604562,1.0
0.0,0.43405145,0.0
1.0,0.18475139,0.0
1.0,0.69414675,1.0
0.0,0.1611971,0.0
0.0,0.275209,0.0
0.0,0.12100044,0.0
1.0,0.57987183,1.0
1.0,0.5428238,1.0
0.0,0.3086492,0.0
0.0,0.59213555,1.0
1.0,0.29475838,0.0
0.0,0.44843376,0.0
0.0,0.7840044,1.0
1.0,0.66482174,1.0
0.0,0.49553448,0.0
0.0,0.20483778,0.0
0.0,0.7423039,1.0
0.0,0.314012,0.0
0.0,0.42065492,0.0
1.0,0.39976963,0.0
0.0,0.46861997,0.0
1.0,0.8012373,1.0
0.0,0.4481513,0.0
1.0,0.4517151,0.0
0.0,0.11844411,0.0
1.0,0.3368256,0.0
0.0,0.4030236,0.0
0.0,0.49254432,0.0
0.0,0.26053506,0.0
0.0,0.37529355,0.0
1.0,0.46752226,0.0
0.0,0.6125096,1.0
0.0,0.34918416,0.0
1.0,0.28977787,0.0
0.0,0.44796497,0.0
1.0,0.5168665,1.0
1.0,0.7327817,1.0
0.0,0.68336576,1.0
1.0,0.29870784,0.0
1.0,0.6186758,1.0
1.0,0.8681806,1.0
1.0,0.816609,1.0
0.0,0.8457207,1.0
1.0,0.49270904,0.0
1.0,0.52410614,1.0
1.0,0.5549287,1.0
1.0,0.3531302,0.0
0.0,0.35132438,0.0
0.0,0.38473883,0.0
0.0,0.1746413,0.0
1.0,0.42225772,0.0
0.0,0.6000185,1.0
1.0,0.5821106,1.0
0.0,0.28937483,0.0
0.0,0.62584764,1.0
0.0,0.64487195,1.0
1.0,0.5218375,1.0
0.0,0.4889607,0.0
0.0,0.11741565,0.0
0.0,0.35742265,0.0
0.0,0.33032864,0.0
1.0,0.4870112,0.0
1.0,0.5366476,1.0
1.0,0.48635122,0.0
0.0,0.3067603,0.0
1.0,0.3593527,0.0
0.0,0.31042594,0.0
1.0,0.3681076,0.0
1.0,0.35100037,0.0
0.0,0.30179286,0.0
0.0,0.38969612,0.0
0.0,0.5135774,1.0
1.0,0.6342639,1.0
1.0,0.28684476,0.0
0.0,0.6556396,1.0
0.0,0.6118888,1.0
1.0,0.87540317,1.0
0.0,0.35858223,0.0
0.0,0.6880804,1.0
0.0,0.374643,0.0
0.0,0.20463346,0.0
0.0,0.3833066,0.0
0.0,0.3341565,0.0
0.0,0.47259086,0.0
1.0,0.48765737,0.0
1.0,0.52264166,1.0
0.0,0.5364369,1.0
1.0,0.5359597,1.0
0.0,0.48465163,0.0
0.0,0.38779145,0.0
1.0,0.5806906,1.0
0.0,0.36738664,0.0
1.0,0.53195065,1.0
0.0,0.29204652,0.0
0.0,0.15217607,0.0
0.0,0.5118665,1.0
0.0,0.18923855,0.0
0.0,0.10854817,0.0
0.0,0.34872213,0.0
1.0,0.45945305,0.0
1.0,0.6958041,1.0
0.0,0.48405638,0.0
0.0,0.38343075,0.0
0.0,0.27763158,0.0
0.0,0.533205,1.0
0.0,0.5520117,1.0
1.0,0.52049816,1.0
0.0,0.46873483,0.0
1.0,0.44981351,0.0
1.0,0.33397198,0.0
0.0,0.4161792,0.0
0.0,0.41653323,0.0
0.0,0.50320846,1.0
1.0,0.5039178,1.0
1.0,0.5965424,1.0
0.0,0.098860405,0.0
1.0,0.36213896,0.0
0.0,0.26357317,0.0
1.0,0.5331151,1.0
1.0,0.546901,1.0
1.0,0.4572176,0.0
0.0,0.7909077,1.0
0.0,0.33339247,0.0
0.0,0.0688165,0.0
0.0,0.5286445,1.0
1.0,0.89501226,1.0
0.0,0.53900295,1.0
0.0,0.3861874,0.0
1.0,0.48441094,0.0
1.0,0.584712,1.0
0.0,0.43430248,0.0
1.0,0.8336655,1.0
1.0,0.7973855,1.0
1.0,0.5299426,1.0
0.0,0.60547113,1.0
0.0,0.3475491,0.0
1.0,0.4835398,0.0
1.0,0.8255678,1.0
0.0,0.4506111,0.0
1.0,0.5453934,1.0
1.0,0.69294345,1.0
0.0,0.13156126,0.0
0.0,0.2635965,0.0
1.0,0.44969246,0.0
1.0,0.7491462,1.0
0.0,0.3812032,0.0
1.0,0.7149942,1.0
1.0,0.3701183,0.0
1.0,0.3210107,0.0
0.0,0.36211735,0.0
0.0,0.44286215,0.0
0.0,0.42604372,0.0
1.0,0.67392385,1.0
1.0,0.64427215,1.0
0.0,0.31870094,0.0
0.0,0.5613024,1.0
0.0,0.3804415,0.0
0.0,0.41171575,0.0
1.0,0.61137223,1.0
0.0,0.49613154,0.0
0.0,0.113602,0.0
0.0,0.3495974,0.0
1.0,0.35689205,0.0
1.0,0.7276589,1.0
0.0,0.19400279,0.0
1.0,0.49052843,0.0
0.0,0.0919983,0.0
0.0,0.32303452,0.0
0.0,0.40385836,0.0
0.0,0.277567,0.0
1.0,0.34812802,0.0
0.0,0.39166877,0.0
1.0,0.66893035,1.0
0.0,0.6799912,1.0
1.0,0.523151,1.0
1.0,0.4884017,0.0
1.0,0.45664698,0.0
0.0,0.49550346,0.0
1.0,0.89490914,1.0
0.0,0.29378414,0.0
0.0,0.5614838,1.0
0.0,0.4000859,0.0
1.0,0.19253224,0.0
1.0,0.5788799,1.0
0.0,0.39896482,0.0
1.0,0.6036706,1.0
0.0,0.41776794,0.0
1.0,0.6097598,1.0
1.0,0.88279116,1.0
1.0,0.46391523,0.0
1.0,0.3147723,0.0
1.0,0.38131854,0.0
1.0,0.48978874,0.0
1.0,0.83928084,1.0
1.0,0.7953404,1.0
1.0,0.63601,1.0
1.0,0.7661872,1.0
1.0,0.8643325,1.0
1.0,0.639128,1.0
1.0,0.5754175,1.0
1.0,0.81411684,1.0
1.0,0.2574627,0.0
1.0,0.9032064,1.0
0.0,0.35070035,0.0
0.0,0.12435045,0.0
1.0,0.3324332,0.0
1.0,0.12201826,0.0
0.0,0.40308607,0.0
0.0,0.46888804,0.0
0.0,0.18480039,0.0
1.0,0.4823414,0.0
1.0,0.50206494,1.0
0.0,0.5610505,1.0
1.0,0.7934795,1.0
0.0,0.32026848,0.0
0.0,0.1133613,0.0
0.0,0.40189624,0.0
0.0,0.68566537,1.0
1.0,0.70748067,1.0
0.0,0.12406808,0.0
0.0,0.3377275,0.0
1.0,0.44675386,0.0
1.0,0.54181063,1.0
1.0,0.3993578,0.0
0.0,0.40269062,0.0
0.0,0.43929353,0.0
0.0,0.437792,0.0
1.0,0.7354752,1.0
1.0,0.5429465,1.0
0.0,0.39662668,0.0
1.0,0.41528025,0.0
1.0,0.51241285,1.0
0.0,0.26613513,0.0
0.0,0.3618394,0.0
0.0,0.5724823,1.0
1.0,0.5304748,1.0
1.0,0.50427395,1.0
1.0,0.63786906,1.0
1.0,0.5566981,1.0
0.0,0.49506804,0.0
1.0,0.5925742,1.0
0.0,0.730149,1.0
1.0,0.39953804,0.0
0.0,0.12125067,0.0
1.0,0.8621534,1.0
0.0,0.31328407,0.0
1.0,0.6634048,1.0
0.0,0.40917823,0.0
1.0,0.4560003,0.0
1.0,0.1483017,0.0
1.0,0.58536816,1.0
1.0,0.72710997,1.0
0.0,0.28738105,0.0
0.0,0.17002285,0.0
1.0,0.6799911,1.0
0.0,0.30346853,0.0
0.0,0.4814226,0.0
0.0,0.4360656,0.0
1.0,0.5688743,1.0
1.0,0.4444085,0.0
1.0,0.8101792,1.0
0.0,0.14786918,0.0
0.0,0.11284228,0.0
1.0,0.8021602,1.0
0.0,0.1794959,0.0
1.0,0.31388992,0.0
1.0,0.7555267,1.0
1.0,0.40034884,0.0
0.0,0.15437913,0.0
0.0,0.11300752,0.0
1.0,0.75096744,1.0
1.0,0.32515526,0.0
1.0,0.5715502,1.0
1.0,0.3913739,0.0
0.0,0.41686028,0.0
0.0,0.33479202,0.0
1.0,0.6090731,1.0
0.0,0.28906852,0.0
1.0,0.47971988,0.0
0.0,0.4250929,0.0
1.0,0.53180695,1.0
1.0,0.7221707,1.0
1.0,0.6466879,1.0
1.0,0.8397907,1.0
0.0,0.34070355,0.0
1.0,0.51096416,1.0
1.0,0.76683456,1.0
1.0,0.25874043,0.0
1.0,0.46160594,0.0
1.0,0.34915742,0.0
0.0,0.38382763,0.0
0.0,0.65164346,1.0
1.0,0.28491864,0.0
0.0,0.3217968,0.0
1.0,0.8989504,1.0
1.0,0.37922916,0.0
0.0,0.4073029,0.0
0.0,0.539542,1.0
1.0,0.46120393,0.0
0.0,0.109547526,0.0
1.0,0.5227595,1.0
1.0,0.43358576,0.0
0.0,0.13405937,0.0
1.0,0.71074224,1.0
1.0,0.87373936,1.0
1.0,0.12080057,0.0
1.0,0.5271191,1.0
0.0,0.2545934,0.0
