all_loss,all_auc,all_acc,all_mcc,all_f1,all_pre,all_se,all_sp,all_Youden_Index,all_Best_Threshold
0.5936792952357431,0.7440337038163124,0.6763453348819203,0.3532825792208128,0.6232537178909419,0.7045338767193072,0.5587878787878788,0.7844667409884801,0.44088080525398254,0.3549170636127158
