all_loss,all_auc,all_acc,all_mcc,all_f1,all_pre,all_se,all_sp,all_Youden_Index,all_Best_Threshold
0.36668226288937195,0.9152520372810228,0.8345915602013163,0.6695483364787556,0.8201241974528997,0.8560755877829048,0.787070707070707,0.8782980304719435,0.4334125518798828,0.6722793148880105
