split_seed,tr_mcc,tr_accuracy,tr_auc,tr_f1,tr_pre,tr_se,tr_sp,tr_tp,tr_fn,tr_fp,tr_tn,tr_youden,te_mcc,te_accuracy,te_auc,te_f1,te_pre,te_se,te_sp,te_tp,te_fn,te_fp,te_tn,te_youden
64.0,0.535258433335962,0.7655826558265583,0.8470968510823582,0.7308290731273617,0.8122529644268774,0.6642,0.8588,3288.0,1662.0,760.0,4622.0,0.5421242525590351,0.44565936581366045,0.7202194357366771,0.7902834008097166,0.6691380908248378,0.7713675213675214,0.5908,0.8391,361.0,250.0,107.0,558.0,0.4509580005660633
