tr_loss,tr_auc,tr_acc,tr_mcc,tr_f1,tr_pre,tr_se,tr_sp,tr_Youden_Index,tr_Best_Threshold
0.6785165536514377,0.5905222796527144,0.563395276809911,0.12080674785744559,0.5004982836895139,0.5537858368047047,0.45656565656565656,0.6616499442586399,0.12513293469815212,0.5114829540252686
0.6617452664641035,0.6357626243858128,0.5966898954703833,0.18901091144050583,0.542138226568509,0.5943146229824139,0.4983838383838384,0.6871051653660349,0.1885267389615216,0.4851500988006592
0.6523955523414139,0.651531892691313,0.6022067363530779,0.2002771598046388,0.5488474204171241,0.6009615384615384,0.5050505050505051,0.6915644741731698,0.20419647984865374,0.4889412224292755
0.6429225724917078,0.6698293225829458,0.6165311653116531,0.22949015331961212,0.570840554592721,0.6153666510976179,0.5323232323232323,0.6939799331103679,0.2371879328401067,0.4578678607940674
0.6356077629715297,0.6850261815479207,0.6309523809523809,0.2589280294175602,0.5972324918136686,0.6258578702678769,0.5711111111111111,0.6859903381642513,0.2604574169791561,0.49745509028434753
0.6292412126950067,0.6938816256207561,0.6398567557104142,0.2768292288795754,0.5994186672408225,0.6416224936621341,0.5624242424242424,0.711073950204385,0.27798655450829357,0.4940481185913086
0.62029006274492,0.706902225525414,0.648664343786295,0.2946565311229944,0.6106821106821106,0.6508916323731139,0.5751515151515152,0.7162764771460424,0.29506232897537243,0.490987628698349
0.6110238293560666,0.7183171927374825,0.6537940379403794,0.30511152994101964,0.6144227659803816,0.6586549572452045,0.5757575757575758,0.7255667038275734,0.30546873416438636,0.5149900317192078
0.6067841919398529,0.7239719941893855,0.6629887727448703,0.32388457588215996,0.6227518959913326,0.6714953271028037,0.5806060606060606,0.7387588257153475,0.3218371000979697,0.48575443029403687
0.597396930212576,0.7357798723016113,0.6690863337204801,0.33638216588954406,0.6283291662137189,0.680160037655919,0.5838383838383838,0.7474916387959866,0.3344393770480727,0.5185866951942444
0.5949132655611717,0.7400700051424689,0.6748935346496322,0.34797902066860953,0.6371394620287351,0.6846993266775018,0.5957575757575757,0.7476774433296173,0.3483226918009527,0.4882642328739166
0.5883288983221024,0.7462420376188492,0.677216415021293,0.3528282838948132,0.6383255612189568,0.6890657925544369,0.5945454545454546,0.7532515793385358,0.35227728792946184,0.5075024366378784
0.5832781865500813,0.7530138433761622,0.6846689895470384,0.3676534782995022,0.6498280309544282,0.6943040881947634,0.6107070707070708,0.752694165737644,0.36955981216850775,0.4820920526981354
0.5746904251745242,0.7621073987740654,0.6929926442121565,0.38463733215158064,0.6580422595946529,0.7055016181229773,0.6165656565656565,0.7632850241545893,0.3805966014661667,0.4944463074207306
0.5704386899530334,0.7643601379833264,0.69579945799458,0.3905666566614112,0.6593692424406633,0.7112462006079028,0.6145454545454545,0.7705314009661836,0.3856308908482821,0.49078550934791565
0.5597930318523118,0.7780329868735666,0.7056716995741386,0.4100118020630688,0.674933190807055,0.7166855845629966,0.6377777777777778,0.7681159420289855,0.40791459747981484,0.4803600311279297
0.5597169586563996,0.7772789019890468,0.7049941927990708,0.40850168258502134,0.6756066411238825,0.7139001349527665,0.6412121212121212,0.7636566332218506,0.4067355832573224,0.4991413950920105
0.5538649663282991,0.7824741844307062,0.7071234998064266,0.4131769655901517,0.6746936142764997,0.7210477941176471,0.6339393939393939,0.7744332961724266,0.41055910273301577,0.5286850929260254
0.5470526987000516,0.7885006512542745,0.7133178474641889,0.42581735281698097,0.6810251992246392,0.7292435424354243,0.6387878787878788,0.7818654775176515,0.4217357521705348,0.5008207559585571
