tr_loss,tr_auc,tr_acc,tr_mcc,tr_f1,tr_pre,tr_se,tr_sp,tr_Youden_Index,tr_Best_Threshold
0.6755677897125575,0.5973910040576708,0.5724932249322493,0.13906542787717419,0.49937662926442256,0.5688097082365091,0.44505050505050503,0.6897064288368636,0.1371987432856998,0.498460054397583
0.6569520040377744,0.6439889605831636,0.5970770421989934,0.1898313013314238,0.544280240831965,0.594026284348865,0.5022222222222222,0.6843180973615757,0.1952832674571805,0.44919389486312866
0.6463986753310212,0.6610642095424705,0.6090785907859079,0.21444661488795322,0.5662120073031898,0.6044485209814263,0.5325252525252525,0.6794871794871795,0.22659977703455964,0.47331398725509644
0.6357789076518717,0.680782818898761,0.6295973674022455,0.25607868089327457,0.592308511771599,0.6265494703628578,0.5616161616161616,0.6921218877740617,0.26115266376135937,0.4841337203979492
0.6306586320924316,0.6894048061439365,0.6327913279132791,0.26250136667008556,0.5915159345391904,0.6332411249423697,0.554949494949495,0.7043849869936827,0.2663369480760785,0.4735405445098877
0.6232260644620418,0.7001004282888341,0.6440185830429733,0.2853013057874712,0.6027219701879456,0.6476323119777159,0.5636363636363636,0.717948717948718,0.28600114860984427,0.4723471701145172
0.615705504136927,0.7113992958195856,0.6527293844367015,0.30285735113488227,0.6170757737459979,0.6540723981900453,0.584040404040404,0.7159048680787812,0.30095672443498533,0.4977770149707794
0.6073978522982759,0.7219614952948286,0.655536198219125,0.3085645872733058,0.6187466523835029,0.6586088939566704,0.5834343434343434,0.721850613154961,0.3144191074625857,0.45572754740715027
0.6020000989407578,0.7308423514220616,0.664924506387921,0.3275275217722734,0.6305229455709712,0.6683257918552036,0.5967676767676767,0.7276105536975103,0.32792202966116013,0.4791208505630493
0.5903456250765006,0.7435306051972719,0.6761517615176151,0.35037339795740197,0.6406015037593985,0.6839449541284404,0.6024242424242424,0.7439613526570048,0.34881591838113574,0.5027858018875122
0.5849441829665157,0.7515556719179908,0.6807007355787844,0.3595608410848574,0.6460680184529557,0.6888583848089682,0.6082828282828283,0.747305834262356,0.36141211445559274,0.4739086627960205
0.5733371134328399,0.7643777800299539,0.6958962446767325,0.3902774510585964,0.6635974304068523,0.7059225512528474,0.6260606060606061,0.7601263470828689,0.38776933211715825,0.5022734999656677
0.5682026878599042,0.7694480479263086,0.6952187379016648,0.38870939024473855,0.6653204378786268,0.7019511101143754,0.6323232323232323,0.7530657748049052,0.3932211749603054,0.4760715365409851
0.5590227454808474,0.7785152153268096,0.7042198993418506,0.4069364636806093,0.6747552149851,0.7130004498425551,0.6404040404040404,0.7629134150873281,0.40794567751089483,0.4835611581802368
0.5497021118738333,0.7878644114875999,0.7132210607820364,0.42520197030085577,0.6840140769969073,0.7244183419923198,0.6478787878787878,0.7733184689706429,0.42714773149555757,0.4682457745075226
0.5426561411689309,0.7952608207680673,0.7194154084397987,0.4379717220920379,0.6891152815013405,0.7344,0.649090909090909,0.7840951319212188,0.4349521975608932,0.48633670806884766
0.5447277626939603,0.7927099497389352,0.7198993418505614,0.4389778406445926,0.6894849785407725,0.7352402745995423,0.649090909090909,0.785024154589372,0.43545555893381976,0.50188148021698
0.5297390432918773,0.8056980432342751,0.724545102593883,0.44805719437382385,0.6968470387729016,0.7370437133844074,0.6608080808080808,0.7831661092530657,0.448412553629945,0.4495200514793396
0.5278934520833632,0.806536096753488,0.7274487030584591,0.45402068057978096,0.6994022203245089,0.7415119963784518,0.6618181818181819,0.7878112225938313,0.45204959291915814,0.5138341188430786
0.519801573764429,0.815081660154124,0.7349012775842044,0.4689256626338094,0.7087099861746251,0.7482596002694812,0.6731313131313131,0.7917131178000744,0.47239485152528626,0.4626014828681946
0.5141010928449247,0.8196806038835024,0.7381920247773907,0.4756861361148963,0.7116512098923355,0.7533288196795306,0.6743434343434344,0.7969156447417317,0.474529238877065,0.48115023970603943
0.5012528336269567,0.8294518766257896,0.7473867595818815,0.4940245385355197,0.7232237539766702,0.7611607142857143,0.6888888888888889,0.801189149015236,0.49261106043714736,0.48572731018066406
0.5013414051141533,0.8297001978161398,0.7462253193960511,0.49169777550237287,0.7218332272437937,0.760053619302949,0.6872727272727273,0.8004459308807135,0.49438194655585965,0.48156479001045227
0.49376939361678557,0.8365541329309445,0.7513550135501355,0.5018688148284097,0.7286363156226894,0.7635598848793447,0.6967676767676768,0.8015607580824972,0.5007364616060268,0.44121429324150085
0.4882684123958966,0.8408982992316325,0.7611304684475416,0.5216073656585737,0.739222316145393,0.7749224634470536,0.7066666666666667,0.8112225938312895,0.5192959697307524,0.4974702000617981
0.4805507157978259,0.8468047250655946,0.7661633759194735,0.5318357434267369,0.7443386243386243,0.7815555555555556,0.7105050505050505,0.8173541434410999,0.5280537819668255,0.4977891743183136
