mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.18242087364196777,0.0007724483155293578,0.0076291561126708984,0.0005137240260839631,0.3,0.1,2,10,0.3,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 10, 'subsample': 0.3}",0.6308659893565554,0.613933236574746,0.590513068731849,0.5924491771539206,0.5963213939980639,0.6048165731630271,0.015436297664205918,89
0.1859348773956299,0.006124665904099424,0.007797050476074219,0.0007496212024960619,0.3,0.1,2,10,0.5,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 10, 'subsample': 0.5}",0.621673923560716,0.6028059990324142,0.5987415295256534,0.5880929332042595,0.5977734753146177,0.6018175721275321,0.011040236869555001,91
0.26405630111694334,0.003625553135214557,0.00779881477355957,0.00039895716066667877,0.3,0.1,2,30,0.3,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 30, 'subsample': 0.3}",0.6516690856313497,0.6424770198355104,0.6311713455953534,0.6476282671829623,0.6461761858664086,0.643824380822317,0.006977888133734017,59
0.2656911849975586,0.006302894589320122,0.007710838317871093,0.0003920409311911401,0.3,0.1,2,30,0.5,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 30, 'subsample': 0.5}",0.6439283986453798,0.6468311562651186,0.6500484027105518,0.6360116166505324,0.6476282671829623,0.6448895682909089,0.004850271754625139,57
0.34552788734436035,0.004850779600329189,0.011517190933227539,0.007029583490180464,0.3,0.1,2,50,0.3,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 50, 'subsample': 0.3}",0.6845670053217223,0.6724721819061442,0.6592449177153921,0.6698935140367861,0.6534365924491772,0.6679228422858443,0.010832968295684019,40
0.3464376449584961,0.01043935785681741,0.007918024063110351,0.0006563193574262629,0.3,0.1,2,50,0.5,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 50, 'subsample': 0.5}",0.6652152878567973,0.6744073536526367,0.6553727008712488,0.6645692158760891,0.6495643756050339,0.6618257867723611,0.008594131340313753,43
0.41996135711669924,0.0043939454778745045,0.007602882385253906,0.0004893903457541135,0.3,0.1,2,70,0.3,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 70, 'subsample': 0.3}",0.6923076923076923,0.690856313497823,0.670377541142304,0.6718296224588577,0.6655372700871249,0.6781816878987603,0.01114742013545641,33
0.4254329681396484,0.006866820922350829,0.007609844207763672,0.00048126045460614755,0.3,0.1,2,70,0.5,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 70, 'subsample': 0.5}",0.6710208030962748,0.6952104499274311,0.6689254598257502,0.6786060019361084,0.6558567279767668,0.6739238885524663,0.012921875770007592,35
0.4990511417388916,0.003064094052942215,0.00786418914794922,0.0002760018737546189,0.3,0.1,2,90,0.3,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 90, 'subsample': 0.3}",0.7039187227866474,0.7000483792936623,0.6742497579864473,0.6752178121974831,0.670377541142304,0.6847624426813088,0.01420679294171835,30
0.5032171726226806,0.011843840036996081,0.007800102233886719,0.00040009930967281013,0.3,0.1,2,90,0.5,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 90, 'subsample': 0.5}",0.6913401064344461,0.7019835510401549,0.6708615682478218,0.6902226524685382,0.6694094869312681,0.6847634730244458,0.012637987810148051,29
