all_loss,all_auc,all_acc,all_mcc,all_f1,all_pre,all_se,all_sp,all_Youden_Index,all_Best_Threshold
0.590521453,0.826843705,0.761755486,0.522383122,0.743243243,0.767888307,0.720130933,0.8,0.501438141,0.520130933
0.566789217,0.788725496,0.722570533,0.443853773,0.695876289,0.732368897,0.662847791,0.777443609,0.457099617,0.45016059
0.554092733,0.801132127,0.728056426,0.454619086,0.705682782,0.732394366,0.680851064,0.771428571,0.496063888,0.460462941
