all_mcc,all_acc,all_auc,all_f1,all_pre,all_se,all_sp,all_Youden_Index
0.438163735,0.717084639,0.791355229,0.667893284,0.762605042,0.5941,0.8301,0.452021215
0.43315145,0.713949843,0.787301724,0.660465116,0.765086207,0.581,0.8361,0.432415737
0.445659366,0.720219436,0.790283401,0.669138091,0.771367521,0.5908,0.8391,0.450958001
