all_loss,all_auc,all_acc,all_mcc,all_f1,all_pre,all_se,all_sp,all_Youden_Index,all_Best_Threshold
0.3961620039707367,0.8998391570855339,0.8144599303135889,0.631911203361344,0.7918792747801542,0.855902370335602,0.7367676767676767,0.885916016350799,0.44201362133026123,0.6308077429816561
