y,probs,preds
0.0,0.039565533,0.0
1.0,0.62509394,1.0
1.0,0.9973363,1.0
0.0,0.34672537,0.0
1.0,0.8736592,1.0
1.0,0.15812565,0.0
0.0,0.3310824,0.0
0.0,0.39010552,0.0
0.0,0.18209597,0.0
1.0,0.89342076,1.0
1.0,0.28792292,0.0
1.0,0.7996582,1.0
1.0,0.99756986,1.0
1.0,0.95484287,1.0
1.0,0.35958448,0.0
0.0,0.27151886,0.0
0.0,0.40052238,0.0
0.0,0.11589367,0.0
0.0,0.28093368,0.0
0.0,0.11253578,0.0
0.0,0.08768776,0.0
1.0,0.44656968,0.0
0.0,0.015796004,0.0
0.0,0.0911262,0.0
0.0,0.013301533,0.0
1.0,0.37543228,0.0
0.0,0.43718547,0.0
0.0,0.3904523,0.0
1.0,0.95829445,1.0
0.0,0.41097185,0.0
0.0,0.27906713,0.0
0.0,0.16257252,0.0
1.0,0.9312841,1.0
1.0,0.83279836,1.0
1.0,0.5507899,1.0
0.0,0.42228833,0.0
0.0,0.14679375,0.0
0.0,0.008514261,0.0
1.0,0.6565827,1.0
0.0,0.116494425,0.0
1.0,0.45540562,0.0
0.0,0.038327504,0.0
0.0,0.17428428,0.0
0.0,0.66142285,1.0
1.0,0.54185075,1.0
0.0,0.3452632,0.0
1.0,0.9945122,1.0
1.0,0.9945521,1.0
1.0,0.7940434,1.0
0.0,0.071286894,0.0
1.0,0.97991794,1.0
0.0,0.04944995,0.0
0.0,0.13873069,0.0
0.0,0.03931566,0.0
0.0,0.26385376,0.0
0.0,0.3547292,0.0
1.0,0.42928147,0.0
0.0,0.0037150243,0.0
1.0,0.9620664,1.0
1.0,0.9906002,1.0
0.0,0.38713208,0.0
0.0,0.0964575,0.0
1.0,0.8667022,1.0
0.0,0.38342988,0.0
1.0,0.4665831,0.0
0.0,0.23821495,0.0
1.0,0.47248945,0.0
1.0,0.69356966,1.0
0.0,0.002431306,0.0
0.0,0.15770245,0.0
0.0,0.47220126,0.0
0.0,0.25616652,0.0
1.0,0.5673117,1.0
1.0,0.6938353,1.0
1.0,0.21018521,0.0
0.0,0.78747755,1.0
1.0,0.7665376,1.0
