all_mcc,all_acc,all_auc,all_f1,all_pre,all_se,all_sp,all_Youden_Index
0.470865432,0.734326019,0.809662454,0.69541779,0.770916335,0.6334,0.8271,0.496161845
0.462560634,0.730407524,0.798781733,0.691756272,0.764356436,0.6318,0.8211,0.466569041
0.472835505,0.735893417,0.804972743,0.700976043,0.765503876,0.6465,0.818,0.471080319
