all_loss,all_auc,all_acc,all_mcc,all_f1,all_pre,all_se,all_sp,all_Youden_Index,all_Best_Threshold
0.551436589,0.844408895,0.771943574,0.542763765,0.758906379,0.768456376,0.749590835,0.792481203,0.460304052,0.552822318
0.517497968,0.831810295,0.746865204,0.493043276,0.721791559,0.761818182,0.685761047,0.803007519,0.373423755,0.519299066
0.563560393,0.825637744,0.743730408,0.486282587,0.730420445,0.735880399,0.725040917,0.760902256,0.585426986,0.502302401
