all_mcc,all_acc,all_auc,all_f1,all_pre,all_se,all_sp,all_Youden_Index
0.524302689,0.761755486,0.832467421,0.73380035,0.789077213,0.6858,0.8316,0.530265927
0.512885538,0.755485893,0.830075188,0.722912966,0.790291262,0.6661,0.8376,0.505351759
0.503114944,0.750783699,0.821146155,0.718085106,0.783365571,0.6628,0.8316,0.502176882
