mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.18806076049804688,0.006453030401677363,0.0077854633331298825,0.00039416302661147214,0.3,0.1,2,10,0.3,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 10, 'subsample': 0.3}",0.606192549588776,0.594581519109821,0.6060019361084221,0.5871248789932236,0.5837366892545982,0.5955275146109682,0.009316428845661695,90
0.1822439193725586,0.0008461956643041375,0.007799959182739258,0.00040369949064596715,0.3,0.1,2,10,0.5,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 10, 'subsample': 0.5}",0.6086115142718916,0.5940977261731979,0.6050338818973863,0.5885769603097774,0.5779283639883833,0.5948496893281273,0.011129684930383668,92
0.2671684265136719,0.006526533783091141,0.007599639892578125,0.0004901389967094745,0.3,0.1,2,30,0.3,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 30, 'subsample': 0.3}",0.6652152878567973,0.6511852926947267,0.6360116166505324,0.6335914811229428,0.6302032913843175,0.6432413939418633,0.013125091668834993,52
0.25975918769836426,0.0012558496183456985,0.007998514175415038,2.8902783318885303e-06,0.3,0.1,2,30,0.5,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 30, 'subsample': 0.5}",0.6347363328495405,0.6444121915820029,0.648596321393998,0.6253630203291385,0.6258470474346564,0.6357909827178673,0.009455564242620873,60
0.34546561241149903,0.007345589661387629,0.007598876953125,0.000492223687928337,0.3,0.1,2,50,0.3,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 50, 'subsample': 0.3}",0.6710208030962748,0.6613449443638123,0.6471442400774443,0.653920619554695,0.6621490803484995,0.6591159374881451,0.00807721634888811,43
0.33878211975097655,0.0027822742289763513,0.0075149059295654295,0.0006580935569884917,0.3,0.1,2,50,0.5,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 50, 'subsample': 0.5}",0.6560232220609579,0.6666666666666666,0.670377541142304,0.6461761858664086,0.6563407550822846,0.6591168741637243,0.008585347072023677,42
0.4176627159118652,0.0024032884342453363,0.007800006866455078,0.00039966116015255555,0.3,0.1,2,70,0.3,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 70, 'subsample': 0.3}",0.6879535558780842,0.6748911465892597,0.665053242981607,0.6568247821878025,0.670377541142304,0.6710200537558114,0.010385087789839735,36
0.4168646812438965,0.0018147666276952033,0.008000755310058593,5.69136660246402e-06,0.3,0.1,2,70,0.5,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 70, 'subsample': 0.5}",0.6826318335752298,0.6806966618287373,0.6732817037754114,0.6689254598257502,0.6602129719264279,0.6731497261863113,0.008149700034670075,35
0.4990715026855469,0.0049929401947160995,0.008007097244262695,0.0005413200124119687,0.3,0.1,2,90,0.3,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 90, 'subsample': 0.3}",0.702951136913401,0.686985970004838,0.68054211035818,0.665053242981607,0.6829622458857696,0.683698941228759,0.012162417203436108,29
0.5017413139343262,0.005616651083319366,0.007973241806030273,0.0007661258112148755,0.3,0.1,2,90,0.5,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 90, 'subsample': 0.5}",0.6971456216739236,0.6923076923076923,0.6887705711519845,0.6732817037754114,0.6732817037754114,0.6849574585368847,0.00989710648074637,25
