split_seed,tr_mcc,tr_accuracy,tr_auc,tr_f1,tr_pre,tr_se,tr_sp,tr_tp,tr_fn,tr_fp,tr_tn,tr_youden,te_mcc,te_accuracy,te_auc,te_f1,te_pre,te_se,te_sp,te_tp,te_fn,te_fp,te_tn,te_youden
64.0,0.5442060589603824,0.7686798296554395,0.8557568250321874,0.729882459312839,0.8283735248845562,0.6523,0.8757,3229.0,1721.0,669.0,4713.0,0.5536495388669301,0.43315144992672716,0.7139498432601881,0.7873017240318472,0.6604651162790698,0.7650862068965517,0.581,0.8361,355.0,256.0,109.0,556.0,0.4324157365590736
