all_loss,all_auc,all_acc,all_mcc,all_f1,all_pre,all_se,all_sp,all_Youden_Index,all_Best_Threshold
0.27991554401699603,0.9529136403049446,0.876984126984127,0.7542133932179992,0.8676179564628684,0.8955063427219953,0.8414141414141414,0.9096989966555183,0.4559788405895233,0.756329853721158
