all_mcc,all_acc,all_auc,all_f1,all_pre,all_se,all_sp,all_Youden_Index
0.486209025,0.737460815,0.801715418,0.681255947,0.813636364,0.5859,0.8767,0.487705352
0.46793202,0.723354232,0.804779543,0.646646647,0.832474227,0.5286,0.9023,0.481773993
0.477210602,0.731974922,0.800083679,0.670520231,0.81498829,0.5696,0.8812,0.48669136
