mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_features,param_max_leaf_nodes,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.06805810928344727,0.002717629003657926,0.006600189208984375,0.0004899209169248172,1,20,10,"{'max_features': 1, 'max_leaf_nodes': 20, 'n_estimators': 10}",0.5674891146589259,0.5515239477503628,0.5532429816069699,0.563891577928364,0.547918683446273,0.5568132610781792,0.007535431790435264,45
0.10993666648864746,0.0016680000057041201,0.00991649627685547,0.001090838173459882,1,20,30,"{'max_features': 1, 'max_leaf_nodes': 20, 'n_estimators': 30}",0.5684567005321722,0.5568456700532172,0.5658276863504357,0.574540174249758,0.5784123910939013,0.5688165244558969,0.007445868721701055,40
0.1478032112121582,0.01009191341990894,0.011334753036499024,0.0018022566942276668,1,20,50,"{'max_features': 1, 'max_leaf_nodes': 20, 'n_estimators': 50}",0.5626511852926948,0.5655539429124334,0.5667957405614714,0.5648596321393998,0.5759922555663117,0.5671705512944623,0.004611754295396593,42
0.1969876766204834,0.0037337296310686863,0.014721298217773437,0.0010081980448671324,1,20,70,"{'max_features': 1, 'max_leaf_nodes': 20, 'n_estimators': 70}",0.5626511852926948,0.5674891146589259,0.5682478218780251,0.5609874152952565,0.5730880929332043,0.5664927260116214,0.0043043674993185205,43
0.23537907600402833,0.009978476429220624,0.01548624038696289,0.002590166719184881,1,20,90,"{'max_features': 1, 'max_leaf_nodes': 20, 'n_estimators': 90}",0.5592646347363328,0.5611998064828253,0.569215876089061,0.5624394966118103,0.5755082284607939,0.5655256084761647,0.006011775416764362,44
0.06512069702148438,0.0011035029245716247,0.006498527526855469,0.00042990540217110464,1,30,10,"{'max_features': 1, 'max_leaf_nodes': 30, 'n_estimators': 10}",0.5853894533139816,0.5602322206095791,0.5672797676669894,0.5672797676669894,0.5566311713455954,0.567362476120627,0.009909460469004148,41
0.11287651062011719,0.0016949300682365222,0.009626150131225586,0.0004881409959600228,1,30,30,"{'max_features': 1, 'max_leaf_nodes': 30, 'n_estimators': 30}",0.590711175616836,0.5805515239477503,0.5837366892545982,0.5900290416263311,0.5827686350435625,0.5855594130978157,0.0040671354620021635,37
0.15972604751586914,0.0017461561269904815,0.011986494064331055,0.0008802567761690076,1,30,50,"{'max_features': 1, 'max_leaf_nodes': 30, 'n_estimators': 50}",0.582970488630866,0.5849056603773585,0.5900290416263311,0.5895450145208132,0.5963213939980639,0.5887543198306866,0.004642749360876277,35
0.2039496898651123,0.005609210899037375,0.014052677154541015,0.0008670625918665301,1,30,70,"{'max_features': 1, 'max_leaf_nodes': 30, 'n_estimators': 70}",0.5786163522012578,0.5820029027576198,0.5837366892545982,0.579864472410455,0.5924491771539206,0.5833339187555703,0.0048849617289470175,38
0.2450408458709717,0.004637890033413572,0.01703500747680664,0.0004919390557677107,1,30,90,"{'max_features': 1, 'max_leaf_nodes': 30, 'n_estimators': 90}",0.5757135945815192,0.5776487663280117,0.579864472410455,0.5788964181994192,0.5914811229428848,0.5807208748924579,0.005556180570980915,39
