all_loss,all_auc,all_acc,all_mcc,all_f1,all_pre,all_se,all_sp,all_Youden_Index,all_Best_Threshold
0.49417589268079115,0.8344648266387398,0.7478706929926442,0.4962573700713683,0.7181041012877394,0.7732463295269169,0.6703030303030303,0.8192121887774062,0.4691242575645447,0.4977412925239012
