mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_features,param_max_leaf_nodes,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.06533322334289551,0.0010001387961868153,0.008400201797485352,0.003825975435411267,1,20,10,"{'max_features': 1, 'max_leaf_nodes': 20, 'n_estimators': 10}",0.579100145137881,0.5587808417997098,0.5759922555663117,0.5542110358180058,0.6127783155856728,0.5761725187815162,0.020656064546628862,42
0.10728669166564941,0.0010789489853147772,0.009002399444580079,0.0006327181953379437,1,20,30,"{'max_features': 1, 'max_leaf_nodes': 20, 'n_estimators': 30}",0.590711175616836,0.5665215287856797,0.5803484995159729,0.5822846079380445,0.5871248789932236,0.5813981381699513,0.008279242763319301,41
0.15007824897766114,0.0014720091388243225,0.011305665969848633,0.0004030181455279611,1,20,50,"{'max_features': 1, 'max_leaf_nodes': 20, 'n_estimators': 50}",0.579100145137881,0.5732946298984035,0.5658276863504357,0.57405614714424,0.574540174249758,0.5733637565561437,0.004279407667357474,43
0.19542579650878905,0.0017252031737907659,0.014455795288085938,0.0006851198047996669,1,20,70,"{'max_features': 1, 'max_leaf_nodes': 20, 'n_estimators': 70}",0.5694242864054185,0.5742622157716497,0.5677637947725073,0.5643756050338818,0.5885769603097774,0.5728805724586469,0.008470505626996694,44
0.2372683048248291,0.003414528914070063,0.016201066970825195,0.0003995698898965373,1,20,90,"{'max_features': 1, 'max_leaf_nodes': 20, 'n_estimators': 90}",0.5670053217223029,0.5684567005321722,0.5595353339787028,0.5546950629235237,0.5861568247821878,0.5671698487877779,0.010734005894432942,45
0.06626091003417969,0.0009851184446103402,0.006558704376220703,0.0004594827301954812,1,30,10,"{'max_features': 1, 'max_leaf_nodes': 30, 'n_estimators': 10}",0.5897435897435898,0.5737784228350266,0.5803484995159729,0.5672797676669894,0.6190706679574056,0.5860441895437969,0.01810760770759426,40
0.10926098823547363,0.0018857404369079151,0.00919933319091797,0.0004004481861379237,1,30,30,"{'max_features': 1, 'max_leaf_nodes': 30, 'n_estimators': 30}",0.6032897919690372,0.5834542815674891,0.5977734753146177,0.5992255566311714,0.6016456921587608,0.5970777595282153,0.007073210871454833,36
0.15650882720947265,0.0011930254207081284,0.011737728118896484,0.0006526076094579264,1,30,50,"{'max_features': 1, 'max_leaf_nodes': 30, 'n_estimators': 50}",0.6032897919690372,0.5873246250604741,0.5832526621490803,0.5929332042594385,0.590513068731849,0.5914626704339758,0.006744963639351013,37
0.20245647430419922,0.0019423996376436374,0.014000272750854493,0.0006316559911616745,1,30,70,"{'max_features': 1, 'max_leaf_nodes': 30, 'n_estimators': 70}",0.5921625544267054,0.5911949685534591,0.5808325266214908,0.5847047434656341,0.5977734753146177,0.5893336536763815,0.005939591446465154,38
0.24744577407836915,0.0014962093165207973,0.017321157455444335,0.0010477614002145227,1,30,90,"{'max_features': 1, 'max_leaf_nodes': 30, 'n_estimators': 90}",0.5926463473633284,0.5873246250604741,0.5779283639883833,0.5755082284607939,0.6016456921587608,0.5870106514063481,0.009600393164456607,39
0.06834726333618164,0.0008222787733202583,0.0066014289855957035,0.0004886973413074195,1,50,10,"{'max_features': 1, 'max_leaf_nodes': 50, 'n_estimators': 10}",0.5936139332365747,0.5892597968069666,0.6098741529525653,0.5895450145208132,0.6210067763794772,0.6006599347792794,0.012665279432591126,35
0.11684784889221192,0.001393759846447582,0.009456777572631836,0.0003949450100524141,1,50,30,"{'max_features': 1, 'max_leaf_nodes': 50, 'n_estimators': 30}",0.6110304789550073,0.5999032414126754,0.617134559535334,0.6243949661181026,0.6253630203291385,0.6155652532700515,0.009405164368435031,32
0.16640925407409668,0.0011999658957387652,0.012403440475463868,0.000375803632249555,1,50,50,"{'max_features': 1, 'max_leaf_nodes': 50, 'n_estimators': 50}",0.6187711659409773,0.6071601354620223,0.6122942884801549,0.6239109390125847,0.6161665053242982,0.6156606068440074,0.005684885312875212,31
0.21686944961547852,0.0009466876477942721,0.015209770202636719,0.0009954330655010091,1,50,70,"{'max_features': 1, 'max_leaf_nodes': 50, 'n_estimators': 70}",0.6105466860183841,0.6129656507014998,0.6108422071636012,0.6210067763794772,0.6195546950629235,0.6149832030651772,0.004429063618006429,33
