split_seed,tr_mcc,tr_accuracy,tr_auc,tr_f1,tr_pre,tr_se,tr_sp,tr_tp,tr_fn,tr_fp,tr_tn,tr_youden,te_mcc,te_accuracy,te_auc,te_f1,te_pre,te_se,te_sp,te_tp,te_fn,te_fp,te_tn,te_youden
24.0,0.5437514424692209,0.7700348432055749,0.8535011016895075,0.7371681415929203,0.8146699266503667,0.6731,0.8592,3332.0,1618.0,758.0,4624.0,0.5426708557143339,0.48651875378410464,0.7429467084639498,0.8053689871159077,0.7112676056338029,0.7695238095238095,0.6612,0.818,404.0,207.0,121.0,544.0,0.48076000147668685
