all_mcc,all_acc,all_auc,all_f1,all_pre,all_se,all_sp,all_Youden_Index
0.46052773,0.72492163,0.8142771,0.664756447,0.798165138,0.5696,0.8677,0.487761958
0.457978136,0.724137931,0.813334482,0.66539924,0.793650794,0.5728,0.8632,0.489797325
0.463531634,0.727272727,0.809970097,0.671077505,0.794183445,0.581,0.8617,0.475375017
