tr_y,tr_pred,tr_proba,te_y,te_pred,te_proba
0.0,0.0,0.27907004952430725,1.0,1.0,0.8419928550720215
0.0,0.0,0.4133521318435669,0.0,1.0,0.5750693082809448
1.0,1.0,0.5250089168548584,0.0,1.0,0.6177663207054138
1.0,1.0,0.6111971735954285,1.0,1.0,0.7490350008010864
1.0,1.0,0.6328383684158325,1.0,1.0,0.7422083616256714
0.0,0.0,0.4673881530761719,1.0,1.0,0.8716464042663574
0.0,0.0,0.39287009835243225,0.0,0.0,0.2215462625026703
0.0,0.0,0.4091050326824188,0.0,0.0,0.3685402274131775
1.0,1.0,0.6033148765563965,1.0,1.0,0.8682265877723694
0.0,0.0,0.20511877536773682,1.0,1.0,0.5538285374641418
1.0,1.0,0.5004902482032776,1.0,1.0,0.5312662124633789
1.0,1.0,0.5693409442901611,1.0,1.0,0.5052061080932617
0.0,0.0,0.41475626826286316,1.0,0.0,0.4048309028148651
1.0,0.0,0.4048798382282257,0.0,0.0,0.39815038442611694
0.0,0.0,0.25325748324394226,0.0,1.0,0.5644133687019348
1.0,1.0,0.5413780808448792,0.0,0.0,0.484483003616333
0.0,0.0,0.14694204926490784,1.0,1.0,0.877824604511261
0.0,0.0,0.2527475357055664,1.0,1.0,0.855535626411438
0.0,0.0,0.3252514898777008,0.0,0.0,0.2698356509208679
0.0,0.0,0.251871258020401,0.0,0.0,0.39332765340805054
0.0,0.0,0.17172037065029144,0.0,0.0,0.3253236711025238
1.0,1.0,0.824830174446106,1.0,0.0,0.46058616042137146
0.0,0.0,0.2656140625476837,0.0,0.0,0.3892338275909424
1.0,1.0,0.7141140103340149,0.0,0.0,0.27231258153915405
1.0,1.0,0.7329201698303223,0.0,0.0,0.3067438006401062
0.0,0.0,0.3188571035861969,0.0,0.0,0.4175483286380768
0.0,0.0,0.28815191984176636,0.0,0.0,0.2853256165981293
0.0,0.0,0.35796698927879333,0.0,0.0,0.3619249165058136
1.0,1.0,0.5241391658782959,1.0,1.0,0.5594305992126465
0.0,1.0,0.5892078280448914,0.0,1.0,0.5942995548248291
1.0,1.0,0.6682353019714355,1.0,1.0,0.7077585458755493
1.0,1.0,0.518072783946991,1.0,1.0,0.5299105644226074
1.0,1.0,0.5741103887557983,1.0,0.0,0.4117800295352936
1.0,0.0,0.2825286090373993,1.0,1.0,0.7144993543624878
1.0,1.0,0.8719698190689087,1.0,0.0,0.4938734173774719
1.0,1.0,0.7141207456588745,1.0,1.0,0.80402010679245
0.0,0.0,0.32752594351768494,1.0,1.0,0.8831558227539062
1.0,1.0,0.5092656016349792,1.0,1.0,0.6321075558662415
1.0,1.0,0.7080906629562378,0.0,0.0,0.3299099802970886
1.0,1.0,0.7875656485557556,0.0,1.0,0.5277095437049866
0.0,0.0,0.316336452960968,0.0,0.0,0.3906191289424896
1.0,0.0,0.4105096161365509,0.0,0.0,0.47204113006591797
1.0,0.0,0.40388813614845276,1.0,1.0,0.6120495796203613
1.0,0.0,0.3903988301753998,0.0,1.0,0.5325942635536194
1.0,1.0,0.6014450788497925,1.0,1.0,0.5092108249664307
0.0,1.0,0.5058189630508423,0.0,0.0,0.4829268753528595
1.0,1.0,0.6280919909477234,0.0,0.0,0.3502008616924286
0.0,0.0,0.3382299840450287,0.0,0.0,0.4362698495388031
1.0,0.0,0.4857483506202698,1.0,1.0,0.5211634039878845
0.0,0.0,0.3546927869319916,1.0,1.0,0.7284964323043823
1.0,1.0,0.7759581208229065,0.0,0.0,0.28257590532302856
0.0,0.0,0.40532222390174866,0.0,0.0,0.38227352499961853
0.0,0.0,0.336591899394989,0.0,0.0,0.2769271731376648
1.0,0.0,0.3035290241241455,0.0,1.0,0.5024856925010681
0.0,0.0,0.2770179510116577,1.0,0.0,0.2093566358089447
0.0,0.0,0.4711023271083832,1.0,1.0,0.7697799801826477
1.0,1.0,0.7827182412147522,1.0,1.0,0.588966429233551
1.0,0.0,0.433758020401001,1.0,1.0,0.6370345950126648
0.0,0.0,0.3526034951210022,1.0,1.0,0.8765360116958618
0.0,0.0,0.3528052568435669,1.0,1.0,0.5779449343681335
0.0,0.0,0.23776905238628387,0.0,0.0,0.2982107698917389
0.0,0.0,0.32370904088020325,0.0,1.0,0.7593902945518494
1.0,0.0,0.3474672734737396,0.0,0.0,0.2927967607975006
1.0,1.0,0.8717471957206726,1.0,1.0,0.6346985697746277
1.0,0.0,0.29717740416526794,0.0,0.0,0.4323037266731262
0.0,0.0,0.3196847140789032,0.0,0.0,0.43178629875183105
1.0,1.0,0.5291295647621155,0.0,0.0,0.2760806679725647
1.0,1.0,0.7342156171798706,1.0,0.0,0.30299055576324463
0.0,0.0,0.3171699345111847,0.0,0.0,0.2168578952550888
0.0,0.0,0.32687443494796753,1.0,1.0,0.5485430955886841
0.0,0.0,0.486753910779953,1.0,0.0,0.4685618281364441
1.0,0.0,0.3697601854801178,1.0,0.0,0.48037225008010864
0.0,1.0,0.6772355437278748,1.0,0.0,0.48748281598091125
