compound_id,smiles,all_preds,all_probs
30494.mol234336,COc1cc([C@H]2c3cc(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(OC)cc3C[C@@H](CO)[C@@H]2CO)ccc1O,0,0.25671935
5481.mol2 5887,CCC[C@@H]1[C@@]23CC[C@H]4[C@@](C)(CC[C@@]5(C)[C@@H]6C[C@](C)(C(=O)[O-])CC[C@]6(C)CC[C@]45C)[C@@H]2CC[C@]1(O)OC3,0,0.25671497
31533.mol236038,CC1=CCCc2c1ccc1c2C(=O)C(=O)C(C(C)C)=C1,0,0.2566668
9802.mol2 10934,C=C1C[C@@]2(CC[C@@H](CC[C@@]3(O)CCC[C@H](O)C3)C2)[C@@H]2O[C@]2(C)CC[C@@H]2[C@@H]1C[C@]2(C)[C@@H]1CC[C@H](CNC)C1,0,0.25666425
9283.mol2 10405,C=C1CC[C@@H]2[C@H]([C@@H]3C[C@@H](C4CCCC4)C[C@H]13)[C@@]2([C@H]1CCC[C@H]([C@H](O)CCCO)C1)[C@@H](N)C=O,0,0.25665143
19897.mol221679,CCCCCC(=O)CC(=O)/C=C/c1cc(OC)c(O)c([N+]2=CC3=[NH+]C=CC3=C2)c1,0,0.25651595
46228.mol2trans-Sinapic_acid_methylester,COC(=O)/C=C\c1cc(OC)c(O)c(OC)c1,0,0.25651062
26203.mol228361,C=C[C@@](O)(CC[C@@H](C)[C@H]1CC[C@@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,0,0.25650802
43718.mol225(R)-3-Oxo-24-methylenecycloartan-26-ol,C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)C(=O)CC[C@@]45C[C@@]35CC[C@]12C)[C@H](C)CO,0,0.25649062
27152.mol229551,CC[C@H](C)[C@H]1NC(=O)[C@@H](C(C)C)NC1=O,0,0.25637904
11344.mol212586,COc1cc([C@@H]2COc3cc(O)c4c(c3[C@H]2O)CCc2c(OC)cc(O)cc2-4)cc(OCCCO)c1O,0,0.25634688
26209.mol228367,C=C[C@](O)(CC[C@@H](C)[C@H]1CC[C@@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,0,0.25630945
48128.mol2Xanthanthusin_G,CC(=O)Oc1c(O)c(C[C@H](C)OC(C)C)c(O)c2c1[C@@]1(C)C[C@@H](OC(C)=O)CC(C)(C)C1=C(O)C2=O,0,0.2563027
18879.mol220645,COc1cc(/C=C(/CCc2ccccc2)C(=O)O[C@@H]2[C@H](OC(C)=O)[C@@H](O)[C@@H]3CC=C[C@@]2(O)O3)ccc1O,0,0.25629327
33381.mol2Anticancer_Norwithanolide_PMV70P691-035,C[C@H]1[C@H]([C@H]2O[C@]34C[C@H]5[C@@H](C[C@@H]6O[C@@H]7CC(=O)[C@@]5(C)[C@@]6(O)C7=O)[C@@H]5C[C@H](O3)[C@@H]([C@@H]54)[C@@]2(C)O)OC(=O)[C@@H]1C,0,0.25628498
33535.mol2Ardisiaquinone_A,COC1=CC(=O)C(O)=C(CCCCCCC/C=C\CCCCCCCC2=C(O)C(=O)C=C(OC)C2=O)C1=O,0,0.25621337
32087.mol236787,C[C@H]1CC[C@@]2(C)[C@H](C)[C@@H]3CC[C@@H]4[C@@H](C[C@H]5[C@H]4CC(=O)[C@H]4C[C@@H](O)CC[C@@]45C)[C@@H]3CN2C1,0,0.25617453
31542.mol236047,C=C1CCCc2c1ccc1c2C(=O)C(=O)C(C(C)C)=C1,0,0.25615
17045.mol218705,COc1ccc2c(c1)[C@H](O)[C@H]([C@H]1COc3ccc(OC4CCCC4)cc3[C@H]1O)CO2,0,0.25604996
"37840.mol2Friedelane-3,7-dione",C[C@H]1C(=O)CC[C@H]2[C@]3(C)CC[C@@]4(C)[C@H]5CC(C)(C)CC[C@]5(C)CC[C@]4(C)[C@@H]3C(=O)C[C@@]21C,0,0.25597376
43247.mol230-Nor-lupan-3  -ol-20-one,CC(=O)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0,0.25597122
28254.mol231045,CC(=O)C[C@@H](O)CCc1ccc(O)cc1,0,0.25593308
4276.mol2 4618,C[C@H](C=O)CCCCCC[C@H](/C=C/c1ccccc1)CC[C@H](/C=C/C(=O)[O-])Nc1c[cH-]c[nH+]1,0,0.25592452
33536.mol2Ardisiaquinone_B,COC1=CC(=O)C(O)=C(CCCCCCC/C=C\CCCCCCCC2=C(O)C(=O)C(C)=C(O)C2=O)C1=O,0,0.25591907
47737.mol2(+)-ar-Turumerone,CC(C)=CC(=O)C[C@@H](C)c1ccc(C)cc1,0,0.25590053
29246.mol232534,C=C1CC[C@@H]2C(CO)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1/C=C/C1=CCOC1=O,0,0.25583616
32250.mol237005,CC[C@@H]1[C@@H]2CCCCN3[C@@H]2[C@@H](C[C@H]3[C@@H]2C[C@H](C)C(=O)O2)[C@H]2[C@@H]1OC(=O)[C@H]2C,0,0.25581256
32549.mol25-Acetoxyisogoniothalamin_oxide,CC(=O)O[C@H]1C=CC(=O)O[C@H]1[C@@H]1O[C@H]1c1ccccc1,0,0.25580758
43984.mol2Pectinolide_A,CCCC[C@@H](/C=C\[C@@H]1OC(=O)C=C[C@@H]1OC(C)=O)OC(C)=O,0,0.25571132
12597.mol213891,CCCCCc1cc(CCc2c(O)c(O)c3c(O)cccc3c2/C=C/c2ccc(O)c(O)c2)ccc1CCCO,0,0.25570568
35975.mol2Dichotomide_I,COC(=O)CCNC(=O)c1cc2c([nH]c3ccccc32)c(C(C)=O)n1,0,0.2556891
35473.mol2Daurioxoisoporphine_C,CNc1c(OC)cc2ccnc3c2c1C(=O)c1cc(OC)ccc1-3,0,0.25564396
9322.mol2 10444,C=C1C=C2[C@]3(CC[C@@H](C[C@H](CO)Cc4cc[nH+][cH-]4)C3)C[C@]3(CC[C@@H](CCCO)[C@@H]3CO)[C@H](C)[C@@]2(C)[C@H]2[C@@H]1C2(C)C,0,0.2555916
10075.mol211217,CCOCC[C@@H]1CCC[C@]12C[C@@H](C)[C@]13CCC(C)=C1C[C@]21[C@@]2(C=CC[C@@]13C)C=C[C@H]1[C@H](CCCO)CC[C@]13CN32,0,0.25557613
29414.mol232775,CC(C)(O)[C@H]1CC[C@@](C)([C@H]2CC[C@]3(C)[C@@H]2CC[C@@H]2[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]23C)O1,0,0.25553727
30956.mol235113,CSC(=O)OCC1=C[C@@H]2OC(=O)C3=CO[C@H](O[C@H]4O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]4O)[C@@H]1[C@@H]32,0,0.2553609
"38086.mol2Germacra-1(10),4,11(13)-trien-12-oic_acid",C=C(C(=O)O)[C@H]1C/C=C(\C)CC/C=C(\C)CC1,0,0.25530317
40473.mol2Isohumulone_A,CC(C)=CCC(=O)[C@]1(O)C(O)=C(C(=O)CC(C)C)C(=O)[C@@H]1CC=C(C)C,0,0.25529668
"36098.mol2(Z')-3,8-Dihydro-6,6';7,3'  -diligustilide",CCC/C=C1\OC(=O)C2=C[C@@H]3CC[C@@]21[C@H]1C2=C(CC[C@@H]31)[C@H](CCCC)OC2=O,0,0.25529435
40659.mol2Isotuberostemonine,CC[C@H]1[C@@H]2CCCCN3[C@@H]2[C@@H](C[C@H]3[C@H]2C[C@@H](C)C(=O)O2)[C@H]2[C@@H]1OC(=O)[C@@H]2C,0,0.25524843
28935.mol232151,COc1cc2c(cc1O)CC[n+]1cc3c(OC)c(OC)ccc3cc1-2,0,0.25520486
15930.mol217590,C=CCc1ccc(O[C@H]2O[C@H]3[C@@H](O)[C@H](O)[C@]2(O)C[C@H](CCCO)[C@@H](O)CC#CO[C@H]3CCCO)cc1,0,0.25518385
28927.mol232135,COc1cc2c(cc1O)CC[n+]1cc3cc(OC)c(OC)cc3cc1-2,0,0.25514916
39527.mol213-Hydroxy-16-ent-kauren-19-al,C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C=O)[C@H]2CC[C@]1(O)C3,0,0.25514066
"32437.mol2(1R_,3S_,4R_,6S_)-9-(Acetoxy)-4-acetoxy-1-[(2Z)-2-methylbut-2-enoyl...",C/C=C(/C)C(=O)O[C@@H]1C=C(C)[C@H](OC(C)=O)C[C@H]1[C@@H](C)C[C@@H](C=C(C)C)OC(C)=O,0,0.25507423
10007.mol211139,C[C@@H](CN1C[C@@H]1O)c1ccc(C=O)cc1,0,0.255065
29855.mol233488,O=C(/C=C/c1ccccc1)OC[C@H]1O[C@@H](O[C@H]2OC=C[C@H]3[C@H](O)[C@H]4O[C@@]4(CO)[C@H]23)[C@H](O)[C@@H](O)[C@@H]1O,0,0.2550558
"33257.mol27,14-Anhydro-amorpha-4,9-diene",CC1=C[C@@H]2[C@H](CC1)C1=CC[C@@]2(C(C)C)OC1,0,0.25497195
33040.mol2Allanxanthone_C,CC(C)=CCc1c(O)cc2oc3c(c(=O)c2c1O)C(CC=C(C)C)(CC=C(C)C)C(=O)C(O)=C3,0,0.25496376
23527.mol225532,CCCCC[C@@H](O)CC(=O)CCc1ccc(O)c(OC[N+]2=CC3=CC=[NH+]C3=C2)c1,0,0.2549604
44018.mol2  -Peltoboykinolic_acid,C[C@H]1CC[C@@]2(C)[C@H](CC[C@]3(C)[C@@H]2CC=C2[C@H]4CC(C)(C)CC[C@]4(C)CC[C@]23C(=O)O)C1(C)C,0,0.254804
30898.mol234995,C[C@H]1CC[C@H]2[C@@H]1[C@H]1[C@@H](CC[C@@]2(C)O)C1(C)C,0,0.25473565
48023.mol2Vitrofolal_C,COc1cc2c(cc1OC)-c1c(c(C=O)cc3ccc(O)c(OC)c13)/C2=C/O,0,0.25459144
"39699.mol23-(Hydroxymethyl)-2,5-bis(3-methylbut-3-en-1-ynyl)benzene-1,4-diol",C=C(C)C#Cc1cc(O)c(C#CC(=C)C)c(CO)c1O,0,0.25456187
9299.mol2 10421,C=C1C[C@H]2C=C[C@]3(C[C@@H](C)C[C@H]13)[C@H]1[C@@H]2[C@]1(CCC)[C@H](N)C=O,0,0.2545427
44376.mol2Piceid_2'-O-p-hydroxybenzoate,O=C(O[C@H]1[C@H](Oc2cc(O)cc(/C=C/c3ccc(O)cc3)c2)O[C@H](CO)[C@@H](O)[C@@H]1O)c1ccc(O)cc1,0,0.2545369
17033.mol218693,CCc1ccc(Cc2cc(OC)cc3c2OC[C@H]([C@@H]2COc4ccc(OC)cc4[C@@H]2O)[C@@H]3O)cc1O,0,0.25448593
"32493.mol23  -Acetoxy-1  ,11  -epidioxy-12-ursene",CC(=O)O[C@H]1C[C@H]2OO[C@@H]3C=C4[C@H]5[C@@H](C)[C@H](C)CC[C@]5(C)CC[C@@]4(C)[C@]4(C)CC[C@@H](C1(C)C)[C@@]2(C)[C@H]34,0,0.25445208
46117.mol2Senkyunolide_B,CCC/C=C1\OC(=O)c2c(O)cccc21,0,0.2544347
26761.mol229018,C[C@@H]1CCCCCCCCCCCCC(=O)C1,0,0.25442716
35171.mol2Cowagarcinone_A,COc1c(O)c(CC=C(C)C)c2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c1C/C=C(\C)CCC=C(C)C,0,0.25439167
28051.mol230814,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@@H](O)[C@@H](O)[C@H](OCCc2ccc(O)c(O)c2)O[C@@H]1CO,0,0.25437775
38016.mol2Garciniaxanthone_E,CC(C)=CCC/C(C)=C\Cc1c(O)c(O)c2oc3cc(O)cc(O)c3c(=O)c2c1CC=C(C)C,0,0.25428203
10488.mol211723,CC1=C2C[C@H]3CC[C@@H](C4CCCC4)[C@]2(CC1=O)C3(C)C,0,0.25424156
44900.mol2Pseudoprotopine,CN1CCc2cc3c(cc2C(=O)Cc2cc4c(cc2C1)OCO4)OCO3,0,0.25419122
26762.mol229019,C=C1CCCC(C)(C)[C@@H]1CC/C(C)=C\CC[C@@H]1[C@@]2(C)CCCC(C)(C)[C@@H]2CC[C@@]1(C)O,0,0.25412697
9442.mol2 10568,CO[C@H]1C=C(O)[C@H]2[C@@]34CC[C@@H]5[C@@H](CCC(C)C)CCC[C@@H]5[C@]3(C)[C@](C)(CC4)[C@@]12O,0,0.2540994
28573.mol231640,COc1cc(CC[C@H](O)C[C@H](O)CCc2ccccc2)ccc1O,0,0.25409755
28347.mol231179,C=CCc1ccc(O)c(-c2cc(CC=C)c(O)c(-c3cc(CC=C)ccc3O)c2)c1,0,0.2540873
35378.mol2Cyclonerodiol,CC(C)=CCC[C@@](C)(O)[C@@H]1CC[C@@](C)(O)[C@H]1C,0,0.25406903
"36832.mol22,6-Diprenyl-4-vinylphenol",C=Cc1cc(CC=C(C)C)c(O)c(CC=C(C)C)c1,0,0.25402272
"36089.mol23,4  -Dihydro-15-dehydrolactucopicrin",C=C1C(=O)O[C@H]2[C@@H]1[C@@H](OC(=O)Cc1ccc(O)cc1)CC(C)=C1C(=O)C[C@H](C=O)[C@@H]12,0,0.25390372
26210.mol228368,CO[C@H]1C=C(C)[C@@H](C)[C@@H]2[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)C[C@H](O)[C@]21C,0,0.25378385
25881.mol227965,C=C1/C=C/[C@@H](C(C)C)CC/C(C)=C/CC1,0,0.2537481
"36724.mol23,3'-Di-O-methylellagic_acid",COc1c(O)cc2c(=O)oc3c(OC)c(O)cc4c(=O)oc1c2c34,0,0.2537219
"42867.mol2(-)-(1R_,5S_,6R_,7S_,10S_)-Myli-4(15)-ene",C=C1CC[C@@H]2[C@]13[C@@H]1[C@H](CC[C@]23C)C1(C)C,0,0.25371593
"36523.mol217  ,20R-Dihydroxypregnan-3,16-dione",C[C@@H](O)[C@@]1(O)C(=O)C[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0,0.25368568
45052.mol2Qinjiaoamide,CCCCCCCCCCCCCCCCCCCCCCCCCNC(=O)c1ccccc1C(=O)O,0,0.25360593
46118.mol2Senkyunolide_C,CCC/C=C1\OC(=O)c2ccc(O)cc21,0,0.25356016
18877.mol220643,COc1cc(/C=C(\Cc2ccccc2)C(=O)O[C@@H]2[C@H](OC(C)=O)[C@@H](O)[C@@H]3CC=C[C@@]2(O)O3)ccc1O,0,0.2535234
"42126.mol21-Methoxy-(9R,10S)-epoxyheptadecan-4,6-diyn-3-one",CCCCCCC[C@@H]1O[C@@H]1CC#CC#CC(=O)CCOC,0,0.25352153
41683.mol2Lycernuic_acid_E,CC1(C)[C@H](O)CC[C@@]2(C)[C@H]1CC[C@@]1(O)C[C@]3(C)CC[C@@H]4[C@](C)(CC[C@H](O)[C@]4(C)C(=O)O)[C@H]3CC[C@@H]12,0,0.2534239
38073.mol22-(1'  -Geranyl-5'  -hydroxy-2'-oxocyclohex-3'-enyl)acetic_acid,CC(C)=CCC/C(C)=C/C[C@]1(CC(=O)O)C[C@H](O)C=CC1=O,0,0.25334403
45850.mol2Sarmentamide_C,COc1cc(OC)c(OC)cc1/C=C\C(=O)N1CCCC1,0,0.25330895
"47516.mol21  ,10  ,13  -Trihydroxy-9  -methyl-15-oxo-20-nor-kauran-_19-oic_ac...",C[C@H]1C(=O)[C@@]23CC[C@H]4[C@]5(OC(=O)[C@]4(C)CC[C@@H]5O)[C@@]2(C)CC[C@]1(O)C3,0,0.25323194
31626.mol236160,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@H]5CC[C@]43C)[C@H]12,0,0.25319993
28813.mol231973,O=C1C=CC[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34,0,0.2531805
29103.mol232366,O=C1CC=C[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34,0,0.25317928
41264.mol2Lehmannine,O=C1CC=C[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34,0,0.25317928
40332.mol2(+)-Isobicyclogermacrenal,CC1=C2CCC(C=O)=C[C@@]23[C@@H](CC1)C3(C)C,0,0.25306734
43077.mol217  -Neriifolin,CO[C@H]1[C@H](O)[C@@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3CC[C@]3(C)[C@H](C5=CC(=O)OC5)CC[C@]43O)C2)O[C@@H](C)[C@@H]1O,0,0.2530602
43078.mol217  -Neriifolin,CO[C@H]1[C@H](O)[C@@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3CC[C@]3(C)[C@H](C5=CC(=O)OC5)CC[C@]43O)C2)O[C@@H](C)[C@@H]1O,0,0.2530602
25667.mol227683,C/C1=C\[C@@H](C)C/C=C/[C@H]2[C@@H]3O[C@]3(C)[C@@H](C)[C@H]3[C@H](Cc4[cH-][nH+]c5ccccc45)NC(=O)[C@]32C(=O)/C=C/C(=O)[C@@H]1O,0,0.25304496
24764.mol226769,CCCCCCCC(=O)CC(=O)CCc1cc(OC)c(O)c([C@H]2c3cc[nH+]c(N)c3C=C[C@H]2CO)c1,0,0.2530182
676.mol2  703,CCNC[C@@](O)(CC[C@H](CO)CC[C@H]1CC[C@H]([C@@H]2CC[C@@H](O)[C@H](C)[NH2+]2)CC1)CC(=O)[O-],0,0.25299564
42642.mol2O-Methylsakerinol_A,COc1cc(CCNC(=O)/C=C/S(C)(=O)=O)ccc1OC/C=C(\C)CC/C=C(\C)CO,0,0.25295937
34999.mol2Coetsanoic_acid,C[C@H]1C(=O)[C@@]23[C@H](O)C[C@H]4[C@@](C)(CCC[C@]4(C)C(=O)O)[C@@H]2C[C@H](O)[C@@H]1[C@H]3O,0,0.25291893
"42121.mol211-Methoxy-5,6-dihydroyangonin",COC1=CC(=O)O[C@H](/C=C\c2ccc(OC)c(OC)c2)C1,0,0.2528734
"47549.mol23,4,6-Trihydroxyphenanthrene-3-O-  -D-glucopyranoside",OC[C@H]1O[C@H](Oc2ccc3ccc4ccc(O)cc4c3c2O)[C@H](O)[C@H](O)[C@H]1O,0,0.25287315
39009.mol2Hupehenisine,CC1=C2C(=O)[C@H]3[C@@H](CC[C@H]4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@@]12O[C@H]1C[C@H](C)CN[C@H]1[C@H]2C,0,0.2528217
36931.mol2Dutadrupine,COc1c2ccoc2nc2c3c(ccc12)OC(C)(C)C=C3,0,0.25279555
8802.mol2 9924,C[C@]12CC[C@H]([C@H](O)C1)[C@](C)(CCO)O2,0,0.25276345
670.mol2  697,CCNC[C@@](O)(CCCCC[C@@H]1CC[C@@H]([C@@H]2CC[C@@H](O)[C@H](C)[NH2+]2)[C@H](CC=O)C1)CC(=O)[O-],0,0.2527443
43236.mol227-nor-3  -Hydroxy-25-oxocycloartane,CC(=O)CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C,0,0.25273854
20128.mol221910,CCCCC[C@H](C[C@@H](OC(=O)[C@H](CNC)NC)C1(Cc2ccc(O)c3c2CCCO3)CCNCC1)OC(C)=O,0,0.2527114
29933.mol233598,C=C(C)[C@@H]1CC[C@]2(C)CCCC(=C)[C@@H]2C1,0,0.25261894
33700.mol2Aspidocarpine,CC[C@@]12CCCN3CC[C@]4(c5ccc(OC)c(O)c5N(C(C)=O)[C@@H]4CC1)[C@H]32,0,0.2525451
31869.mol236503,COc1c(C)c(O)cc2[o+]c(-c3ccccc3)ccc12,0,0.25248435
19877.mol221659,CC[C@@H]1C[C@@H]2CC[C@H]1Cc1cc(cc3ccccc13)Cc1cc(cc(OC)c1O)/C=C/C(=O)CC2=O,0,0.2524659
"38552.mol2(5S,6S,10S)-Gorgona-1,4(15),11-triene",C=C(C)[C@H]1CCC[C@@]2(C)C=CCC(=C)[C@H]12,0,0.25244886
9317.mol2 10439,C=C1CC[C@@H]2[C@H]([C@@H]3C[C@@H](C)C[C@H]13)[C@]2(C)CCC,0,0.25244108
38549.mol2Goniothalamin_epoxide,O=C1C=CC[C@H]([C@@H]2O[C@H]2c2ccccc2)O1,0,0.25240552
46530.mol2Strictifolione,O=C1C=CC[C@H](/C=C/C[C@@H](O)C[C@H](O)CCc2ccccc2)O1,0,0.25240183
10696.mol211934,C=C(C)[C@@H]1CC[C@@]23CC=C[C@@H]4[C@H]([C@]5(O)CCC[C@@H]5CCc5ccccc5)CC[C@@]42C=CC(C)=C3C1,0,0.25239688
27154.mol229553,CC(=O)OCC[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)c1ccccc1)c1ccccc1,0,0.25236475
11699.mol212941,COc1cc([C@H]2Oc3c(c4c(c5c3CCCO5)-c3ccc(O)cc3CC4)C[C@H]2O)ccc1O,0,0.25235093
37845.mol2D:C-Friedomadeir-7-en-3  -yl_acetate,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H]5[C@@H](C)CC[C@]5(C(C)C)CC[C@]4(C)C3=CC[C@H]2C1(C)C,0,0.25231194
42604.mol22-(4-Methylpent-3-enyl)anthraquinone,CC(C)=CCCc1ccc2c(c1)C(=O)c1ccccc1C2=O,0,0.25226665
28239.mol231024,Oc1ccc(/C=C/[C@@H]2C[C@@H](O)CCc3cc(O)c(O)cc32)cc1O,0,0.25225082
9474.mol2 10606,C[C@]1(C2CCCCC2)[C@H]2CC[C@]1(C)[C@H](O)C2,0,0.2522228
9450.mol2 10579,COC[C@@]1(O)[C@H](CO)[C@@H]2C[C@H]3CCC[C@]2(C)[C@]31C,0,0.25218964
30526.mol234420,CC(=O)O[C@H]1C[C@@H](C)CC[C@@H]1C(C)C,0,0.25194627
4680.mol2 5022,CC(=O)c1c(C)c(O)c2cc(C(=O)[O-])cc(O[C@@H]3O[C@H](CO)[C@](O)(CC4CCCC4)[C@H](O)[C@H]3O)c2c1O,0,0.2519022
44970.mol2Pubeside_E,CC1(C)OC[C@@H]([C@]2(C)C=C3CC[C@H]4[C@](C)(CO[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC(=O)C[C@@]4(C)[C@H]3CC2)O1,0,0.25187364
"42346.mol224-Methylcholesta-7,22-dien-3  -ol",CC(C)[C@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0,0.25181404
36901.mol2Dresigenin_B,CC[C@@H](C)C(=O)O[C@@H](C)[C@]1(O)CC[C@]2(O)[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,0,0.2518134
39644.mol24'-Hydroxy-7-methoxyflavan-3-ol,COc1ccc2c(c1)O[C@H](c1ccc(O)cc1)[C@@H](O)C2,0,0.251805
31536.mol236041,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CC[C@@H](O)C2(C)C,0,0.2517814
5459.mol2 5865,CCC[C@@H]1[C@@]23CC[C@H]4[C@@](C)(CC[C@@]5(C)[C@@H]6C[C@](C)(C(=O)[O-])CC[C@]6(C)CC[C@]45C)[C@]2(CO)CC[C@]1(O)OC3,0,0.2516817
25726.mol227748,CCCCC[C@H](CC(=O)CCc1ccc(O)c(OC)c1)OC(C)=O,0,0.25163826
2036.mol2 2093,CCCCC[C@H]1C=C[C@H](CCCCC[C@H](C(=O)[O-])[C@H](O)C[C@H](CO)CNC)CC1,0,0.25158697
26478.mol228668,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@H]5CC[C@]43C)[C@H]12,0,0.25151843
7044.mol2 7731,COC1=C(C)C(=O)O/C1=C1/OC2=CC[C@@H]3CC[C@@H]4CC[C@@H]([C@H]2[C@@H]1C)[N@H+]3[C@@H]4[C@@H](O)C[C@@H]1CCCC12CCCC2,0,0.25145063
6929.mol2 7616,COC1=C(CO)C(=O)O/C1=C1/OC2=CCC[N@@H+]3[C@H]([C@@H](O)[C@H]4C=CC[C@@H](C5CCCC5)C4)CCC[C@H]3[C@H]2[C@@H]1CO,0,0.25142914
10719.mol211957,C=C(C)[C@H]1CC2=C(C)C=C[C@@]34C[C@@H](C5(O)CCCC5)C[C@@H]3CC[C@H](C1)[C@]24C,0,0.25140634
33757.mol2Atranone_D,C/C1=C\[C@@H]2/C(=C(/C)CC[C@@]3(C)C(=O)C=C(C(C)C)[C@H]3CC1)OC(=O)[C@@H]2[C@H](C)O,0,0.2512709
20773.mol222559,COc1c(O)ccc(CCC(=O)C[C@H](O)CCC2CCCC2)c1-c1ccc2ccc(O)cc2c1,0,0.25124004
23534.mol225539,CCCCC[C@@H](O)[C@@H](CCCCC)C(=O)CCc1ccc(O)c(OC[N+]2=CC3=CC=[NH+]C3=C2)c1,0,0.251224
29351.mol232695,CCC(=O)C1=C(O)C(C)(C)C(O)=C(CC2=C(O)C(C)(C)C(O)=C(C(C)=O)C2=O)C1=O,0,0.2511887
32998.mol2Albaspidin_AP,CCC(=O)C1=C(O)C(C)(C)C(O)=C(CC2=C(O)C(C)(C)C(O)=C(C(C)=O)C2=O)C1=O,0,0.2511887
42732.mol2Modhephene,CC1=CC(C)(C)[C@]23CCC[C@]12[C@@H](C)CC3,0,0.2511852
40697.mol2Ixocarpalactone_A,C[C@H]1[C@H]([C@@H](O)[C@](C)(O)[C@@H]2[C@H]3CC[C@H]4[C@H](C[C@H]5O[C@]56[C@@H](O)C=CC(=O)[C@]46C)[C@@H]3C[C@@H]2O)OC(=O)[C@@H]1C,0,0.25117248
46149.mol2Shihulimonin_A,CC1(C)O[C@H]2CC(=O)OC[C@]23[C@H]2CC[C@@]4(C)[C@H](C5=C[C@@H](O)OC5=O)OC(=O)[C@H]5O[C@]54[C@]2(C)C(=O)C[C@@H]13,0,0.25114715
9413.mol2 10538,CO[C@@H]1C=C(O)[C@H]2[C@@H]3C[C@H]4CC[C@]5(CC[C@@H](Cc6ccccc6O)C5)[C@]3(C)[C@@]4(C)[C@@]12O,0,0.25109926
32329.mol237113,CCCC/C=C\CCCCCCCCCC1=C(O)C(=O)C=C(OC)C1=O,0,0.2510005
"39364.mol25-(1-Hydroxyethyl)-2,8-dihydroxy-1,7-dimethyl-9,10-dihydro-phenanth...",Cc1cc([C@H](C)O)c2c(c1O)CCc1c-2ccc(O)c1C,0,0.25092933
"48016.mol2(+)-(1R_,4S_,5S_,7S_,10S_)-Viticulol",C=C(CCC=C(C)C)[C@H]1CC[C@@](C)(O)[C@@H]2CC[C@H](C)[C@@H]2C1,0,0.2508734
26957.mol229282,CCCCCCCC/C=C/C(=O)O,0,0.25087047
"34212.mol2N-(2-[6-Bromo-2-(1,1-dimethyl-2-propenyl)-1H-indol-3-yl]eth-yl)-N-m...",C=CC(C)(C)c1[nH]c2cc(Br)ccc2c1CCN(C)S(C)(=O)=O,0,0.2508125
28084.mol230849,C[C@@]12C[C@H](O)C[C@@](C)(C(=O)O)[C@@H]1CCC1=C[C@@](C)([C@@H](O)CO)CC[C@@H]12,0,0.2508074
43172.mol2Nobilomethylene,C=C1CC[C@H]2[C@H]3C(=O)O[C@@H](C(=O)[C@@]12C)[C@H]3C(C)C,0,0.2508017
27810.mol230461,COc1cc([C@H]2O[C@@H](c3ccc(O)c(OC)c3)[C@@H](C)[C@@H]2C)ccc1O,0,0.25076735
