compound_id,smiles,all_preds,all_probs
Z1515385075,O=C(N)C=1C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@](O)(C)[C@]3[C@](O)[C@]2[C@](N(C)C)C=1O,1,0.79262686
Z666296432,Clc1c(C(O)CNC(C)C)cccc1,1,0.7909304
Z1551900864,Clc1cc2nccc(NC(CCCN(CCO)CC)C)c2cc1.S(=O)(=O)(O)O,1,0.7908818
Z2587758505,S(=O)(=O)([O-])CCCC[N+]1=C(/C=C/C=C/C=C/C=C/2\N(CCCCS(=O)(=O)[O-])c3c(C\2(C)C)c2c(cc3)cccc2)C(C)(C)c2c3c(ccc12)cccc3.[Na+],1,0.7900496
Z57198680,S(=O)(=O)(Nc1sccn1)c1ccc(N)cc1,1,0.7898584
Z3247611631,O=C(OC)N[C@](C(=O)N1[C@](c2[nH]c(-c3ccc(-c4ccc(-c5[nH]c([C@]6N(C(=O)[C@@](NC(=O)OC)C(C)C)CCC6)nc5)cc4)cc3)cn2)CCC1)C(C)C.Cl.Cl,1,0.78946894
Z1508915075,O=C(O)[C@@](N)(Cc1cc(O)c(O)cc1)C,1,0.7890748
Z1501475006,S(=O)(Cc1c(C)c(OC)c(C)cn1)c1[nH]c2c(n1)cc(OC)cc2,1,0.78769356
Z2301684749,Clc1cnc(NC(=O)C(=O)N[C@@]2[C@](NC(=O)c3sc4c(n3)CCN(C)C4)C[C@@](C(=O)N(C)C)CC2)cc1,1,0.7865861
Z1954806063,N(C)(C)c1cc2[s+]c3c(nc2cc1)ccc(N(C)C)c3.[Cl-],1,0.78614026
Z1521553472,CN1CCN(C2=Nc3c(Nc4sc(C)cc24)cccc3)CC1,1,0.78608495
Z104473554,ClC(Cl)(Cl)C(O)(C)C,1,0.7852586
Z1695906783,Cl.C1(C2c3c(cccc3)CCC2)=NCCN1,1,0.7841591
Z56754480,S(SC(=S)N(C)C)C(=S)N(C)C,1,0.78348607
Z2937147473,FC(F)(F)c1cc(C(F)(F)F)cc([C@](O[C@@]2[C@@](N(CC3=NC(=O)NN3)CCO2)c2ccc(F)cc2)C)c1,1,0.7827322
Z1741976844,O=C(OCC)c1n([C@](C)c2ccccc2)cnc1,1,0.7813246
Z1546610475,Clc1cc2C(N3CCNCC3)=Nc3c(Oc2cc1)cccc3,1,0.78048575
Z1541759904,O=C(OCC1=C(C)OC(=O)O1)c1n(Cc2ccc(-c3c(-c4[nH]nnn4)cccc3)cc2)c(CCC)nc1C(O)(C)C,1,0.77819276
Z1741977144,O=C(N[C@@]1C(=O)N2C(C(=O)O)=C(COC(=O)C)CS[C@]12)Cc1sccc1,1,0.7737064
Z1497043450,Clc1c(OCC(O)CNC(C)(C)C)cc(C)cc1,1,0.7726124
Z1575099375,O=C(O)c1c2n(Cc3ccc(-c4c(C5=NC(=O)ON5)cccc4)cc3)c(OCC)nc2ccc1,1,0.77159774
Z1617901127,[C@](C)(c1c(C)c(C)ccc1)c1nc[nH]c1.Cl,1,0.76923805
Z1741981513,Clc1c(S(=O)(=O)N)cc(C2(O)NC(=O)c3c2cccc3)cc1,1,0.76612157
Z3041519356,O=C([O-])[C@@](C(=O)N[C@@]1C(=O)N2[C@@](C(=O)[O-])C(C)(C)S[C@]12)c1cscc1.[Na+].[Na+],1,0.76187253
Z1544404032,Clc1c(-c2c(C(=O)N[C@@]3C(=O)N4[C@@](C(=O)[O-])C(C)(C)S[C@]34)c(C)on2)cccc1.[Na+].O,1,0.76012766
Z82177056,S(=O)(=O)(C)c1ccc(-c2nc3n(c2)C=CC=C3)cc1,1,0.7559223
Z1546624232,O=C(Nc1cc(Nc2nc(-c3cnccc3)ccn2)c(C)cc1)c1ccc(CN2CCN(C)CC2)cc1,1,0.7501515
Z104475058,Clc1c(O)c2nc(C)ccc2c(Cl)c1,1,0.7487435
Z1592690521,N(CCCN1c2c(Sc3c1cccc3)cccc2)(C)C.Cl,1,0.73679334
Z1302446275,O=C(C=C)N1C[C@](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc23)CCC1,1,0.7343553
Z2588038982,O=C(O)CCNC(=O)c1ccc(/N=N/c2cc(C(=O)O)c(O)cc2)cc1,1,0.73391545
Z235354561,Fc1c(C(O)(Cn2ncnc2)Cn2ncnc2)ccc(F)c1,1,0.73354834
Z381079728,ClC(Cl)C(c1c(Cl)cccc1)c1ccc(Cl)cc1,1,0.73112756
Z2244578658,N(=C(/N(C)C)\N)\C(=N)N.Cl,1,0.7307714
Z1501485354,O=C1N(C)CC(=O)N2[C@](c3cc4OCOc4cc3)c3[nH]c4c(c3C[C@]12)cccc4,1,0.7259905
Z56804486,O=C(O)C(CC)c1ccc(N2C(=O)c3c(cccc3)C2)cc1,1,0.7259763
Z1623942918,O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O.CN1CC/C(=C\2/c3ncccc3CCc3c/2cccc3)/CC1,1,0.7177724
Z594284196,O=C(N)c1nn([C@]2[C@](O)[C@](O)[C@@](CO)O2)cn1,1,0.7153948
Z2588063484,O=C(C(C)C)c1c(C(C)C)nn2c1C=CC=C2,1,0.7123542
Z2512157852,Clc1c(Nc2c(P(=O)(C)C)cccc2)nc(Nc2c(OC)cc(N3CCC(N4CCN(C)CC4)CC3)cc2)nc1,1,0.711976
Z2242164525,FC(F)(F)c1c([N+](=O)[O-])ccc(N2C(=O)C(C)(C)NC2=O)c1,1,0.71092016
Z1137167677,O=S1(=O)N(C)/C(=C(\O)/Nc2ncccc2)/C(=O)c2c1cccc2,1,0.7107409
Z3241270511,O=C1N(C[C@]2[C@](CN3CCN(c4nsc5c4cccc5)CC3)CCCC2)C(=O)[C@@]2[C@]1[C@@]1C[C@]2CC1.Cl,1,0.7097141
Z3071621361,S(=O)(=O)(O)O.O[C@@](CNC(C)(C)C)c1cc(CO)c(O)cc1,1,0.70658475
Z2210694608,Clc1c(O)c(O)cc2C(c3ccc(O)cc3)CNCCc12.S(=O)(=O)(O)C,1,0.70611364
Z1558504346,FC(F)(F)c1c(NC(=O)[C@@]2[C@]3(C)[C@]([C@]4[C@@]([C@@]5(C)C=CC(=O)N[C@@]5CC4)CC3)CC2)cc(C(F)(F)F)cc1,1,0.70424485
Z56797275,FC(F)(F)c1cc(Nc2c(C(=O)O)cccc2)ccc1,1,0.70344675
Z104473594,OCCCCCCCCCCCCCCCC,1,0.7013853
Z1255464975,Clc1cc2nccc(O)c2cc1,1,0.70007825
Z1160865418,O=C([O-])c1c(C=2c3c(OC=4C=2C=CC(=O)C=4)cc([O-])cc3)cccc1.[Na+].[Na+],1,0.696563
Z56762888,C(c1c2c(ccc1)cccc2)C1=NCCN1,1,0.6931863
Z104477466,Clc1cc2N(CCCN(C)C)c3c(Sc2cc1)cccc3.Cl,1,0.692717
Z2144222809,O=C(N)C=1C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@](O)(C)[C@]3C[C@]2[C@](N(C)C)C=1O,1,0.69235665
Z728800602,S(=O)(=O)(N)C=1S/C(=N/C(=O)C)/N(C)N=1,1,0.68866205
Z2520891696,Clc1c(COC(Cn2cncc2)c2c(Cl)cc(Cl)cc2)ccs1,1,0.6882567
Z2373117814,O(CCCCN1CCN(c2c3c(scc3)ccc2)CC1)c1cc2NC(=O)C=Cc2cc1,1,0.6878267
Z2382058334,O=C(OCC1=C(C(=O)O)N2C(=O)[C@@](NC(=O)/C(=N/OC)/c3occc3)[C@]2SC1)N,1,0.6871278
Z2574931930,Brc1ccc(C(OCCN(C)C)(C)c2ccccc2)cc1,1,0.6849686
Z2235802137,FC(F)(F)COc1c(OCCN[C@@](Cc2cc(C(=O)N)c3N(CCCO)CCc3c2)C)cccc1,1,0.68345827
Z2037280409,Fc1ccc(C(=O)c2cc3nc(NC(=O)OC)[nH]c3cc2)cc1,1,0.6778383
Z1551967555,O=C(N)N1c2c(C(=O)Cc3c1cccc3)cccc2,1,0.6743038
Z57063156,S(c1n(C)cnc1[N+](=O)[O-])c1ncnc2nc[nH]c12,1,0.6740249
Z3014475009,S(=O)(=O)(N[C@](C(=O)N1[C@@](C(=O)O)C[C@](C)CC1)CCCNC(=N)N)c1c2NCC(C)Cc2ccc1.O,1,0.67289567
Z1575277625,S(=O)(=O)(N)c1c(C(F)(F)F)cc2NC(Cc3ccccc3)NS(=O)(=O)c2c1,1,0.6719183
Z111781330,Clc1c(O)c2ncccc2c(Cl)c1,1,0.66636246
Z228668542,FC(F)(F)c1ccc(NC(=O)c2c(C)onc2)cc1,1,0.66360766
Z1550648760,Fc1ccc(C2(CCCN(C)C)OCc3c2ccc(C#N)c3)cc1.Br,1,0.65681607
Z1501480424,O=C1C=C2C(=C3[C@@](c4ccc(N(C)C)cc4)C[C@]4(C)[C@](O)(C#CC)CC[C@]4[C@@]3CC2)CC1,1,0.65478605
Z1501485356,S(=O)(Cc1c(C)c(OCC(F)(F)F)ccn1)c1[nH]c2c(n1)cccc2,1,0.6541776
Z1521553906,Fc1cc2onc(C3CCN(CCCOc4c(OC)cc(C(=O)C)cc4)CC3)c2cc1,1,0.65341175
Z1191880499,O=C(NCCc1c2c([nH]c1)ccc(OC)c2)C,1,0.6505493
Z2768171875,S(=O)(=O)(O)O.Nc1cc2nc3c(cc2cc1)ccc(N)c3,1,0.64822686
Z56755828,O=C(O)c1c(Nc2c(C)c(C)ccc2)cccc1,1,0.6384286
Z212055564,O=C(O)CCc1oc(c(-c2ccccc2)n1)-c1ccccc1,1,0.6350758
Z2235801884,FC1(F)Oc2c(O1)ccc(C1(C(=O)Nc3nc(c(C)cc3)-c3cc(C(=O)O)ccc3)CC1)c2,1,0.6345711
Z1494829513,O(C)c1c(OC)ccc2c1c[n+]1c(-c3c(cc4OCOc4c3)CC1)c2.[Cl-],1,0.6331888
Z2194031487,Clc1c(C(OCc2c3c(c(Cl)ccc3)sc2)Cn2cncc2)ccc(Cl)c1,1,0.63273686
Z756440064,O=C(O)[C@@](N)Cc1cc(O)c(O)cc1,1,0.6323943
Z1546610486,Clc1c(NC(=O)c2sc(Nc3nc(C)nc(N4CCN(CCO)CC4)c3)nc2)c(C)ccc1,1,0.6303285
Z756438860,O=C(O)[C@@](NC(=O)C)CC(C)C,1,0.63012
Z1551627167,S(=O)(=O)(O)O.O([C@]1[C@](O[C@@]2[C@](N)[C@@](O)[C@](O)[C@@](CO)O2)[C@@](N)C[C@@](N)[C@@]1O)[C@]1[C@](O)[C@](O[C@@]2[C@](N)[C@@](O)[C@](O)[C@](CN)O2)[C@@](CO)O1,1,0.62903905
Z1546610479,Fc1cc2C(=O)N(C)Cc3c(C(=O)OCC)ncn3-c2cc1,1,0.6283944
Z275534804,S(=O)(=O)(/N=C(\N)/N)c1ccc(N)cc1,1,0.62682617
Z2311574250,N(CCCC12c3c(cccc3)C(c3c1cccc3)CC2)C.Cl,1,0.6267811
Z1741976994,FC(F)(F)c1cc(NC(=O)c2cc(Nc3nc(-c4cnccc4)ccn3)c(C)cc2)cc(-n2cc(C)nc2)c1,1,0.6262415
Z3234818655,S(=O)(=O)(O)C.Fc1c(C2(N)CC2)c2OC[C@](C)N3c2c(C(=O)C(C(=O)O)=C3)c1,1,0.6216301
Z1741975772,O=C(O)Cc1n(C)c(C(=O)c2ccc(C)cc2)cc1,1,0.61972713
Z55135799,O=C(Nc1c(C)cccc1C)CN(CC)CC,1,0.61947244
Z56828371,N(c1c(C)cccc1C)C=1SCCCN=1,1,0.61844933
Z56786458,O=C1C(c2ccccc2)(c2ccccc2)NC(=O)N1,1,0.61629194
Z44530398,O=C(Nc1c(C)cccc1)C(NCCC)C,1,0.6161112
Z3041510169,O=C(O)c1ccc(N2/C(=C\3/C(=O)C=CC=C/3)/N/C(=C/3\C(=O)C=CC=C\3)/N2)cc1,1,0.61062926
Z2417557127,Clc1c(CO)n(Cc2ccc(-c3c(-c4[nH]nnn4)cccc3)cc2)c(CCCC)n1,1,0.60636646
Z1501480428,Fc1cc2onc(C3CCN(CCC=4C(=O)N5C(=NC=4C)CCCC5)CC3)c2cc1,1,0.60535836
Z2568665233,O=C(OCCN1CCOCC1)CC/C(=C/Cc1c(OC)c(C)c2c(c1O)C(=O)OC2)/C,1,0.60319805
Z1537384907,O=C(Nc1nccc(C)c1)C(C)c1cc(C(=O)c2ccccc2)ccc1,1,0.6023764
Z2583154880,S(=O)(=O)(N(C)c1nc(C(C)C)c(/C=C/[C@@](O)C[C@@](O)CC(=O)[O-])c(-c2ccc(F)cc2)n1)C.[Na+],1,0.600724
Z2289798874,Clc1ccc(C(=O)NC(C(=O)O)CC=2c3c(NC(=O)C=2)cccc3)cc1,1,0.5999881
Z1541759502,O=C1N(CCCCN2CCN(c3ncccn3)CC2)C(=O)CC2(C1)CCCC2.Cl,1,0.595732
Z756424446,O=C(N[C@@]1C(=O)N2[C@@](C(=O)[O-])C(C)(C)S[C@]12)Cc1ccccc1.[K+],1,0.5885852
Z2569864568,O=C(O)[C@@](N[C@](C(=O)N1[C@](C(=O)O)CCC1)C)CCc1ccccc1.O.O,1,0.5870672
Z608060832,O(CC(O)CNC(C)(C)C)c1c2c(ccc1)C[C@@](O)[C@@](O)C2,1,0.58576596
Z1515383338,O=C(OC(OC(=O)c1c2n(Cc3ccc(-c4c(-c5[nH]nnn5)cccc4)cc3)c(OCC)nc2ccc1)C)OC1CCCCC1,1,0.5828352
Z256708526,O=S1(=O)NC(=O)c2c1cccc2,1,0.5811914
Z2315576239,Clc1cc2/C(=C\CCN(C)C)/c3c(Sc2cc1)cccc3,1,0.572225
Z1521553597,Fc1cc2onc(C3CCN(CCC=4C(=O)N5C(C(O)CCC5)=NC=4C)CC3)c2cc1,1,0.5716487
Z1558483766,O(C)[C@@]1(C)[C@@](O)[C@](C)O[C@@](O[C@@]2[C@@](C)C(=O)O[C@](CC)[C@](O)(C)[C@](O)[C@@](C)N(C)C[C@](C)C[C@](O)(C)[C@](O[C@]3[C@](O)[C@@](N(C)C)C[C@@](C)O3)[C@]2C)C1,1,0.56460106
Z2568712703,Clc1cc(C(O)CN(CCCC)CCCC)c-2c(/C(=C/c3ccc(Cl)cc3)/c3c-2ccc(Cl)c3)c1,1,0.5585587
Z1541758602,Clc1cc(C(O)CN(CCCC)CCCC)c-2c(/C(=C/c3ccc(Cl)cc3)/c3c-2ccc(Cl)c3)c1,1,0.5585587
Z56841337,C(n1c2c(c3c1CCN(C)C3)cccc2)c1ccccc1,1,0.5568481
Z1544404500,Clc1c(Cl)ccc([C@]2c3c([C@@](NC)CC2)cccc3)c1.Cl,1,0.55543405
Z2235811583,O=C(OCCCCCC)/N=C(\N)/c1ccc(NCc2n(C)c3c(n2)cc(C(=O)N(CCC(=O)OCC)c2ncccc2)cc3)cc1,1,0.5528045
Z2315574782,O=[N+]([O-])c1c(O)c(O)cc(/C=C(\C(=O)N(CC)CC)/C#N)c1,1,0.5510651
Z1575268710,Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NC(CSCc3ccccc3)=Nc2c1,1,0.5506678
Z57825347,Ic1c(O)c2ncccc2c(I)c1,1,0.5473665
Z608353996,O=C1[C@]2(O)O[C@@]3[C@@](NC)[C@@](O)[C@@](NC)[C@](O)[C@]3O[C@@]2O[C@](C)C1.Cl.Cl.O.O.O.O.O,1,0.5468996
Z1501485351,Clc1c(S(=O)(=O)N)cc(C(=O)NN2C(C)Cc3c2cccc3)cc1,1,0.54465795
Z60744762,O=C(Nc1ncccc1)Cc1ccc(-c2ccccc2)cc1,1,0.5392621
Z2681891229,O=C(OC1C[C@@]2N(C)[C@](C1)CC2)c1c2c([nH]c1)cccc2,1,0.53924733
Z2315576259,N(C/C=C/C#CC(C)(C)C)(Cc1c2c(ccc1)cccc2)C,1,0.5376651
Z56922101,O=C(O)C=1Oc2c(C(=O)C=1)cccc2,1,0.5358933
Z1198155438,O=C(O)c1ncc(C)[n+]([O-])c1,1,0.5349197
Z2235801952,Fc1c(CNC(=O)C=2C(=O)C(O)=C3C(=O)N4[C@](C)CCO[C@]4CN3C=2)ccc(F)c1,1,0.532924
Z56896159,O(CC)c1c(OCC)ccc(CC2=NCCc3c2cc(OCC)c(OCC)c3)c1.Cl,1,0.53117436
Z871871932,OC[C@@]1[C@@](O)[C@](O)[C@@](N)C(O)O1.Cl,1,0.5295882
Z1255434943,O=C(O)[C@@](N)(Cc1ccc(O)cc1)C,1,0.5194025
Z2042042504,O=C(O)[C@@](NC(=O)c1ccc(NCc2nc3c(O)nc(N)nc3nc2)cc1)CCC(=O)O,1,0.5155932
Z2065671295,O=C(C)c1cc2N(CCCN3CCC(CCO)CC3)c3c(Sc2cc1)cccc3,1,0.51242197
Z195110238,O=C(N)c1nn(-c2ccc(OC)cc2)c2C(=O)N(c3ccc(N4C(=O)CCCC4)cc3)CCc12,1,0.5111116
Z57479431,O=C(Nc1c(C)cccc1C)C1N(CCCC)CCCC1,1,0.5106006
Z2587996957,Fc1c(N2C[C@]3NCCC[C@]3C2)c(OC)c2N(C3CC3)C=C(C(=O)O)C(=O)c2c1,1,0.5093395
Z1255430959,O=C1C(C)=CC(=O)c2c1cccc2,1,0.5091112
Z203244248,SC(C(N)C(=O)O)(C)C,1,0.5053364
Z203045076,N=C(Nc1ccccc1)Nc1ccccc1,1,0.50313354
Z57170530,O=C1C(CC=2C(=O)Oc3c(C=2O)cccc3)=C(O)c2c(O1)cccc2,0,0.49631083
Z275375166,C(n1cncc1)(c1ccc(-c2ccccc2)cc1)c1ccccc1,0,0.49555552
Z1522567174,NC12CC3CC(C1)CC(C2)C3.Cl,0,0.49092436
Z1741980843,O=C(Nc1c(C)cccc1C)C1N(C)CCCC1,0,0.4906816
Z1521553846,Clc1c(Cl)cccc1N1CCN(CCCCOc2cc3NC(=O)CCc3cc2)CC1,0,0.49028227
Z1530532757,Clc1ccc([C@@](OCC[C@@]2N(C)CCC2)(C)c2ccccc2)cc1.Cl,0,0.49004155
Z3219847383,O=C/C=C/c1ccccc1,0,0.48926654
Z2235801839,O=C1C=C2C(=C3[C@]([C@]4[C@@](C)([C@](O)(CC#N)CC4)CC3)CC2)CC1,0,0.48736334
Z1198155509,O=C(N)C(C(CC)C)CC,0,0.48511598
Z2204459563,OC[C@@]1[C@@](O)C[C@](n2c3N=CNC[C@@](O)c3nc2)O1,0,0.48396546
Z2301684895,O=C(O)[C@@](NN)(Cc1cc(O)c(O)cc1)C,0,0.48286268
Z1541759893,O=C(O)C(O)C(O)C(=O)O.O=C(N[C@]1[C@](OC(CC)CC)C=C(C(=O)O)C[C@@]1N)C,0,0.48144794
Z53833825,O=C(OCCOCC)/C=C/c1ccc(OC)cc1,0,0.47509554
Z1532717445,Fc1ccc(CNC(=O)C2=C(O)C(=O)N(C)C(C(NC(=O)c3oc(C)nn3)(C)C)=N2)cc1,0,0.4725595
Z57355370,O=C1N(N(c2ccccc2)C(=O)C1CCCC)c1ccccc1,0,0.4698276
Z784767764,O=C(N1CCN(c2nc(N)c3c(n2)cc(OC)c(OC)c3)CC1)C1Oc2c(OC1)cccc2,0,0.468406
Z1557407327,S(=O)(CCC1C(=O)N(N(c2ccccc2)C1=O)c1ccccc1)c1ccccc1,0,0.46621907
Z2379810069,O=C1N(N(c2ccccc2)C(=O)C1CCCC)c1ccc(O)cc1,0,0.46588966
Z2216885233,Fc1c(-c2ccccc2)ccc(C(C(=O)O)C)c1,0,0.46413732
Z608061562,Brc1c(NC2=NCCN2)ccc2nccnc12,0,0.46321177
Z4168286686,O=C1N2C(=NC(C3=Nn4c(C(C)=C3)nc(C)c4)=C1)C=CC(N1CC3(NCC1)CC3)=C2.Cl,0,0.4609947
Z31723661,O=C(N(CC)CC)c1cc(C)ccc1,0,0.4597207
Z2241982440,O=C(O)C[C@]1C(=O)N[C@@](Cc2c3c([nH]c2)cccc3)C(=O)N2[C@](C(=O)N[C@](C(=O)N)CSSCCC(=O)N[C@@](CCCC/N=C(\N)/N)C(=O)NCC(=O)N1)CCC2,0,0.4591685
Z3207130668,O=C(OC1C[C@@]2N(C)[C@@]([C@]3O[C@@]23)C1)[C@](CO)c1ccccc1.Br.O.O.O,0,0.45793983
Z1532338577,Clc1c(Cl)cccc1-c1c(N)nc(N)nn1,0,0.4576472
Z277540138,Clc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)c(OC)cc1,0,0.4526992
Z324590202,O(CCOc1ccc(C(CC(C)(C)C)(C)C)cc1)CC[N+](Cc1ccccc1)(C)C.[Cl-],0,0.45068562
Z2227698469,Fc1c(C(=O)N2CCN(C(=O)C3CC3)CC2)cc(CC2=NNC(=O)c3c2cccc3)cc1,0,0.45034796
Z1741968269,O=C(O)c1c2n(Cc3ccc(-c4c(-c5[nH]nnn5)cccc4)cc3)c(OCC)nc2ccc1,0,0.4496832
Z2196779550,Clc1c(N)cc(OC)c(C(=O)NCCN(CC)CC)c1,0,0.44901088
Z90121065,O=C(O)c1c(O)cc(N)cc1,0,0.4488566
Z1617901125,N#CN/C(=N/c1ccncc1)/NC(C(C)(C)C)C.O,0,0.44700584
Z27661938,O=C(NC=1C(=O)N(N(C)C=1C)c1ccccc1)c1cnccc1,0,0.44668487
Z57127471,O=C(O)c1c(O)ccc(N)c1,0,0.4462995
Z1424590960,O=C(OCC)c1cnc(C#Cc2cc3C(C)(C)CCSc3cc2)cc1,0,0.44531345
Z1541759504,Clc1cc(N2CCN(CCCN3C(=O)N4C(=N3)C=CC=C4)CC2)ccc1.Cl,0,0.44298226
Z2756516821,N(Cc1ccccc1)(CC1=NCCN1)c1ccccc1.Cl,0,0.44162914
Z2568700088,O=C(O)/C=C/C(=O)O.O(CCN(C)c1ncccc1)c1ccc(CC2C(=O)NC(=O)S2)cc1,0,0.44132772
Z1541759499,O=C(O)c1c(C)nc(-c2cc(C#N)c(OCC(C)C)cc2)s1,0,0.43784547
Z1741975591,O=C(Nc1ccccc1)C1=C(C)OCCS1,0,0.43782556
Z1269145231,S(SC[C@](N)C(=O)O)C[C@](N)C(=O)O,0,0.4376387
Z2756516920,O=C(N(C)c1ccc(N/C(/c2ccccc2)=C\2/C(=O)Nc3c/2ccc(C(=O)OC)c3)cc1)CN1CCN(C)CC1,0,0.43651167
Z57198677,S(=O)(=O)(Nc1noc(C)c1)c1ccc(N)cc1,0,0.43432137
Z2588038960,O=C(NC1C[C@@]2N(C)[C@](C1)CCC2)c1nn(C)c2c1cccc2,0,0.43343386
Z1575081875,O([C@@](CCNC)c1sccc1)c1c2c(ccc1)cccc2.Cl,0,0.43199363
Z1198155477,Clc1c(O)c(Cl)c(C)nc1C,0,0.43126056
Z56755859,O=[N+]([O-])c1ccc(C(O)CNC(C)C)cc1,0,0.42815614
Z57931197,N(C)(C)c1nc(N(C)C)nc(N(C)C)n1,0,0.4252747
Z2681890654,O=C1NC=Nc2n([C@]3[C@](O)[C@](O)[C@@](CO)O3)cnc12,0,0.4242137
Z1198152903,N=C(NCCN1CCCCCCC1)N,0,0.4240884
Z2429420872,O=C(c1n2c(C(C(=O)O)CC2)cc1)c1ccccc1,0,0.42201915
Z2681891234,O=C(O)CCN(C(=O)c1cc2nc(CNc3ccc(C(=N)N)cc3)n(C)c2cc1)c1ncccc1,0,0.42120934
Z2216894329,O=C(C)C=1C(=O)N(C2CCCC2)c2nc(Nc3ncc(N4CCNCC4)cc3)ncc2C=1C,0,0.42023978
Z57127477,O=[N+]([O-])c1ccc(-c2ccccc2)cc1,0,0.4169721
Z2216887910,Fc1ccc(C(=O)C2CCN(CCN3C(=O)Nc4c(C3=O)cccc4)CC2)cc1,0,0.41695362
Z1269122570,Clc1cc2S(=O)(=O)NC(C)=Nc2cc1,0,0.41066805
Z667612124,O=C(NCc1ccc(OCCN(C)C)cc1)c1cc(OC)c(OC)cc1,0,0.40668774
Z641623606,O=C(N(CC)CC)N1CCN(C)CC1,0,0.4003415
Z56761710,O=C(NCc1ccccc1)c1cc[n+](C)cc1.[I-],0,0.39504603
Z1501475008,O=C(NC(C)(C)C)[C@@]1[C@]2(C)[C@]([C@]3[C@@]([C@@]4(C)C=CC(=O)N[C@@]4CC3)CC2)CC1,0,0.38874453
Z667611948,O=C(NCc1ccc(OCCN(C)C)cc1)c1cc(OC)c(OC)c(OC)c1,0,0.3884562
Z2185283535,O=C(O[C@@]1(C(=O)C)[C@]2(C)[C@]([C@]3C([C@@](c4ccc(N(C)C)cc4)C2)=C2C(=CC(=O)CC2)CC3)CC1)C,0,0.38027775
Z2417819564,Ic1c(O)c(I)cc2C(c3c(Cl)c(Cl)c(Cl)c(Cl)c3C(=O)O)=C3C(=C(I)C(=O)C(I)=C3)Oc12,0,0.38000235
Z3243814856,S(C1=C(C(=O)O)N2C(=O)[C@]([C@](O)C)[C@]2[C@]1C)[C@]1C[C@@](C(=O)N(C)C)NC1.O.O.O,0,0.3790649
Z1546610480,Clc1cc2C(O)CCCN(C(=O)c3c(C)cc(NC(=O)c4c(C)cccc4)cc3)c2cc1,0,0.3773164
Z111872342,Clc1ccc(Cn2c(C)nc3c2cccc3)cc1.Cl,0,0.37635985
Z1741977993,O(CCCCCOc1ccc(C(=N)N)cc1)c1ccc(C(=N)N)cc1,0,0.37633845
Z1741981540,O=C(NCCC(=O)[O-])[C@](O)C(CO)(C)C.[Na+],0,0.3762892
Z104474430,O=C(Oc1c(C(=O)O)cccc1)C,0,0.37493646
Z2588038997,Clc1ccc(C2CCC(C3=C(O)C(=O)c4c(C3=O)cccc4)CC2)cc1,0,0.37034476
Z1590790198,Fc1c(N2CCN(C)CC2)c2OC[C@](C)N3c2c(C(=O)C(C(=O)O)=C3)c1,0,0.36795333
Z2681891323,S(=O)(=O)(Nc1c(Oc2ccccc2)cc2C(=O)C(NC=O)=COc2c1)C,0,0.36594647
Z44591715,S(=O)(=O)(NC(=O)NCCCC)c1ccc(C)cc1,0,0.3639534
Z56768517,O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2c1cccc2,0,0.36319765
Z1541759373,S(=O)(=O)(Nc1cc2c(C(=O)c3ccc(OCCCN(CCCC)CCCC)cc3)c(CCCC)oc2cc1)C.Cl,0,0.36058015
Z57169486,O=C1Oc2c(cccc2)C=C1,0,0.3600283
Z276509110,Clc1ccc(S(=O)(=O)NC(=O)NCCC)cc1,0,0.3586401
Z104508594,O=C(N)N1c2c(cccc2)C=Cc2c1cccc2,0,0.35856798
Z2037279612,FC(F)(F)c1cc(C(F)(F)F)cc(C(C(=O)N(C)c2c(-c3c(C)cccc3)cc(N3CCN(C)CC3)nc2)(C)C)c1,0,0.35767862
Z2185274784,O=C1N([C@]2C3CCN(C2)CC3)C[C@@]2c3c1cccc3CCC2,0,0.35413715
Z1541759909,O=C1[C@](O)(CC)C2=C(C(=O)N3C(c4nc5c(c(CC)c4C3)cc(O)cc5)=C2)CO1,0,0.35297775
Z2588038967,S(=O)(CCCC(F)(F)C(F)(F)F)CCCCCCCCC[C@]1C2[C@]3[C@@](C)([C@@](O)CC3)CC[C@@]2c2c(cc(O)cc2)C1,0,0.35295987
Z1575267190,S(=O)(=O)(NC(=O)NN1CCCCCC1)c1ccc(C)cc1,0,0.35269564
Z2235801995,Fc1ccc(-c2sc(Cc3c(C)ccc([C@]4[C@](O)[C@@](O)[C@](O)[C@@](CO)O4)c3)cc2)cc1,0,0.35136902
Z1020762628,FC(F)(F)c1cc(C(O)(CC)c2ccccc2)ccc1,0,0.35113212
Z104493622,Clc1ccc(C2S(=O)(=O)CCC(=O)N2C)cc1,0,0.35060257
Z90123586,O=C(Oc1c2c(ccc1)cccc2)NC,0,0.35026786
Z756456072,O=C(O)[C@@](NC(=O)C)CCC(=O)N,0,0.34758517
Z1515385084,Fc1c(N2CCOCC2)ccc(N2C(=O)O[C@@](CNC(=O)C)C2)c1,0,0.3469145
