all_loss,all_auc,all_acc,all_mcc,all_f1,all_pre,all_se,all_sp,all_Youden_Index,all_Best_Threshold
0.45343876235625324,0.8680211254124298,0.7799070847851336,0.5587527494954074,0.7671513413884907,0.7778239202657807,0.7567676767676768,0.801189149015236,0.4802798330783844,0.5622695179216919
