tcm_id,smiles
"36679.mol2(E)-4-(3,4-Dimethoxyphenyl)but-3-en-1-O-  -D-glucopyranoside",COc1ccc(/C=C\CCO[C@H]2O[C@H](CO)[C@@H](O)[C@H](C)[C@H]2O)cc1OC
46681.mol2Tagitinin_A,C=C1C(=O)O[C@@H]2C[C@H](C)[C@@]3(O)C[C@H](O)[C@](C)(C[C@@H](OC(=O)C(C)C)[C@@H]12)O3
39965.mol22  -Hydroxytirotundin,C=C1C(=O)O[C@@H]2C[C@H](C)[C@@]3(O)O[C@@](C)(C[C@H]3O)C[C@@H](OC(=O)C(C)C)[C@@H]12
37634.mol2Eurycolactone_F,C[C@H]1[C@H]2OC(=O)[C@@H]1[C@]1(C)C(=O)[C@H](O)[C@@H]3[C@@H](C)C[C@H](O)[C@@H](O)[C@]3(C)[C@H]1[C@H]2O
28874.mol232049,CCOc1cc(O)c(CC=C(C)C)c(O)c1C(=O)/C=C/c1ccc(O)cc1
38466.mol2Glyasperin_K,COc1ccc([C@H]2COc3cc(OC)c(CC=C(C)C)cc3C2=O)c(O)c1
26922.mol229244,COc1cc2c(c(OC)c1CC=C(C)C)C=C(c1ccc(O)cc1O)CO2
25866.mol227945,CC(C)=C[C@@H](O)C/C(C)=C\CCOc1c2ccoc2cc2oc(=O)ccc12
46211.mol2Sigmoidin_B-4'-methyl_ether,COc1c(O)cc([C@@H]2CC(=O)c3c(O)cc(O)cc3C2)cc1CC=C(C)C
"36649.mol2(2S)-5,7-Dimethoxy-8-(2S-hydroxy-3-methyl-3-butenyl)-flavanone",C=C(C)[C@@H](O)Cc1c(OC)cc(OC)c2c1O[C@H](c1ccccc1)CC2=O
"36648.mol2(2S)-5,7-Dimethoxy-8-(2R-hydroxy-3-methyl-3-butenyl)-flavanone",C=C(C)[C@H](O)Cc1c(OC)cc(OC)c2c1O[C@H](c1ccccc1)CC2=O
25762.mol227791,COc1c2ccoc2c(OC/C=C(/C)CCC=C(C)C)c2oc(=O)ccc12
16837.mol218497,CC(C)=CC[C@@]12O[C@]1(C(=O)OC1CCCCC1)C(=O)c1ccccc1C2=O
35704.mol2N(4)-Demethylalstophyllal_oxindole,COc1ccc2c(c1)N(C)C(=O)[C@@]21C[C@@H]2N[C@H]1C[C@H]1C(C=O)=C(C)OC[C@@H]21
"39355.mol211-Hydroxy-14,15  -epoxytabersonine",CC[C@@]12CC(C(=O)OC)=C3Nc4cc(O)ccc4[C@@]34CCN(C[C@@H]3O[C@@H]31)[C@@H]24
37088.mol216-Epideacetylakuammiline_N(4)-oxide,C/C=C1/C[N@+]2([O-])CC[C@]34C(=Nc5ccccc53)[C@@H]2C[C@@H]1[C@@]4(CO)C(=O)OC
40449.mol2Isoformosanine,COC(=O)C1=CO[C@H](C)[C@H]2CN3CC[C@]4(C(=O)Nc5ccccc54)[C@@H]3C[C@H]12
40584.mol2Isopteropodine,COC(=O)C1=CO[C@@H](C)[C@@H]2CN3CC[C@@]4(C(=O)Nc5ccccc54)[C@@H]3C[C@H]12
47798.mol2Uncarine_F,COC(=O)C1=CO[C@@H](C)[C@@H]2CN3CC[C@]4(C(=O)Nc5ccccc54)[C@H]3C[C@H]12
40517.mol2Isomitraphylline,COC(=O)C1=CO[C@@H](C)[C@H]2CN3CC[C@@]4(C(=O)Nc5ccccc54)[C@@H]3C[C@H]12
45259.mol2Rauniticine_oxindole_A,COC(=O)C1=CO[C@H](C)[C@@H]2CN3CC[C@]4(C(=O)Nc5ccccc54)[C@@H]3C[C@H]12
47796.mol2Uncarine_C,COC(=O)C1=CO[C@@H](C)[C@@H]2CN3CC[C@]4(C(=O)Nc5ccccc54)[C@@H]3C[C@H]12
47795.mol2Uncarine_B,COC(=O)C1=CO[C@H](C)[C@H]2CN3CC[C@]4(C(=O)Nc5ccccc54)[C@@H]3C[C@H]12
47797.mol2Uncarine_D,COC(=O)C1=CO[C@@H](C)[C@@H]2CN3CC[C@@]4(C(=O)Nc5ccccc54)[C@H]3C[C@H]12
40011.mol216  -Hydroxy-19S-vindolinine_N-oxide,COC(=O)[C@@]1(O)C[C@@]23C=CC[N@@+]4([O-])CC[C@@]5(c6ccccc6N[C@]15[C@H]2C)[C@H]34
30757.mol234735,CC(C)CC(=O)OCC1=CO[C@@H](OC(=O)CC(C)C)[C@@H]2[C@@H](C)[C@@H](O)C[C@H]12
23019.mol224962,CCCCC[C@H](O)C[C@@H](CCc1cc(OC)c(O)cc1CO)OC(C)=O
29225.mol232509,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1C[C@@H](O)[C@H]1C(=O)OC[C@H]1O
29226.mol232510,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1C[C@H](O)[C@H]1C(=O)OC[C@H]1O
"35915.mol21,4-Di-O-acetyl_hygrophorone_E10",CCCCCCCCCCC(=O)C1(O)[C@H](OC(C)=O)C=C[C@H]1OC(C)=O
37662.mol2Excisanin_G,CC1(C)CC[C@H](O)[C@]2(CO)[C@@H]1C[C@@H](O)[C@]13C(=O)[C@H](CO)[C@H](CC[C@@H]21)[C@H]3O
37669.mol2Excoecarin_S,C=C[C@]1(C)O[C@@]2(C)CC[C@H](C(C)(C)C(=O)O)[C@@](C)(CC(=O)O)[C@@H]2C[C@@H]1O
45449.mol2Rhodomollein_X,CC1=C[C@@]23C[C@@H](O)[C@@]4(O)[C@@H]([C@@H](O)[C@H](O)C4(C)C)[C@](C)(O)[C@@H]2CC[C@@H]1[C@H]3O
45448.mol2Rhodomollein_IX,C=C1C[C@@]23C[C@@H](O)[C@@]4(O)[C@@H]([C@@H](O)[C@H](O)C4(C)C)[C@](C)(O)[C@@H]2CC[C@@H]1[C@H]3O
30081.mol233796,C[C@@]12CCC[C@@](C)(C(=O)O)[C@H]1[C@H](O)[C@H](O)[C@@]13C[C@@H](CC[C@@H]21)[C@@](O)(CO)C3
30082.mol233797,C[C@@]12CCC[C@@](C)(C(=O)O)[C@H]1[C@H](O)[C@H](O)[C@@]13C[C@@H](CC[C@@H]21)[C@](O)(CO)C3
37670.mol2Excoecarin_T1,CC(C)(C(=O)O)[C@H]1CC[C@]2(C)O[C@@](C)([C@@H]3CO3)CC[C@H]2[C@]1(C)CC(=O)O
37671.mol2Excoecarin_T2,CC(C)(C(=O)O)[C@H]1CC[C@]2(C)O[C@@](C)([C@H]3CO3)CC[C@H]2[C@]1(C)CC(=O)O
45446.mol2Rhodomollein_I,C=C1[C@@H]2[C@H](O)[C@H](O)C(C)(C)[C@@]2(O)[C@H](O)C[C@]23C[C@@](C)(O)[C@H](CC[C@@H]12)[C@H]3O
41315.mol2Leopersin_Q,C[C@@H]1C(=O)[C@@H](O)[C@@H]2[C@@](C)(CO)CCC[C@]2(C)[C@@]12CC[C@@]1(CO[C@H](O)C1)O2
37141.mol215-Epi-leopersin_Q,C[C@@H]1C(=O)[C@@H](O)[C@@H]2[C@@](C)(CO)CCC[C@]2(C)[C@@]12CC[C@@]1(CO[C@@H](O)C1)O2
41313.mol2Leopersin_O,C[C@@H]1[C@@H](O)C(=O)[C@H]2[C@@](C)(CO)CCC[C@]2(C)[C@@]12CC[C@@]1(CO[C@H](O)C1)O2
37140.mol215-Epi-leopersin_O,C[C@@H]1[C@@H](O)C(=O)[C@H]2[C@@](C)(CO)CCC[C@]2(C)[C@@]12CC[C@@]1(CO[C@@H](O)C1)O2
45443.mol2Rhodojaponin_III,CC1(C)[C@H]2O[C@H]2[C@H]2[C@](C)(O)[C@@H]3CC[C@H]4[C@@H](O)[C@@]3(C[C@@H](O)[C@@]21O)C[C@@]4(C)O
42091.mol210-Methoxycathafoline,C/C=C1\CN2CC[C@@]34c5cc(OC)ccc5N(C)[C@H]3[C@@H]2C[C@@H]1[C@@H]4C(=O)OC
47955.mol2Vincorine,C/C=C1\CN2CC[C@@]34c5cc(OC)ccc5N(C)[C@@]23CC[C@H]1[C@H]4C(=O)OC
48027.mol2Voacangine,CC[C@H]1C[C@@H]2CN3CCc4c([nH]c5ccc(OC)cc45)[C@](C(=O)OC)(C2)[C@@H]13
9968.mol2 11100,C[C@H](c1ccc(C=O)cc1)[C@H]1[C@@H]2C=C[C@@H]3N1[C@]3(O)[C@H]2CN[C@@H]1CC[C@H](O)C1
37553.mol2  -Eudesmol_11-  -L-rhamnoside,CC1=C2C[C@H](C(C)(C)O[C@@H]3O[C@@H](C)[C@H](O)[C@H](O)[C@H]3O)CC[C@@]2(C)CCC1
32892.mol2Agallochin_M,C=C[C@@]1(C)CC[C@H]2[C@](C)(CCC(=O)OC)[C@@H](C(C)(C)O)[C@H](O)C[C@]2(C)O1
35832.mol2Desacylkondurangogenin_C,C[C@@H](O)[C@@H]1CC[C@]2(O)[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3[C@H](O)[C@@H](O)[C@]12C
9660.mol2 10792,C=C1[C@H]2CC[C@@](C(=O)CCc3ccccc3)([C@]1(C)C1CCCC1)[C@]2(O)OC
40024.mol2Hygrophorone_B16,CCCCCCCCCCCCCCCC[C@@H](O)[C@@]1(O)C(=O)C=C[C@@H]1O
27141.mol229536,CCCC/C=C/C=C/CCCCCCCCOC(=O)/C=C/c1ccccc1
8882.mol2 10004,C[C@H]1CC=C[C@@]2(CCC[C@@H]3[C@@H](Cc4cc(O)cc(CCO)c4)CCC[C@@H]32)C1
32374.mol2Abridin,CC(=O)/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
16120.mol217780,CC#Cc1ccc(-c2ccc(C(=O)[C@@H]3CCCCC34CCCC4)s2)s1
8890.mol2 10012,CCCCCc1cc(O)cc(C[C@H]2CCC[C@H]([C@@]3(C)C=CC[C@H](C)C3)C2)c1
9358.mol2 10480,C=C1C=C2[C@]3(CCC[C@@H]3CO)CC[C@H](C3CCCCC3)[C@@]2(C)[C@H]2[C@@H]1C2(C)C
29619.mol233152,CCCCCCCCCCCCCCCCCCCCCC(=O)OCC
26982.mol229311,CCCCCCCCCCCCCCCCCCCCCCC(=O)OC
26965.mol229293,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O
38808.mol214-Heptacosanol,CCCCCCCCCCCCC(O)CCCCCCCCCCCC
46757.mol2Taspine,COc1ccc2c(=O)oc3c(OC)cc(CCN(C)C)c4c(=O)oc1c2c34
41261.mol2Ledeborine,COc1cc2c(cc1O)[C@@]1(C(=O)c3ccc4c(c3[C@@H]1O)OCO4)N(C)CC2
43886.mol2Papaverrubine_A,CO[C@H]1O[C@H]2c3cc4c(cc3CCN[C@@H]2c2ccc3c(c21)OCO3)OCO4
43888.mol2Papaverrubine_E,CO[C@H]1O[C@@H]2c3cc4c(cc3CCN[C@@H]2c2ccc3c(c21)OCO3)OCO4
39191.mol210-Hydroxychelidonine,CN1Cc2c3c(cc(O)c2[C@@H]2[C@@H](O)Cc4cc5c(cc4[C@@H]21)OCO5)OCO3
34757.mol2Chaetoquadrin_D,COc1cc2oc(C)cc(=O)c2c(O)c1CS(=O)(=O)CCNC(C)=O
46639.mol2Syneilesine,CC[C@H]1C(=O)O[C@H]2CCNC/C=C(/COC(=O)[C@@](C)(O)[C@@H](C)[C@@H]1O)C2=O
34518.mol2Canadaline,COc1ccc(C[C@H]2c3cc4c(cc3CCN2C)OCO4)c(C=O)c1OC
33565.mol2Argemexicaine_B,COc1ccc2c(c1OC)C(=O)Cc1cc3c(cc1CN(C)CC2)OCO3
33564.mol2Argemexicaine_A,COc1ccc2c(c1OC)CC(=O)c1cc3c(cc1CCN(C)C2)OCO3
35237.mol2Cryptopine,COc1cc2c(cc1OC)C(=O)Cc1ccc3c(c1CN(C)CC2)OCO3
31471.mol235954,COc1cc2c(cc1OC)[C@@]1(Cc3ccc4c(c3[C@H]1O)OCO4)N(C)CC2
45515.mol2Romucosine_D,COC(=O)N1CCc2cc(OC)c(OC)c3c2[C@H]1Cc1ccc(OC)cc1-3
28916.mol232118,CCOc1c(OC)ccc2c1CN1CCc3cc(OC)c(OC)cc3[C@@H]1C2
26804.mol229069,CC[C@H]1CN2CCC3=c4ccccc4=[NH+][C@H]3[C@@H]2C[C@H]1/C(=C/OC)C(=O)OC
709.mol2  736,C[C@H]1[C@H](O)CC[C@H]2C[C@H]([C@H](O)CCCCCC[C@@H](O)CC(=O)[O-])C=C[N@@H+]21
10608.mol211844,C=C(Cc1cc2cc[cH-]cc-2[nH+]1)[C@H]1CC[C@@](C)(O)[C@H]2C[C@@H](O)[C@](C)(O)[C@H]2C1
28543.mol231592,O=C(/C=C/CCCCCC/C=C/c1ccc2c(c1)OCO2)N1CCCCC1
44469.mol2Piperchabamide_B,O=C(/C=C/CCCCCC/C=C/c1ccc2c(c1)OCO2)N1CCCCC1
1447.mol2 1474,CCCCC[C@H](O)/C=C\C=C(/CCCCCCCC(=O)[O-])C[C@@H](O)CO
4312.mol2 4654,C[C@H](C=O)CCCCCC[C@H](/C=C/c1ccccc1)CCC/C=C/C(=O)[O-]
8774.mol2 9894,C[C@@]12CCC[C@@H]3C[C@@]([C@H]4CCC[C@@H](Cc5ccc(O)cc5)C4)(C[C@H](N)[C@@H]31)O2
42601.mol21-Methyl-2-pentadecyl-4(1H)-quinolon,CCCCCCCCCCCCCCCc1cc(=O)c2ccccc2n1C
28354.mol231190,CCCCCCCCCCCCCCCc1[cH-]c(=O)c2ccccc2[n+]1C
34342.mol2Buxbodine_A,C[C@@H]([C@H]1CC[C@@]2(C)[C@@H]3C=C[C@@H]4C(C)(C)CCC[C@]45C[C@]35CC[C@]12C)N(C)C
36966.mol2Eckstolonol,Oc1cc(O)c2oc3cc(O)c4oc5cc(O)cc(O)c5oc4c3oc2c1
28219.mol230993,COc1cc(/C=C/C=O)cc(OC)c1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
44124.mol2Perilloside_E,C=CCc1cc2c(c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1OC)OCO2
37961.mol2Gancaonin_P,CC(C)=CCc1c(O)cc2oc(-c3ccc(O)c(O)c3)c(O)c(=O)c2c1O
34472.mol2Calocedrin,O=C1O[C@@H](O)[C@H](CC2=C[C@@H]3OCO[C@@H]3C=C2)/C1=C/c1ccc2c(c1)OCO2
27663.mol230253,COc1c(C)c(O)c(C=O)c2c1C(=O)[C@@H](Cc1ccc3c(c1)OCO3)CO2
34565.mol2Capitellataquinone_B,CC(C)(O)[C@@H]1Oc2c(CO)cc3c(c2[C@@H]1O)C(=O)c1cccc(O)c1C3=O
39419.mol27-Hydroxyhinokinin,O=C1OC[C@H](Cc2ccc3c(c2)OCO3)[C@H]1[C@H](O)c1ccc2c(c1)OCO2
43908.mol2Parabenzlactone,O=C1OC[C@H]([C@@H](O)c2ccc3c(c2)OCO3)[C@H]1Cc1ccc2c(c1)OCO2
12937.mol214231,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)c3c(c12)O[C@H](CCO)CC3
46138.mol2Sesaminone,O=C(c1ccc2c(c1)OCO2)[C@@H]1CO[C@H](c2ccc3c(c2)OCO3)[C@H]1CO
42038.mol2Meridinol,O=C1OC[C@H](Cc2ccc3c(c2)OCO3)[C@@]1(O)Cc1ccc2c(c1)OCO2
27301.mol229739,O[C@H]1O[C@@H](c2ccc3c(c2)OCO3)[C@H]2CO[C@@H](c3ccc4c(c3)OCO4)[C@H]21
43058.mol2Neosesamin,O[C@H]1O[C@@H](c2ccc3c(c2)OCO3)[C@H]2CO[C@@H](c3ccc4c(c3)OCO4)[C@@H]21
27701.mol230297,c1cc2c(cc1O[C@H]1OC[C@H]3[C@@H]1CO[C@@H]3c1ccc3c(c1)OCO3)OCO2
41324.mol2Leptopidin,COc1ccc(CC2=[N+](C)CCc3cc4c(cc32)OCO4)c(C(=O)O)c1O
39449.mol24-Hydroxy-2-[(E)-4-hydroxy-3-methyl-2-butenyl]-5-methyl-phenyl_  -D...,C/C(=C\Cc1cc(O)c(C)cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)CO
39827.mol2(S)-4-(4-Hydroxyphenyl)-2-butanol_2-O-(6-O-acetyl)-  -D-glucopyrano...,CC(=O)OC[C@H]1O[C@@H](O[C@@H](C)CCc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O
"36699.mol2  ,  -Dimethylacrylalkannin",CC(C)=CC[C@@H](OC(=O)C=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O
"36700.mol2  ,  -Dimethylacrylshikonin",CC(C)=CC[C@H](OC(=O)C=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O
40017.mol2trans-Hydroxyxanthohumol,COc1cc(O)c(C/C=C(/C)CO)c(O)c1C(=O)/C=C/c1ccc(O)cc1
37422.mol2Erypoegin_C,COc1cc(O)c(CC=C(C)C)cc1[C@H]1COc2cc(O)cc(O)c2C1=O
41750.mol2Lysisteisoflavanone,COc1cc(O)c([C@H]2COc3cc(O)cc(O)c3C2=O)cc1CC=C(C)C
48136.mol2Xanthohumol_D,C=C(C)[C@@H](O)Cc1c(O)cc(OC)c(C(=O)/C=C/c2ccc(O)cc2)c1O
38463.mol2Glyasperin_B,COc1cc2c(c(O)c1CC=C(C)C)C(=O)[C@@H](c1ccc(O)cc1O)CO2
28260.mol231051,COc1cc(/C=C/C(O)=C/C(=O)CCc2ccc(O)c(OC)c2)ccc1O
46392.mol2Spiraformin_B,CCOC(=O)CCc1ccc(Oc2cc(/C=C/C(=O)OC)ccc2O)cc1
41043.mol2Kosamol_W,COc1cc([C@@H]2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)ccc1O
41042.mol2Kosamol_V,COc1cc([C@@H]2CC(=O)c3c(cc(O)c(CC=C(C)C)c3O)O2)ccc1O
18536.mol220294,C=C1C=C(C(=O)OCC)Oc2cc3c(c(OC)c21)[C@@H]1C=CC[C@@](C)(O)[C@H]1O3
31515.mol236014,COc1ccc(CCC2=CC(=O)C[C@@H](c3ccc(OC)c(O)c3)O2)cc1O
37428.mol2Erypoegin_I,COc1ccc2c(c1CC(=O)C(C)C)O[C@H]1c3ccc(O)cc3OC[C@@]21O
48134.mol2Xanthohumol_B,COc1cc2c(c(O)c1C(=O)/C=C/c1ccc(O)cc1)C[C@H](O)C(C)(C)O2
48139.mol2Xanthohumol_I,COc1cc(O)c2c(c1C(=O)/C=C\c1ccc(O)cc1)O[C@@H](C(C)(C)O)C2
41089.mol2Kusunokinin,COc1ccc(C[C@H]2COC(=O)[C@H]2Cc2ccc3c(c2)OCO3)cc1OC
35863.mol2Dextrobursehernin,COc1ccc(C[C@@H]2C(=O)OC[C@H]2Cc2ccc3c(c2)OCO3)cc1OC
"37237.mol212,16-Epoxy-11,14-dihydroxy-6-methoxy-17(15-16)-abeo-abieta-5,8,11,...",COC1=C2C(C)(C)C(=O)CC[C@]2(C)c2c(c(O)c3cc(C)oc3c2O)C1=O
40539.mol2Isoocobullenone,C=CC[C@]12C[C@@]3(OCOC3=CC1=O)[C@@H](C)[C@H]2c1cc(OC)c2c(c1)OCO2
25662.mol227678,CCCCCc1c(O)c(OC)c(O)c2c(=O)cc(-c3ccc(O)cc3)oc12
41016.mol2Kobusin,COc1ccc([C@@H]2OC[C@@H]3[C@H]2CO[C@H]3c2ccc3c(c2)OCO3)cc1OC
25923.mol228015,COc1ccc([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2ccc3c(c2)OCO3)cc1OC
25938.mol228031,COc1ccc([C@H]2OC[C@H]3[C@@H]2CO[C@H]3c2ccc3c(c2)OCO3)cc1OC
42368.mol2  -O-Methylcubebi,CO[C@@H]1OC[C@H](Cc2ccc3c(c2)OCO3)[C@H]1Cc1ccc2c(c1)OCO2
42369.mol2  -O-Methylcubebin,CO[C@H]1OC[C@H](Cc2ccc3c(c2)OCO3)[C@H]1Cc1ccc2c(c1)OCO2
33818.mol2Bacopaside_A,C=C[C@@H](CCCCC)O[C@@H]1O[C@H](COS(=O)(=O)O)[C@@H](O)[C@H](O)[C@H]1O
26779.mol229039,CC[C@@H](C)/C=C(C)\C=C\C(=O)[C@@H]1C(=O)C(c2ccc(O)cc2)=C[N+](O)=C1O
32293.mol237072,CC1=CC(=O)CC(C)(C)[C@@H]1/C=C/[C@@H](C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
32148.mol236885,CC1=CC(=O)CC(C)(C)[C@H]1/C=C/[C@@H](C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
"35808.mol2(6S,9R)-Deoxyroseoside",CC1=CC(=O)CC(C)(C)[C@H]1/C=C/[C@@H](C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
34336.mol214-O-n-Butyrylfloridanolide,CCCC(=O)OC[C@@]1(C)[C@@H]2[C@H](O)C[C@@H](C)[C@]23C[C@@H](OC(=O)[C@@H]3O)[C@]1(C)O
27925.mol230637,C=CCC1=C[C@@](OC)(/C(C)=C\c2ccc(OC)c(OC)c2)C(OC)=CC1=O
26926.mol229248,COc1cc2c(c(OC)c1CC=C(C)C)C[C@@H](c1ccc(O)cc1O)CO2
25933.mol228026,C=CCC1=C[C@@]2(OC)OC(=O)[C@@H](C1=C)[C@H](c1ccc(OC)c(OC)c1)[C@H]2C
41848.mol2Mammearin_A,CC[C@@H]1Oc2c(CC=C(C)C)c(O)c(C(=O)[C@@H](C)CC)c3oc(=O)cc1c23
25946.mol228039,C/C=C\C1=C[C@@]2(OC)[C@H](C)[C@@H](c3ccc4c(c3)OCO4)C[C@]2(OC)CC1=O
16830.mol218490,CCCCCCOC(=O)[C@]12O[C@@]1(CC=C(C)C)C(=O)c1ccccc1C2=O
"33051.mol26-Allyl-7-(3,4-dimethoxyphenyl)-2,3-dimethoxy-8-methyl-tricyclo-[4....",C=CC[C@]12C(=O)C=C(OC)[C@]3(OC)[C@@H]1[C@@]3(C)[C@@H]2c1ccc(OC)c(OC)c1
"37048.mol2(+)-8,8'-Epi-aristoligone",COc1ccc([C@H]2c3cc(OC)c(OC)cc3C(=O)[C@H](C)[C@H]2C)cc1OC
"37049.mol2(-)-8,8'-Epi-aristoligone",COc1ccc([C@H]2c3cc(OC)c(OC)cc3C(=O)[C@H](C)[C@H]2C)cc1OC
33598.mol2(-)-Aristoligone,COc1ccc([C@@H]2c3cc(OC)c(OC)cc3C(=O)[C@@H](C)[C@@H]2C)cc1OC
"36664.mol23,4-Dimethoxy-3',4'-methylenedioxy-7,9'-epoxylignan-9-ol",COc1ccc([C@H]2CC[C@H](Cc3ccc4c(c3)OCO4)[C@@H]2CO)cc1OC
40614.mol2Isorhynchophyllic_acid,CC[C@H]1CN2CC[C@]3(C(=O)Nc4ccccc43)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)O
45461.mol2Rhynchophyllic_acid,CC[C@H]1CN2CC[C@]3(C(=O)Nc4ccccc43)[C@@H]2C[C@@H]1/C(=C/OC)C(=O)O
41546.mol2Lonicerine,C/C=C1/CN[C@@H]2C[C@H]1[C@](CO)(C(=O)OC)[C@@]13CCO[C@]21Nc1ccccc13
39422.mol211-Hydroxyhumantenine,C/C=C1/CN(C)[C@H]2C[C@@]3(C(=O)N(OC)c4cc(O)ccc43)[C@H]3C[C@H]1[C@@H]2CO3
33145.mol2Amsosinine,COC(=O)[C@H]1CO[C@@](C)(O)[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12
39423.mol215-Hydroxyhumantenine,C/C=C1/CN(C)[C@H]2C[C@@]3(C(=O)N(OC)c4ccccc43)[C@H]3C[C@@]1(O)[C@@H]2CO3
10273.mol211475,CCOC[C@]1(O)C(C(=O)[O-])=C2C[C@H]3CC[C@@H](C)[C@@]24[C@@H]1c1c[cH-][nH+]c1C[C@@]34C
38579.mol2Grayanotoxin_III,CC1(C)[C@@H](O)C[C@H]2[C@](C)(O)[C@@H]3CC[C@@H]4[C@@H](O)[C@@]3(C[C@@H](O)[C@@]21O)C[C@@]4(C)O
40927.mol2Kalmanol,CC1(C)[C@@H](O)C[C@H]2[C@](C)(O)[C@@H]3CC[C@@H]4[C@H]3[C@](O)(C[C@@H](O)[C@@]21O)C[C@@]4(C)O
9633.mol2 10765,C=C1[C@H]2[C@H](CO)[C@H]3CCC[C@]1(C)[C@@]3(C(=O)CCc1ccccc1)[C@]2(O)OC
"36753.mol22-(4',8'-Dimethylnona-3',7'-dienyl)-8-hydroxy-2-methyl-2H-chromene-...",COC(=O)c1cc(O)c2c(c1)C=C[C@@](C)(CC/C=C(\C)CCC=C(C)C)O2
21556.mol223419,O=C(/C=C/[C@H]1CCC=C[C@@H]1CO)CCc1ccc(O)c(OC2CCCC2)c1
20789.mol222575,CCC[C@@H](O)CC(=O)CCc1ccc(O)c(OCCCc2ccccc2)c1
44551.mol2PM04701085-02,C[C@@H]1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@@]12Cc1c(O)cc3c(c1O2)COC3=O
20788.mol222574,CCC[C@@H](O)CC(=O)CCc1ccc(O)c(OC)c1CCc1ccccc1
33700.mol2Aspidocarpine,CC[C@@]12CCCN3CC[C@]4(c5ccc(OC)c(O)c5N(C(C)=O)[C@@H]4CC1)[C@H]32
41816.mol2Malagashanol,CC(=O)N1c2ccccc2[C@]23CCN(C)[C@H]2C[C@@H]2[C@@H](CO[C@H](C)[C@H]2CO)[C@H]13
9955.mol2 11087,C[C@H](c1ccc(C=O)cc1)[C@H]1C[C@@H]([C@@H]2CC[C@H]3[C@@H](O)CC[C@H]3N2)[C@@]2(O)CN12
28140.mol230909,CCCC/C=C\C/C=C\C/C=C\CCCCCc1cccc(O)c1C(=O)O
8771.mol2 9891,C[C@@]12CCC[C@@H]3C[C@@]([C@H]4CCC[C@@H](Cc5ccc(N)[nH+]c5)C4)(C[C@H](N)[C@@H]31)O2
36857.mol2Docosanedioic_acid,O=C(O)CCCCCCCCCCCCCCCCCCCCC(=O)O
9281.mol2 10403,C=C1CC[C@@H]2[C@H]([C@@H]3C[C@@H](C)C[C@H]13)[C@@]2([C@@H]1CC[C@@H]2CCCN[C@@H]2C1)[C@H](N)C=O
10097.mol211248,CC1=C2C[C@]3(CN4C[C@H]4CNC4CCCCC4)CC[C@@H](C)[C@@]2(CC1)C3(C)C
"32433.mol2Acetamide-3,5-dibromo-1-hydroxy-4,4-dimethoxy-2,5-cyclohe-xadiene",COC1(OC)C(Br)=CC(O)(CC(N)=O)C=C1Br
42067.mol27-Methoxy-aristolochiac_acid,COc1ccc2c(cc([N+](=O)[O-])c3c(C(=O)O)cc4c(c32)OCO4)c1OC
33607.mol2Aristolochic_acid_IVa_methyl_ester,COC(=O)c1cc2c(c3c1c([N+](=O)[O-])cc1c(OC)cc(O)cc13)OCO2
33601.mol2Aristolochic_acid_D_methyl_ether,COc1cc(OC)c2cc([N+](=O)[O-])c3c(C(=O)O)cc4c(c3c2c1)OCO4
43887.mol2Papaverrubine_D,COc1cc2c(cc1O)[C@@H]1O[C@H](OC)c3c(ccc4c3OCO4)[C@H]1NCC2
41260.mol2Ledeboridine,COc1cc2c(cc1O)[C@]1([C@@H](O)c3ccc4c(c3[C@@H]1O)OCO4)N(C)CC2
43511.mol2Ophiocarpine_N-oxide,COc1ccc2c(c1OC)C[N@@+]1([O-])CCc3cc4c(cc3[C@@H]1[C@@H]2O)OCO4
34906.mol2Cinereapyrrole_B,COC(=O)c1[nH]cc(-c2c[nH]c3ccccc23)c1-c1c[nH]c2ccc(O)cc12
"42487.mol2N-trans-4-O-Methylferuloyl_3',4'-O-dimethyldopamine",COc1ccc(/C=C\C(=O)NCCc2ccc(OC)c(OC)c2)cc1OC
