tcm_id,smiles
29087.mol232342,O=C1CCC[C@@H]2[C@H]3CCC[N@+]4([O-])CCC[C@@](O)(CN12)[C@@H]34
32570.mol215-Acetoxy-T-muurolol,CC(=O)OCC1=C[C@H]2[C@H](C(C)C)CC[C@](C)(O)[C@H]2CC1
"32492.mol27-Acetoxy-elema-1,3-dien-8-ol",C=C[C@@]1(C)C[C@@H](O)[C@](OC(C)=O)(C(C)C)C[C@@H]1C(=C)C
"36214.mol23  ,7  -Dihydroxy_amorph-4-ene_3-acetate",CC(=O)O[C@@H]1C[C@H]2[C@H](C)CC[C@@](O)(C(C)C)[C@H]2C=C1C
32554.mol21  -Acetoxy-ent-junenol,C=C1CC[C@H](OC(C)=O)[C@@]2(C)CC[C@H](C(C)C)[C@@H](O)[C@H]12
37539.mol2(-)-Eudesm-3-ene-6  -acetoxy-7  -ol,CC(=O)O[C@@H]1[C@@H]2C(C)=CCC[C@]2(C)CC[C@@]1(O)C(C)C
9670.mol2 10802,C=C1[C@H]2[C@@H](CO)C[C@H]([C@@]2(O)OC)[C@]1(C)C1CCCCC1
"39750.mol25-Hydroxy-6-methyl-3-(undec-10-enyl)-5,6-dihydropyran-2-one",C=CCCCCCCCCCC1=C[C@H](O)[C@@H](C)OC1=O
31287.mol235623,CCCCCCC[C@@H](O)CCc1ccc(O)c(OC)c1
44598.mol2Polygodial_acetal,CO[C@H]1O[C@@H](OC)[C@H]2C1=CC[C@H]1C(C)(C)CCC[C@]21C
32521.mol29-Acetoxy-10-hydroxyaromadendrane,CC(=O)O[C@H]1C[C@@H]2[C@H]([C@@H]3[C@H](C)CC[C@@H]3[C@@]1(C)O)C2(C)C
42708.mol2Micromolide,CCCCCCCC/C=C\CCCC[C@@H]1CCC(=O)O1
27247.mol229673,CCCCCCCCCCCCC/C=C/C=C/C(=O)O
"43370.mol210,13-Octadecadienoic_acid",CCCC/C=C/C/C=C/CCCCCCCCC(=O)O
26089.mol228216,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O
"41487.mol2trans-9,trans-12-Linoleic_acid",CCCCC/C=C/C/C=C/CCCCCCCC(=O)O
31413.mol235828,CCCCC/C=C/C/C=C/CCCCCCCC(=O)O
10735.mol211973,C=C(C)[C@@H]1CC[C@@]23CC=C[C@@H]4CCC[C@]42C=CC(C)=C3C1
29167.mol232444,CC#Cc1ccc(-c2ccc(C(=O)CCl)s2)s1
34418.mol2L-O-Caffeoylhomoserine,N[C@@H](CCOC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O
34794.mol2Cheliensisam_B,COc1cc2c3c(cc4c(O)cccc4c3c1O)NC2=O
28271.mol231072,COC[C@H]1O[C@@H]([n+]2[cH-]nc3c(N)ncnc32)[C@H](O)[C@@H]1O
45274.mol2Reevesianine_B,COc1ccc2c(c1)c(=O)cc(-c1ccc(O)cc1)n2C
36931.mol2Dutadrupine,COc1c2ccoc2nc2c3c(ccc12)OC(C)(C)C=C3
37926.mol2Galanthindole,Cn1ccc2cccc(-c3cc4c(cc3CO)OCO4)c21
34933.mol2(-)-Cissaglaberrimine,Oc1c2c3c(c4c1OCO4)-c1ccccc1C[C@@H]3NCC2
41501.mol2Lirinidine,COc1cc2c3c(c1O)-c1ccccc1C[C@H]3N(C)CC2
27846.mol230510,COc1c(O)cc2c3c1-c1ccccc1C[C@@H]3N(C)CC2
27842.mol230506,COc1cc2c3c(c1OC)-c1ccccc1C[C@@H]3NCC2
43250.mol2(S)-Nornuciferine,COc1cc2c3c(c1OC)-c1ccccc1C[C@H]3NCC2
10005.mol211137,C[C@H](c1ccc(C=O)cc1)[C@H]1C=C[C@@H]2CCCC[C@]23CN13
10643.mol211879,C=C(CCNC)[C@H]1CC[C@@](C)(O)[C@H]2CC[C@](C)(O)[C@H]2C1
8792.mol2 9912,CC1(C)O[C@@]2(C3CCCC3)CC[C@@H]1[C@@](N)(CCCO)C2
8782.mol2 9902,CC1(C)O[C@@]2(C3CCCCC3)CC[C@@H]1[C@](N)(CCO)C2
3006.mol2 3085,CCCCCC/C=C\C[C@H](CC)CCCCCC(=O)[O-]
45615.mol2Rubiawallin_C,COC(=O)c1ccc2c(c1O)C(=O)c1ccccc1C2=O
37736.mol2Fimbriatone,COc1c(O)cc2c(=O)oc3cc(O)cc4ccc1c2c43
27911.mol230617,COc1c(O)cc2c3c1[C@@H]1C=C(O)C=CC1=CC3=[NH+]C2=O
"36458.mol22,3-Dihydroxymethyl-4-(3',4'-dimethoxyphenyl)-  -butyrolactone",COc1ccc([C@@H]2OC(=O)[C@H](CO)[C@H]2CO)cc1OC
36908.mol2Drypearmoracein_A,O=C(O)/C(=C/[C@H](O)[C@H](O)[C@H](O)CO)Cc1ccccc1
40336.mol2Isobonducellin,COc1ccc(/C=C2/COc3cc(O)ccc3C2=O)cc1
"39301.mol27-Hydroxy-5,6-dimethoxy-1,4-phenanthrene-quinone",C=C1C=CC(=O)c2ccc3cc(O)c(OC)c(OC)c3c21
39662.mol25-Hydroxy-7-methoxy-8-methylflavone,COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1C
39661.mol25-Hydroxy-7-methoxy-6-methylflavone,COc1cc2oc(-c3ccccc3)cc(=O)c2c(O)c1C
"36632.mol23',4'-Dimethoxyflavone",COc1ccc(-c2cc(=O)c3ccccc3o2)cc1OC
39752.mol29-Hydroxymicroperfuranone,O=C1O[C@@H](O)C(Cc2ccccc2)=C1c1ccc(O)cc1
31010.mol235227,O=c1cc(CCc2ccccc2O)oc2cccc(O)c12
39461.mol26-Hydroxy-2-[2-(2-hydroxyphenyl)_ethyl]chromone,O=c1cc(CCc2ccccc2O)oc2ccc(O)cc12
39462.mol26-Hydroxy-2-[2-(4-hydroxyphenyl)_ethyl]chromone,O=c1cc(CCc2ccc(O)cc2)oc2ccc(O)cc12
30681.mol234650,O=c1cc(C[C@@H](O)c2ccccc2)oc2ccc(O)cc12
31554.mol236069,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2=O
30677.mol234645,O=c1cc(CCc2ccccc2)oc2c(O)ccc(O)c12
"36507.mol25,8-Dihydroxy-2-(2-phenylethyl)chromone",O=c1cc(CCc2ccccc2)oc2c(O)ccc(O)c12
"36508.mol26,8-Dihydroxy-2-(2-phenylethyl)chromone",O=c1cc(CCc2ccccc2)oc2c(O)cc(O)cc12
"42183.mol29-Methoxy-3-methylcanthin-5,6-dione",COc1ccc2c3c4n(c2c1)C(=O)C(=O)C[C@@H]4N(C)C=C3
20793.mol222579,COc1cc(CCC(=O)C[C@H](O)CCCO)ccc1O
"35611.mol23,4-Dehydrofloridanolide",C[C@@H]1CC=C2[C@@]13C[C@@H](OC(=O)[C@@H]3O)[C@](C)(O)[C@@]2(C)CO
45633.mol2Rugosic_acid_D,CC(C)[C@@H]1CC[C@]2(C)C[C@@H]3O[C@@]2(O1)[C@@H](O)C=C3C(=O)O
26661.mol228915,CC1=C2C[C@@H]3[C@@](C)(C[C@]2(O)OC1=O)[C@H](O)CC[C@@]3(C)O
45631.mol2Rugosic_acid_B,CC(C)[C@H]1CC[C@]2(C)C[C@]3(O)O[C@]12[C@@H](O)C=C3C(=O)O
45630.mol2Rugosic_acid_A,CC(C)[C@H]1CC[C@]2(C)C[C@@H]3OO[C@]12[C@@H](O)C=C3C(=O)O
42044.mol2Merrilianone,C[C@@H]1CC=C2[C@@]13C[C@@]1(O)O[C@H](OC[C@]2(C)[C@@]1(C)O)[C@@H]3O
44896.mol2Pseudomajucin,C[C@@H]1[C@H](O)C[C@]23OC(=O)C[C@]12C[C@@]1(O)OC[C@]3(C)[C@@H]1C
33646.mol2Arteannuin_G,CC(=O)O[C@H]1OC(=O)[C@H](C)[C@@H]2CC[C@@H](C)[C@@H]3CCO[C@]132
41141.mol2Lactarolide_A,CC1(C)C[C@H]2[C@H](O)C3=C(C[C@](C)(O)[C@H]2C1)C(=O)O[C@H]3O
44664.mol2Porellapinguisanolide,C[C@@H]1[C@@]2(CC=O)O[C@H](OC2=O)[C@]2(C)[C@@H](C)[C@H](O)C[C@@]12C
"36019.mol23,6-Dideoxy-10-hydroxypseudoanisatin",C[C@@H]1CC[C@@]2(O)[C@@]13CC(=O)[C@@H](C)[C@@]2(C)COC(=O)[C@@H]3O
35802.mol23-Deoxypseudoanisatin,C[C@@H]1CC[C@@]2(O)[C@]13CC(=O)OC[C@]2(C)[C@@](C)(O)C(=O)C3
48266.mol2Zedoarolide_B,CC1=C2C[C@H]3[C@H](CC[C@]3(C)O)[C@@](C)(O)C[C@]2(O)OC1=O
"47555.mol21  ,2  ,4  -Trihydroxypseudoguaian-6  ,12-olide",C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@]1(O)[C@H](O)C[C@H](O)[C@@]21C
35551.mol211-O-Debenzoyltashironin,C[C@@H]1CC[C@]2(O)[C@@]13CC(=O)[C@]1(C)[C@]2(C)CO[C@@]1(O)[C@H]3O
30746.mol234722,CC(C)[C@]12OO[C@](C)(C[C@@H]1O)C1=C([C@H](C)CC1=O)[C@H]2O
30747.mol234723,CC(C)[C@@]12OO[C@@](C)(C[C@H]1O)C1=C([C@H](C)CC1=O)[C@@H]2O
40086.mol2Hysterone_C,C[C@@H]1C(=O)O[C@@H]2[C@H]1CC[C@@](C)(O)[C@]1(O)C=C[C@H](O)[C@@]21C
33645.mol2(+)-Arteannuin,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4
29902.mol233547,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@H]3O[C@@]4(C)CC[C@H]1[C@]32OO4
40085.mol2Hysterone_B,C[C@@H]1C(=O)O[C@@H]2[C@H]1CC[C@@](C)(O)[C@]1(O)CCC(=O)[C@@]21C
46917.mol2Termilignan,C=C(Cc1ccc(O)cc1)C(=C)c1ccc(OC)cc1O
28213.mol230985,C=CCc1cccc(Oc2cc(CC=C)cc(O)c2O)c1
42215.mol23''-Methoxynyasol,C=C[C@@H](/C=C/c1ccc(O)cc1)c1ccc(O)c(OC)c1
27537.mol230102,C=C[C@@H](/C=C\c1ccc(O)cc1)c1ccc(O)c(OC)c1
42214.mol23'-Methoxynyasin,C=C[C@H](/C=C\c1ccc(O)cc1)c1ccc(O)c(OC)c1
27529.mol230094,C=C[C@@H](/C=C\c1ccc(O)cc1)c1ccc(OC)c(O)c1
39636.mol23'-Hydroxy-4'-methoxy-4'-dehydroxynyasol,C=C[C@@H](/C=C\c1ccc(O)cc1)c1ccc(OC)c(O)c1
39859.mol27  -Hydroxypinguisenol-12-methyl_ester,C=C[C@@]1(O)C[C@@H](O)[C@@]2(C(=O)OC)[C@H](C)CC[C@@]2(C)[C@@H]1C
39860.mol27  -Hydroxypinguisenol-12-methyl_ester,C=C[C@@]1(O)C[C@H](O)[C@@]2(C(=O)OC)[C@H](C)CC[C@@]2(C)[C@@H]1C
39335.mol25  -Hydroxy-4-epi-ilicic_acid_methyl_ester,C=C(C(=O)OC)[C@@H]1CC[C@@]2(C)CCC[C@](C)(O)[C@]2(O)C1
34032.mol2Bisaborosaol_B1,COC(=O)C1=CC[C@H]([C@]2(C)CC[C@H](C(C)(C)O)O2)CC1
34033.mol2Bisaborosaol_B2,COC(=O)C1=CC[C@H]([C@]2(C)CC[C@H](C(C)(C)O)O2)CC1
46199.mol2Sibiriquinone_B,CC(C)C1=CC(=O)c2c(ccc3c2CCCC3(C)C)C1=O
31582.mol236105,CC(C)C1=Cc2ccc3c(c2C(=O)C1=O)CCCC3(C)C
28559.mol231620,O=C(CCc1ccccc1)C[C@H](O)CCc1ccccc1
36600.mol2Dihydroyashabushiketol,O=C(CCc1ccccc1)C[C@@H](O)CCc1ccccc1
41869.mol2(+)-Manilamine,C=C(c1cc2ccccc2[nH]1)[C@H]1CCN(C)C/C1=C/CO
9995.mol2 11127,CNC[C@H]1[C@@H]2C=C[C@@H]3[C@H]1N3[C@H]2[C@H](C)c1ccc(C=O)cc1
4330.mol2 4672,C[C@H](C=O)CC[C@H](N)CCCCCCC/C=C/C(=O)[O-]
28144.mol230913,CCO[C@H]1O[C@@H](CCC(C)=O)[C@@]2(C)CC[C@H](C(C)C)[C@@H]12
10640.mol211876,C=C(CCCO)[C@H]1CC[C@@](C)(O)[C@H]2CC[C@](C)(O)[C@H]2C1
9457.mol2 10587,COC[C@@]1(O)[C@@H](CO)[C@@H]2CC[C@@]1(C)[C@@]2(C)C1CCCC1
33.mol2   38,CC[C@@H](O)/C(C)=C/CC[C@](C)(O)[C@@]1(O)CC=C(C)CC1
40928.mol2Kamassine,CC[C@@]12CCCN(CCc3c([nH]c4ccccc34)CC1)C2
4347.mol2 4689,CCCCCCCCCCC[C@H](/C=C/C(=O)[O-])CNC
28322.mol231148,CCCCCCCC(=O)O[C@H]1C[C@@H](C)CC[C@@H]1C(C)C
26373.mol228550,CCCCCCCCCCCCCCC/C=C/C(=O)O
26061.mol228187,CCCC/C=C/CCCCCCCCCCCC(=O)O
44193.mol2Petroselinic_acid,CCCCCCCCCCC/C=C\CCCCC(=O)O
44192.mol2Petroselaidic_acid,CCCCCCCCCCC/C=C/CCCCC(=O)O
26090.mol228217,CCCCCCCC/C=C\CCCCCCCC(=O)O
27788.mol230425,CCCCCCCC/C=C/CCCCCCCC(=O)O
10733.mol211971,C=C(C)[C@@H]1CC[C@]2(C)C(=C(C)C=C3CC[C@H]4CC[C@]32C4)C1
29576.mol233086,CCCCCCCCCC(=O)CCCCCCCCC
31963.mol236633,CCCCCCCCCCCCCCCCCCCC
35227.mol2Crotonoside,Nc1nc(=O)[nH]c2c1ncn2[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O
30079.mol233794,NC1=NC(=O)[NH+]=C2C1=NC=[N+]2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
34352.mol2Buxifoliadine_F,COc1cc2occc2c2c1C(=O)[C@@H]1C=CC=C(O)[C@@H]1N2
41901.mol2Marcanine_B,COc1c(C)c2c(n(C)c1=O)C(=O)c1ccccc1C2=O
46082.mol2Semecarpine,COc1c2ccoc2nc2c3c(ccc12)O[C@@H](C)C3(C)C
26440.mol228625,O=C(/C=C/c1ccc(O)cc1)NCCc1ccc(O)cc1
35169.mol2N-(trans-p-Coumaroyl)_tyramine,O=C(/C=C\c1ccc(O)cc1)NCCc1ccc(O)cc1
35168.mol2N-p-cis-Coumaroyltyramine,O=C(/C=C\c1ccc(O)cc1)NCCc1ccc(O)cc1
43213.mol2Norcinnamolaurine,Oc1ccc(C[C@H]2NCCc3cc4c(cc32)OCO4)cc1
4338.mol2 4680,C[C@H](C=O)CC[C@H](O)CCCCCCC/C=C/C(=O)[O-]
28343.mol231174,CC(C)=CCC/C(C)=C/C/C(=C/c1ccccc1)C(=O)[O-]
4350.mol2 4692,O=C([O-])/C=C/CCCCCCCCCCCCCCO
46456.mol2Stearamide,CCCCCCCCCCCCCCCCCC(N)=O
30932.mol235082,CCc1cccc(C)c1N(C(=O)CCl)[C@H](C)COC
31164.mol235443,O=C1c2ccccc2C(=O)c2c1cc(O)c(C(=O)O)c2O
26512.mol228716,O=C(O)c1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O
47275.mol2Tramesanguin,Nc1c(C=O)c2nc3c(C(=O)O)cccc3oc-2cc1=O
38767.mol2Helicide,O=Cc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)cc1
35421.mol2Cypritibetquinone_B,COC1=CC(=O)c2c(c(OC)cc3cc(O)ccc23)C1=O
"39300.mol25-Hydroxy-3,7-dimethoxy-1,4-phenanthrenequinone",COC1=CC(=O)c2ccc3cc(OC)cc(O)c3c2C1=O
32110.mol236830,COc1cc(O)cc2c1/C(=C\c1ccc(O)cc1)C(=O)O2
31216.mol235504,COc1cc2oc(=O)cc(-c3cccc(O)c3)c2cc1O
46497.mol2Stevenin,COc1cc2oc(=O)cc(-c3cccc(O)c3)c2cc1O
31210.mol235496,COc1cc2oc(=O)cc(-c3ccc(O)cc3)c2cc1O
"39138.mol23-(4-Hydroxybenzylidene)-5,7-dihydroxychroman-4-one",O=C1/C(=C/c2ccc(O)cc2)COc2cc(O)cc(O)c21
28746.mol231893,O=C1/C(=C/c2ccc(O)cc2)COc2cc(O)cc(O)c21
43514.mol2Ophiohayatone_A,COCc1cc2c(cc1O)C(=O)c1cc(O)ccc1C2=O
31900.mol236544,COC(=O)c1c(O)ccc(O)c1C#Cc1ccccc1O
31201.mol235484,COc1cc(O)cc(-c2coc3cc(O)ccc3c2=O)c1
30883.mol234971,COc1cc(O)c2c(=O)c(-c3ccc(O)cc3)coc2c1
31191.mol235473,COc1ccc(-c2coc3cc(O)ccc3c2=O)c(O)c1
41587.mol2Lucidin_  -methyl_ether,COCc1c(O)cc2c(c1O)C(=O)c1ccccc1C2=O
27159.mol229558,COc1c(O)cc2c(c1OC)C(=O)c1ccccc1C2=O
40298.mol2Islandicin_4-methyl_ether,COc1c(C)cc(O)c2c1C(=O)c1cccc(O)c1C2=O
45600.mol2Rubianthraquinone,COc1c(C)c(O)cc2c1C(=O)c1ccc(O)cc1C2=O
"33315.mol2Anthragallol-1,3-dimethylether",COc1cc2c(c(OC)c1O)C(=O)c1ccccc1C2=O
45613.mol2Rubiawallin_A,COc1ccc2c(c1)C(=O)c1ccc(OC)c(O)c1C2=O
39457.mol21-Hydroxy-2-hydroxymethyl-3-methoxyanthraquinone,COc1cc2c(c(O)c1CO)C(=O)c1ccccc1C2=O
27070.mol229420,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1O
27066.mol229415,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1
26190.mol228348,COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O
28727.mol231866,COc1c(O)c(C)cc2c1C(=O)c1c(O)cccc1C2=O
29182.mol232459,COc1c(O)c(C)cc2c1C(=O)c1ccc(O)cc1C2=O
42769.mol2Morindone-5-methylether,COc1c(O)ccc2c1C(=O)c1ccc(C)c(O)c1C2=O
45487.mol2Robustaquinone_D,COc1cc2c(cc1O)C(=O)c1c(ccc(C)c1O)C2=O
27378.mol229850,COc1cc(O)cc2c1C(=O)c1c(O)cc(C)cc1C2=O
26505.mol228709,COc1cc(O)c2c(c1)C(=O)c1cc(C)cc(O)c1C2=O
33363.mol2Anticancer_Flavonoid_PMV70P691-85,COc1cc(/C=C2/Oc3cc(O)ccc3C2=O)ccc1O
26166.mol228316,COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12
26148.mol228291,COc1c(O)cc2oc(-c3ccccc3)cc(=O)c2c1O
43572.mol2Oroxylin_A,COc1c(O)cc2oc(-c3ccccc3)cc(=O)c2c1O
29325.mol232651,COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1
34582.mol22-Carbomethoxy-6-methoxyxanthone,COC(=O)c1ccc2oc3cc(OC)ccc3c(=O)c2c1
26850.mol229131,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1
41333.mol2Lespedezol_A4,COc1ccc2c(c1)OCc1c-2oc2cc(O)c(O)cc12
28860.mol232030,Oc1ccc2c(c1)OC[C@H]1c3cc4c(cc3O[C@@H]21)OCO4
27517.mol230074,OC[C@H]1O[C@@H](OCCc2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O
30443.mol234280,OC[C@H]1O[C@H](OCCc2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O
44233.mol2Phenethyl_  -D-glucopyranoside,OC[C@H]1O[C@@H](OCCc2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O
"37227.mol2(3S_,6R_)-4,7-Epoxy-6-deoxypseudoanisatin",C[C@@H]1C[C@H](O)[C@@]23O[C@@]4(O)C[C@@]12CC(=O)OO[C@]3(C)[C@H]4C
25862.mol227940,CC(C)=CCCOc1c2ccoc2cc2oc(=O)ccc12
33366.mol2Anticancer_Flavonoid_PMV70P691-93,COc1cc(O)c(C(=O)/C=C\c2ccccc2)c(OC)c1
25766.mol227796,CC(C)=CCCc1c2occc2c(O)c2ccc(=O)oc12
46488.mol2Stercurensin,COc1cc(O)c(C)c(O)c1C(=O)/C=C/c1ccccc1
34403.mol2Caffeic_acid_phenethyl_ester,O=C(/C=C/c1ccc(O)c(O)c1)OCCc1ccccc1
31163.mol235442,COC(=O)c1c2c(c3ccccc3c1O)OC(C)(C)C=C2
40623.mol2Isosativan,COc1ccc(C2=COc3cc(OC)ccc3C2)c(O)c1
"42516.mol2Methyl-(7R,8R)-4-hydroxy-8',9'-dinor-4',7-epoxy-8,3'-neolig-nan-7'-ate",COC(=O)c1ccc2c(c1)[C@@H](C)[C@H](c1ccc(O)cc1)O2
31873.mol236510,COc1c(C)c(O)cc2c1C=C[C@@](O)(c1ccccc1)O2
"36631.mol22',5'-Dimethoxyflavone",COc1ccc(OC)c([C@H]2CC(=O)c3ccccc3O2)c1
"36690.mol23,9-Dimethoxypterocarpan",COc1ccc2c(c1)O[C@H]1c3ccc(OC)cc3OC[C@@H]21
29360.mol232707,Cc1c(O)c(C)c2c(c1O)C(=O)C[C@H](c1ccccc1)O2
35694.mol2Demethoxymatteucinol,Cc1c(O)c(C)c2c(c1O)C(=O)C[C@@H](c1ccccc1)O2
31863.mol236496,Oc1ccc(C[C@H]2COc3c(ccc4c3OCO4)C2)cc1
39075.mol2sec-Hydroxyaeginetic_acid,CC(/C=C/[C@@]1(O)C(C)(C)[C@@H](O)CC[C@@]1(C)O)=C\C(=O)O
45632.mol2Rugosic_acid_C,CC(C)[C@H]1CC[C@]2(C)C[C@H](O)C(C(=O)O)=C[C@H](O)[C@@]12O
35738.mol2Dendrobiumane_D,CC(C)[C@H]1[C@@H]2OC(=O)[C@H]1[C@@]1(O)CC[C@](C)(O)[C@@]1(C)[C@H]2O
29916.mol233566,C[C@H]1[C@@H](O)O[C@H]2O[C@@]3(C)CC[C@@H]4[C@H](C)CC[C@@H]1[C@@]24OO3
40087.mol2Hysterone_D,C[C@@H]1C(=O)O[C@@H]2[C@H]1CC[C@@](C)(O)[C@]1(O)CC[C@H](O)[C@@]21C
38009.mol2Garcibiphenyl_B,COc1cc(-c2ccc(O)cc2)cc(O)c1CC=C(C)C
32288.mol237064,COc1cc2c(c(OC)c1)-c1cc(C)c(OC)cc1CC2
"39850.mol2threo-(7S,8R)-1-(4-Hydroxyphenyl)-2-[4-(E)-propenylphenoxy]-propan-...",C/C=C/c1ccc(O[C@@H](C)[C@H](O)c2ccc(O)cc2)cc1
"39363.mol25-(1-Hydroxyethyl)-2,6-dihydroxy-1,7-dimethyl-9,10-dihydro-phenanth...",Cc1cc2c(c([C@H](C)O)c1O)-c1ccc(O)c(C)c1CC2
"36025.mol21,3-Di-O-[2',2'-di-(p-phenylene)_isopropylidene]_glycerol",CC1(C)c2ccc(cc2)OCC(O)COc2ccc1cc2
37708.mol2FB5,C[C@@H]1[C@H](c2ccc(O)cc2)c2cc(O)c(O)cc2C[C@H]1C
"39364.mol25-(1-Hydroxyethyl)-2,8-dihydroxy-1,7-dimethyl-9,10-dihydro-phenanth...",Cc1cc([C@H](C)O)c2c(c1O)CCc1c-2ccc(O)c1C
38007.mol2Garcibenzopyran,COc1cc(-c2ccc(O)cc2)cc2c1CCC(C)(C)O2
37133.mol24-Epi-larreatricin,C[C@@H]1[C@@H](C)[C@H](c2ccc(O)cc2)O[C@@H]1c1ccc(O)cc1
32818.mol2Actinolide_B,CCCCCCCCC/C=C1\C(=O)O[C@@](C)(OC)[C@H]1O
"42399.mol2Methyl_(2E,6E,10R)-10,11-dihydroxy-3,7,11-trimethyl-2,6-dodecadienoate",COC(=O)/C=C(\C)CC/C=C(/C)CC[C@@H](O)C(C)(C)O
34159.mol2Bornyl_cinnamate,CC1(C)[C@H]2CC[C@]1(C)[C@H](OC(=O)/C=C/c1ccccc1)C2
29239.mol232525,C=C1C=CC[C@]2(C)[C@@H]1CCC(=C)[C@H]2CCC1=CCOC1=O
28575.mol231644,O[C@H](CCc1ccccc1)C[C@H](O)CCc1ccccc1
"36015.mol25,6-Didehydroferruginol",CC(C)c1cc2c(cc1O)[C@]1(C)CCCC(C)(C)C1=CC2
35610.mol2  6-Dehydroferruginol,CC(C)c1cc2c(cc1O)[C@@]1(C)CCCC(C)(C)[C@@H]1C=C2
48013.mol2Vitexifolin_C,C=C1[C@@H]2CCc3cc(C(C)C)ccc3[C@@]2(C)CC[C@@]1(C)O
9366.mol2 10488,C=C1C=C2[C@H](CCO)CC[C@@H]3CC=C[C@@]4([C@@H]1C4(C)C)[C@@]23C
"32372.mol2Abieta-8,11,13-trien-7-one",CC(C)c1ccc2c(c1)C(=O)C[C@@H]1C(C)(C)CCC[C@]21C
35105.mol2Coronarin_E,C=C1CC[C@@H]2C(C)(C)CCC[C@]2(C)[C@H]1/C=C/c1ccoc1
31438.mol235888,CCCCCCCCCCCCCCCC(=O)OCC
26974.mol229303,CCCCCCCCCCCCCCCCC(=O)OC
26113.mol228241,CCCCCCCCCCCCCCCCCC(=O)O
9376.mol2 10500,C=C1C=C2CCC[C@H](C3CCCCC3)[C@@]2(C)[C@H]2[C@@H]1C2(C)C
41903.mol2Marcanine_D,COc1c(C)c2c([nH]c1=O)C(=O)c1cccc(O)c1C2=O
34213.mol28-Bromo-1-en-Chamigrene,CC1=CC[C@@]2(CC1)[C@H](C)CC[C@H](Br)C2(C)C
47220.mol2Toddaliopsin_A,COc1cc2[nH]c3ccccc3c(=O)c2c(OC)c1OC
"35579.mol24a,N-Dedihydronoraugustamine",c1c2c(cc3c1[C@H]1O[C@@H]4[C@@H](CCC5=NCC[C@@]534)O1)OCO2
40171.mol2(E)-2-[(3'-Indole)cyanomethylene]-3-indolinone,N#C/C(=C1\Nc2ccccc2C1=O)c1c[nH]c2ccccc12
27828.mol230486,COc1cc2c(cc1O)[C@@H](Cc1ccc(O)cc1)NCC2
34801.mol2Cherylline,COc1cc2c(cc1O)CN(C)C[C@H]2c1ccc(O)cc1
43277.mol2Noryuziphine,COc1ccc2c(c1O)[C@@H](Cc1ccc(O)cc1)NCC2
37059.mol2Epibuphanisine,CO[C@H]1C=C[C@@]23CCN(Cc4cc5c(cc42)OCO5)[C@H]3C1
33469.mol2Aposcopolamine,C=C(C(=O)O[C@H]1C[C@@H]2[C@@H]3O[C@@H]3[C@H](C1)N2C)c1ccccc1
28530.mol231573,O=C(/C=C/C=C\c1ccc2c(c1)OCO2)N1CCCCC1
28531.mol231574,O=C(/C=C\C=C\c1ccc2c(c1)OCO2)N1CCCCC1
"43722.mol21-[1-Oxo-5(3,4-methylenedioxyphenyl)-2E,4Z-pentadienyl]piperidine",O=C(/C=C/C=C\c1ccc2c(c1)OCO2)N1CCCCC1
28528.mol231570,O=C(/C=C\C=C/c1ccc2c(c1)OCO2)N1CCCCC1
"43723.mol21-[1-Oxo-5(3,4-methylenedioxyphenyl)-2Z,4E-pentadienyl]piperidine",O=C(/C=C\C=C/c1ccc2c(c1)OCO2)N1CCCCC1
28401.mol231281,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1
10317.mol211533,CC1(C)[C@@H]2CC[C@H]3CC=C[C@@H]4[C@@H](C=O)C(C(=O)[O-])=C(C2)[C@@]341
28.mol2   32,C[C@@H]([C@H](O)c1ccccc1)N(C)CCc1cccc(O)c1
"36704.mol23,3-Dimethylallyl-4-methoxy-2-quinolone",C=CCCC1(CCC=C)C(=O)Nc2ccccc2[C@@H]1OC
43195.mol22-(Nonan-8-one)-(1H)-4-quinolone,CC(=O)CCCCCCCc1cc(=O)c2ccccc2[nH]1
10001.mol211133,O=Cc1ccc([C@@H](C2CCCC2)[C@H]2CC[C@@]3(O)CN23)cc1
