smiles,fda_id
S(=O)(=O)(N)c1sc2S(=O)(=O)[C@@](C)C[C@](NCC)c2c1.Cl,Z2756516872
C(c1c(C)c(C)ccc1)c1nc[nH]c1.Cl,Z2756516861
S(CC1=C(C(=O)[O-])N2C(=O)[C@@](NC(=O)Cn3nnnc3)[C@]2SC1)c1sc(C)nn1.[Na+],Z2756516844
N(Cc1ccccc1)(CC1=NCCN1)c1ccccc1.Cl,Z2756516821
Clc1cc2C(N3CCN(C)CC3)=Nc3c(Oc2cc1)cccc3.O=C(O)CCC(=O)O,Z2756516768
Clc1cc2N(CCCN(C)C)c3c(cccc3)CCc2cc1.Cl,Z2756516761
S(=O)(=O)(/N=C(\N)/N)c1ccc(N)cc1,Z275534804
C(n1cncc1)(c1ccc(-c2ccccc2)cc1)c1ccccc1,Z275375166
O(C)c1c(C(O)C(N)C)cc(OC)cc1.Cl,Z2753379879
Nc1c(-c2ccccc2)nc2c(N)nc(N)nc2n1,Z275128596
Clc1c(S(=O)(=O)N)cc(C(=O)O)c(NCc2occc2)c1,Z275128584
FC=1C(=O)NC(=O)NC=1,Z275128052
O=C(N1CCN(c2nc(N)c3c(n2)cc(OC)c(OC)c3)CC1)c1occc1,Z275127478
O=C(Nc1ccc(OCC(O)CNC(C)C)cc1)C,Z274728816
S(=O)(=O)(CC)N1CC(CC#N)(n2ncc(-c3ncnc4[nH]ccc34)c2)C1,Z2724205326
O(CC(N)C)c1c(C)cccc1C,Z271014318
Clc1c(CC(=O)/N=C(\N)/N)c(Cl)ccc1.Cl,Z2696918787
N(C)C1(C)C(C)(C)C2CC1CC2.Cl,Z2685925293
O=C([O-])[C@@](NC(=O)c1ccc(NCC2N(C=O)C=3C(=O)N=C(N)NC=3NC2)cc1)CCC(=O)[O-].[Ca+2],Z2683233771
O(C)c1c(OC)ccc(Cc2c(N)nc(N)nc2)c1,Z2681892420
O=C(NCCO)/C=C/c1ccccc1,Z2681891576
O=C(Oc1c(C)c(C)c2O[C@@](CCC[C@@](CCC[C@@](CCCC(C)C)C)C)(C)CCc2c1C)C,Z2681891483
S(=O)(=O)(Nc1c(Oc2ccccc2)cc2C(=O)C(NC=O)=COc2c1)C,Z2681891323
O=C(O)CCN(C(=O)c1cc2nc(CNc3ccc(C(=N)N)cc3)n(C)c2cc1)c1ncccc1,Z2681891234
O=C(OC1C[C@@]2N(C)[C@](C1)CC2)c1c2c([nH]c1)cccc2,Z2681891229
SC(C(=O)NCC(=O)O)C,Z2681891170
O=C1NC=Nc2n([C@]3[C@](O)[C@](O)[C@@](CO)O3)cnc12,Z2681890654
Ic1c(NC(=O)COC)c(I)c(C(=O)NCC(O)CO)c(I)c1C(=O)N(CC(O)CO)C,Z2681890595
Clc1ccc(C(N2CCN(CCOCCO)CC2)c2ccccc2)cc1.Cl.Cl,Z2680630178
P(=O)(O)(O)C(P(=O)(O)O)(O)Cn1cncc1.O,Z2660640472
[P@@](=O)(Oc1ccccc1)(N[C@](C(=O)OC(C)C)C)CO[C@@](Cn1c2ncnc(N)c2nc1)C.O=C(O)/C=C/C(=O)O,Z2636644167
O=C(OC)[C@]1C2[C@]3([C@]4(C)C(=CC(=O)CC4)C1)O[C@@]3C[C@]1(C)[C@@]3(OC(=O)CC3)CC[C@@]21,Z2588064174
O=C(C(C)C)c1c(C(C)C)nn2c1C=CC=C2,Z2588063484
O=C(O)CC[C@@](C)[C@@]1[C@]2(C)[C@]([C@@]3[C@@](O)C[C@]4[C@@](C)([C@]3CC2)CC[C@@](O)C4)CC1,Z2588039022
Clc1ccc(C(=O)NCCc2ccc(OC(C(=O)O)(C)C)cc2)cc1,Z2588039015
Clc1ccc(C2CCC(C3=C(O)C(=O)c4c(C3=O)cccc4)CC2)cc1,Z2588038997
O=C(O)CCNC(=O)c1ccc(/N=N/c2cc(C(=O)O)c(O)cc2)cc1,Z2588038982
O=C(O)CN(CC(=O)O)CCN(CC(=O)O)CC(=O)O,Z2588038976
S(=O)(CCCC(F)(F)C(F)(F)F)CCCCCCCCC[C@]1C2[C@]3[C@@](C)([C@@](O)CC3)CC[C@@]2c2c(cc(O)cc2)C1,Z2588038967
O=C(NC1C[C@@]2N(C)[C@](C1)CCC2)c1nn(C)c2c1cccc2,Z2588038960
S(=O)(=O)(N1CCN(CC)CC1)c1cc(c(OCC)cc1)C1=NC(=O)c2c(C)nc(CCC)n2N1,Z2588038957
Nc1nc2c(c3n(CC(C)C)cnc13)cccc2,Z2588038940
O=C(Nc1ncccc1)C=1N(C)S(=O)(=O)c2c(C=1O)scc2,Z2588038907
O=C(N[C@@]1C(=O)N2[C@@](C(=O)O)C(C)(C)S[C@]12)[C@](NC(=O)N1C(=O)C(=O)N(CC)CC1)c1ccccc1,Z2587996977
Fc1c(N2C[C@]3NCCC[C@]3C2)c(OC)c2N(C3CC3)C=C(C(=O)O)C(=O)c2c1,Z2587996957
O(C)[C@@]1(C)[C@@](O)[C@](C)O[C@@](O[C@@]2[C@@](C)C(=O)O[C@](CC)[C@](O)(C)[C@](O)[C@@](C)C(=O)[C@](C)C[C@](O)(C)[C@](O[C@]3[C@](O)[C@@](N(C)C)C[C@@](C)O3)[C@]2C)C1,Z2587996953
O=C(N[C@@]1C(=O)N2C(C(=O)O)=C(C)CS[C@]12)[C@](N)c1ccc(O)cc1,Z2587996508
O=C(O)C(C)c1ccc(C(=O)c2sccc2)cc1,Z2587996507
S(=O)(=O)([O-])CCCC[N+]1=C(/C=C/C=C/C=C/C=C/2\N(CCCCS(=O)(=O)[O-])c3c(C\2(C)C)c2c(cc3)cccc2)C(C)(C)c2c3c(ccc12)cccc3.[Na+],Z2587758505
OC([C@](C=C[C@@](C)[C@@]1[C@]2(C)[C@](/C(=C\C=C\3/C[C@@](O)C[C@](O)C/3)/CCC2)CC1)C)(C)C,Z2583384655
S(=O)(=O)(Nc1ccc(C(O)CCCN(CCCCCCC)CC)cc1)C.S(=O)(=O)(Nc1ccc(C(O)CCCN(CCCCCCC)CC)cc1)C.O=C(O)/C=C/C(=O)O,Z2583205878
S(=O)(=O)(N(C)c1nc(C(C)C)c(/C=C/[C@@](O)C[C@@](O)CC(=O)[O-])c(-c2ccc(F)cc2)n1)C.[Na+],Z2583154880
S(CC1=C(C(=O)O)N2C(=O)[C@@](NC(=O)/C(=N/OC)/c3nc(N)sc3)[C@]2SC1)c1n(C)nnn1,Z2583154272
O=Cc1c(O)c(C)ncc1CO.Cl,Z2575039413
Brc1ccc(C(OCCN(C)C)(C)c2ccccc2)cc1,Z2574931930
S(=O)(=O)(O)O.N=C(NC(=N)N)N,Z2574927435
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c12.Cl.Cl,Z2569867923
O=C(O)[C@@](N[C@](C(=O)N1[C@](C(=O)O)CCC1)C)CCc1ccccc1.O.O,Z2569864568
O=C1N(CC)CC(CCN2CCOCC2)C1(c1ccccc1)c1ccccc1.Cl.O,Z2569809969
Clc1ccc(C(CN)CC(=O)O)cc1.Cl,Z2569257770
O=C(O)c1cc(C=2C(=O)/C(=N\NC=3C(=O)N(c4cc(C)c(C)cc4)NC=3C)/C=CC=2)ccc1,Z2568748600
Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)/C=C/CN(C)C)c(O[C@@]2COCC2)c3)c1,Z2568727518
O=C(N)C(CNC(=O)[C@](C(C)C)C[C@](O)[C@@](N)C[C@@](C(C)C)Cc1cc(OCCCOC)c(OC)cc1)(C)C.O=C(N)C(CNC(=O)[C@](C(C)C)C[C@](O)[C@@](N)C[C@@](C(C)C)Cc1cc(OCCCOC)c(OC)cc1)(C)C.O=C(O)/C=C/C(=O)O,Z2568726960
Fc1cc2/C(=C/c3c(C)c(C(=O)NCCN(CC)CC)c(C)[nH]3)/C(=O)Nc2cc1,Z2568722545
Clc1cc(C(O)CN(CCCC)CCCC)c-2c(/C(=C/c3ccc(Cl)cc3)/c3c-2ccc(Cl)c3)c1,Z2568712703
O=C(O)/C=C/C(=O)O.O(CCN(C)c1ncccc1)c1ccc(CC2C(=O)NC(=O)S2)cc1,Z2568700088
O=C(O)/C=C/C(=O)O.O(CCO)CCN1CCN(C2=Nc3c(Sc4c2cccc4)cccc3)CC1.O(CCO)CCN1CCN(C2=Nc3c(Sc4c2cccc4)cccc3)CC1,Z2568699261
Clc1cc2nc(/C=C/c3cc([C@](SCC4(CC(=O)[O-])CC4)CCc4c(C(O)(C)C)cccc4)ccc3)ccc2cc1.[Na+],Z2568666690
Fc1ccc(-c2c(/C=C/[C@@](O)C[C@@](O)CC(=O)[O-])n(C(C)C)c3c2cccc3)cc1.[Na+],Z2568666661
O=C(O)Cc1cc2/C(=C\CCN(C)C)/c3c(cccc3)COc2cc1.Cl,Z2568665949
O=C1[C@@]2(O)[C@](C)CC[C@](O2)C[C@](OC)/C(/C)=C\C=C\C=C\[C@@](C)C[C@@](C)C(=O)[C@](OC)[C@](O)/C(/C)=C/[C@@](C)C(=O)C[C@@]([C@@](C[C@]2C[C@@](OC)[C@](O)CC2)C)OC(=O)[C@]2N(C1=O)CCCC2,Z2568665260
O=C(OCCN1CCOCC1)CC/C(=C/Cc1c(OC)c(C)c2c(c1O)C(=O)OC2)/C,Z2568665233
O=C(N[C@@]1C(=O)N2C(C(=O)O)=C(C=C)CS[C@]12)/C(=N/OCC(=O)O)/c1nc(N)sc1,Z2568664267
FC(F)(F)c1ccc(/C(=N\OCCN)/CCCCOC)cc1.O=C(O)/C=C/C(=O)O,Z2568647847
O=C1C(C/C=C(/CCC[C@@](CCC[C@@](CCCC(C)C)C)C)\C)=C(C)C(=O)c2c1cccc2,Z2568644345
Clc1cc2N(CCCN3CCN(C)CC3)c3c(Sc2cc1)cccc3.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O,Z2568619526
Oc1ccc(/C(=C(\CC)/c2ccc(O)cc2)/CC)cc1,Z2568587997
O=S1(=O)NC(=O)c2c1cccc2,Z256708526
O=C(OCCN(CC)CC)C1(c2ccccc2)CCCC1,Z252849348
O(CCN(C)C)c1ccc(/C(=C(\CC)/c2ccccc2)/c2ccccc2)cc1,Z2527624834
Clc1c(COC(Cn2cncc2)c2c(Cl)cc(Cl)cc2)ccs1,Z2520891696
Brc1cc(F)c(Nc2ncnc3c2cc(OC)c(OCC2CCN(C)CC2)c3)cc1,Z2512943095
Clc1c(C#N)ccc(-c2nn(C[C@@](NC(=O)c3n[nH]c(C(O)C)c3)C)cc2)c1,Z2512157889
Clc1c(Nc2c(P(=O)(C)C)cccc2)nc(Nc2c(OC)cc(N3CCC(N4CCN(C)CC4)CC3)cc2)nc1,Z2512157852
O=C(Nc1noc(C)c1)C=1N(C)S(=O)(=O)c2c(C=1O)cccc2,Z2511727314
S(=O)(=O)(O)CCN,Z248489432
Clc1c(N)cc(OC)c(C(=O)N[C@@]2[C@](OC)CN(CCCOc3ccc(F)cc3)CC2)c1,Z2471178869
S(=O)(=O)(O)O.OC[C@@]1C=C[C@](n2c3nc(N)nc(NC4CC4)c3nc2)C1.OC[C@@]1C=C[C@](n2c3nc(N)nc(NC4CC4)c3nc2)C1,Z2471178866
O=C1N([C@@]2O[C@](CO)[C@@](O)C2)C=NC(N)=N1,Z2467077030
O=C(c1n2c(C(C(=O)O)CC2)cc1)c1ccccc1,Z2429420872
Fc1ccc(C(CCCN2CCC(N3C(=O)Nc4c3cccc4)CC2)c2ccc(F)cc2)cc1,Z241910386
Ic1c(O)c(I)cc2C(c3c(Cl)c(Cl)c(Cl)c(Cl)c3C(=O)O)=C3C(=C(I)C(=O)C(I)=C3)Oc12,Z2417819564
Clc1c(CO)n(Cc2ccc(-c3c(-c4[nH]nnn4)cccc3)cc2)c(CCCC)n1,Z2417557127
Ic1c(N(C(=O)C)C)c(I)c(C(=O)O)c(I)c1NC(=O)C,Z2417556930
[N+](CCCCCCCCCCCCCCCC)(C)(C)C.[Br-],Z2417556873
O=C(O)CCCCCCC/C=C/CCCCCCCC,Z2412194967
Clc1c(Cl)cccc1C1C(C(=O)OCC)=C(C)NC(C)=C1C(=O)OC,Z239864852
O=[N+]([O-])c1cc(C2C(C(=O)OCC)=C(C)NC(C)=C2C(=O)OC)ccc1,Z239859926
O=C(O)C(NC(=O)C)Cc1ccc(O)cc1,Z239130480
O=C(OCC1=C(C(=O)O)N2C(=O)[C@@](NC(=O)/C(=N/OC)/c3occc3)[C@]2SC1)N,Z2382058334
O[C@@]1[C@](C)C2[C@@]34OOC(C)(O[C@]3O1)CC[C@]4[C@](C)CC2,Z2379810087
O=C(O[C@@](CCCCCCCCCCC)C[C@]1[C@](CCCCCC)C(=O)O1)[C@@](NC=O)CC(C)C,Z2379810072
O=C1N(N(c2ccccc2)C(=O)C1CCCC)c1ccc(O)cc1,Z2379810069
OC[C@]1N(CCCC)C[C@](O)[C@@](O)[C@@]1O,Z2379810058
O(CCCCN1CCN(c2c3c(scc3)ccc2)CC1)c1cc2NC(=O)C=Cc2cc1,Z2373117814
Fc1c(C(O)(Cn2ncnc2)Cn2ncnc2)ccc(F)c1,Z235354561
SC([C@@](N)C(=O)O)(C)C,Z234896485
O=C(O)C(O)(CC(=O)O)CC(=O)O.O(C(c1c(C)cccc1)c1ccccc1)CCN(C)C,Z234896463
O=C(OC)Nc1[nH]c2c(n1)ccc(C(=O)c1ccccc1)c2,Z234895185
O=C(O)CCCc1ccccc1,Z234895119
Clc1c(CN2Cc3c(scc3)CC2)cccc1,Z231745614
O=C(OC)/C=C/C(=O)O,Z2315585555
Clc1ccc([C@](CCN(C)C)c2ncccc2)cc1.O=C(O)/C=C/C(=O)O,Z2315585265
Clc1ccc(C(OCCN(C)C)c2ncccc2)cc1.O=C(O)/C=C/C(=O)O,Z2315582665
N(C/C=C/C#CC(C)(C)C)(Cc1c2c(ccc1)cccc2)C,Z2315576259
Clc1cc2/C(=C\CCN(C)C)/c3c(Sc2cc1)cccc3,Z2315576239
O=C(O)CC/C(=C/Cc1c(OC)c(C)c2c(c1O)C(=O)OC2)/C,Z2315575694
OC/C=C(/CC/C=C(\C)/C)\C,Z2315575190
O(C)c1ccc(/C=C/C)cc1,Z2315575049
O=[N+]([O-])c1c(O)c(O)cc(/C=C(\C(=O)N(CC)CC)/C#N)c1,Z2315574782
C(=C\CN1CCCC1)(\c1ncccc1)/c1ccc(C)cc1.Cl,Z2312950560
S(C[C@](N)C(=O)O)CCCC/C=C(/NC(=O)[C@@]1C(C)(C)C1)\C(=O)O,Z2312626081
Clc1cc2c(Oc3c(cccc3)[C@@]3[C@@]2CN(C)C3)cc1.O=C(O)/C=C/C(=O)O,Z2312380776
O=C(O)/C=C(/C=C/C=C(/C=C/c1c(C)c(C)c(OC)cc1C)\C)\C,Z2312273468
Clc1ccc(C(CCN(C)C)c2ncccc2)cc1.O=C(O)/C=C/C(=O)O,Z2311928354
N(CCCC12c3c(cccc3)C(c3c1cccc3)CC2)C.Cl,Z2311574250
O=C(O)[C@@](NN)(Cc1cc(O)c(O)cc1)C,Z2301684895
Clc1cnc(NC(=O)C(=O)N[C@@]2[C@](NC(=O)c3sc4c(n3)CCN(C)C4)C[C@@](C(=O)N(C)C)CC2)cc1,Z2301684749
S(=O)(=O)(N(C[C@@](O)[C@@](NC(=O)O[C@@]1[C@]2[C@@](OC1)OCC2)Cc1ccccc1)CC(C)C)c1ccc(N)cc1,Z2301684748
O[C@@]1CC=2[C@@](C)([C@@]3[C@]([C@]4[C@@](C)(C(c5cnccc5)=CC4)CC3)CC=2)CC1,Z2301684603
S(c1c2c([nH]c1)cccc2)C1=NCCN1.I,Z2301534047
OC(CNC(C)(C)C)c1cc(CO)c(O)cc1,Z2301287926
S=C1N=C(N)Nc2nc[nH]c12,Z2299468139
Clc1ccc(C(=O)NC(C(=O)O)CC=2c3c(NC(=O)C=2)cccc3)cc1,Z2289798874
O=C1[C@@]2(O)[C@](C)CC[C@](O2)C[C@](OC)/C(/C)=C\C=C\C=C\[C@@](C)C[C@@](C)C(=O)[C@](OC)[C@](O)/C(/C)=C/[C@@](C)C(=O)C[C@@]([C@@](C[C@]2C[C@@](OC)[C@](OCCO)CC2)C)OC(=O)[C@]2N(C1=O)CCCC2,Z2289798859
O=C([O-])C[N+](C)(C)C,Z2289798098
O=C([O-])C(O)(CC(=O)[O-])CC(=O)[O-].[Li+].[Li+].[Li+],Z2289798095
O=C(N)c1c(/N=N/N(C)C)[nH]cn1,Z2289761610
FC(F)(F)c1ccc(NC(=O)c2c(C)onc2)cc1,Z228668542
Clc1c2c(c3c(c(C(O)CCN(CCCC)CCCC)c2)ccc(C(F)(F)F)c3)cc(Cl)c1.Cl,Z2285376546
N(CC/C=C/1\c2c(cccc2)CCc2c\1cccc2)C.Cl,Z227834786
Fc1ccc(C(=O)CCCN2CCC(N3C(=O)Nc4c3cccc4)CC2)cc1,Z2271075295
N(=C(/N(C)C)\N)\C(=N)N.Cl,Z2244578658
S(CC1=C(C(=O)O)N2C(=O)[C@@](NC(=O)[C@](NC(=O)N3C(=O)C(=O)N(CC)CC3)c3ccc(O)cc3)[C@]2SC1)c1n(C)nnn1,Z2242164637
FC(F)(F)c1c([N+](=O)[O-])ccc(N2C(=O)C(C)(C)NC2=O)c1,Z2242164525
O=C(NCCO)CCCCCCCCCCCCCCC,Z2242151306
O(C(C)(c1ncccc1)c1ccccc1)CCN(C)C,Z2242151271
S(=O)(=O)(NC(=O)COCCCCN(C(C)C)c1nc(c(-c2ccccc2)nc1)-c1ccccc1)C,Z2242135673
O=C(Nc1c(C)cccc1C)[C@]1N(CCCC)CCCC1,Z2242128693
N[C@]1[C@](c2ccccc2)C1.Cl,Z2242067488
Clc1ccc(C(N2CCN(CCOCC(=O)O)CC2)c2ccccc2)cc1.Cl.Cl,Z2242062189
O=C(O)[C@@](NC(=O)[C@@](O)[C@](N)Cc1ccccc1)CC(C)C,Z2242062173
C(C)(C)(C)c1cc(C)c(CC2=NCCN2)c(C)c1.Cl,Z2242061948
O=C1[C@@]2(O)[C@](C)C[C@](OC)[C@@]([C@@](OC)C[C@@](C)C/C(/C)=C/[C@@](CC=C)C(=O)C[C@](O)[C@@](C)[C@@](/C(=C/[C@]3C[C@@](OC)[C@](O)CC3)/C)OC(=O)[C@]3N(C1=O)CCCC3)O2,Z2242006187
O=C(Nc1sc(C)cn1)C1N(C)S(=O)(=O)c2c(C1=O)cccc2,Z2241984977
O=C(O)C[C@]1C(=O)N[C@@](Cc2c3c([nH]c2)cccc3)C(=O)N2[C@](C(=O)N[C@](C(=O)N)CSSCCC(=O)N[C@@](CCCC/N=C(\N)/N)C(=O)NCC(=O)N1)CCC2,Z2241982440
O=C(OCC)[C@@](N[C@](C(=O)N1[C@](C(=O)O)Cc2c(cccc2)C1)C)CCc1ccccc1.Cl,Z2240938942
O(C(c1ccccc1)c1ccccc1)CCN(C)C.Cl,Z2239078678
N(CCc1ncccc1)C.Cl.Cl,Z2238930991
O=C(OCC(=O)[C@]1(O)[C@]2(C)[C@]([C@]3[C@](C(=O)C2)[C@]2(C)C(=CC(=O)CC2)CC3)CC1)C,Z2238899644
O=C(OCCCCCC)/N=C(\N)/c1ccc(NCc2n(C)c3c(n2)cc(C(=O)N(CCC(=O)OCC)c2ncccc2)cc3)cc1,Z2235811583
S(=O)(=O)(NCCC1N(C)CCC1)c1cc(c(OCCC)cc1)C1=NC(=O)c2n(C)nc(CCC)c2N1,Z2235811577
O=C(N[C@@]1C(=O)N2C(C(=O)O)=C(C)CS[C@]12)[C@](N)C1=CCC=CC1,Z2235811518
O(C)c1cc2c([C@@](O)[C@]3N4C[C@](C=C)[C@](C3)CC4)ccnc2cc1,Z2235811384
O=C(Nc1c(C)cccc1C)[C@]1N(CCC)CCCC1,Z2235811359
Oc1c(C)c(C)c2O[C@@](CCC[C@@](CCC[C@@](CCCC(C)C)C)C)(C)CCc2c1C,Z2235811339
O=C(OC)/C=C/C(=O)OC,Z2235802810
P(=O)(OC[C@@]1[C@@](O)[C@](O)[C@](n2c3nc(F)nc(N)c3nc2)O1)(O)O,Z2235802254
ClCCN(CCCl)c1cc2nc(CCCC(=O)O)n(C)c2cc1.Cl,Z2235802251
Clc1ccc([C@](OC2CCN(CCCC(=O)O)CC2)c2ncccc2)cc1.S(=O)(=O)(O)c1ccccc1,Z2235802230
Clc1c2[C@@](O)[C@@]3C(C(=O)c2c(O)cc1)=C(O)[C@]1(O)C(=O)C(C(=O)N)=C(O)[C@@](N(C)C)[C@@]1C3.Cl,Z2235802217
O=C(NC1CC1)C(=O)[C@@](NC(=O)[C@]1N(C(=O)[C@@](NC(=O)[C@@](NC(=O)c2nccnc2)C2CCCCC2)C(C)(C)C)C[C@]2[C@@]1CCC2)CCC,Z2235802141
FC(F)(F)COc1c(OCCN[C@@](Cc2cc(C(=O)N)c3N(CCCO)CCc3c2)C)cccc1,Z2235802137
Clc1c(Nc2c(S(=O)(=O)C(C)C)cccc2)nc(Nc2c(OC(C)C)cc(c(C)c2)C2CCNCC2)nc1,Z2235802104
S(CCC)c1nc(N[C@]2[C@](c3cc(F)c(F)cc3)C2)c2nnn([C@]3[C@](O)[C@](O)[C@@](OCCO)C3)c2n1,Z2235802088
Clc1c(Cc2ccc(O[C@@]3COCC3)cc2)cc([C@]2[C@](O)[C@@](O)[C@](O)[C@@](CO)O2)cc1,Z2235802079
Clc1c(OC)ccc(CNc2c(C(=O)NCc3ncccn3)cnc(N3[C@](CO)CCC3)n2)c1,Z2235802070
O=C([C@@](N)C12CC3(O)CC(C1)CC(C3)C2)N1[C@](C#N)C[C@]2[C@@]1C2,Z2235802036
S(=O)(=O)(O)C.O(C(c1ccccc1)c1ccccc1)C1C[C@@]2N(C)[C@](C1)CC2,Z2235802006
Fc1ccc(-c2sc(Cc3c(C)ccc([C@]4[C@](O)[C@@](O)[C@](O)[C@@](CO)O4)c3)cc2)cc1,Z2235801995
Clc1sc2C(O)=C(C(=O)Nc3ncccc3)N(C)S(=O)(=O)c2c1,Z2235801980
O=C1N(Cc2nc(C)c3c(n2)cccc3)C(=O)c2n(CC#CC)c(N3C[C@](N)CCC3)nc2N1C,Z2235801970
Fc1c(CNC(=O)C=2C(=O)C(O)=C3C(=O)N4[C@](C)CCO[C@]4CN3C=2)ccc(F)c1,Z2235801952
P(=O)(OCN1C(=O)C(C)(C)Oc2c1nc(Nc1c(F)cnc(Nc3cc(OC)c(OC)c(OC)c3)n1)cc2)(O)O,Z2235801948
O=C(O)[C@](O)[C@@](O)C(=O)O.Oc1c([C@](CCN(C(C)C)C(C)C)c2ccccc2)cc(C)cc1,Z2235801945
Clc1cc2c(/C(=C/3\CCNCC\3)/c3ncccc3CC2)cc1,Z2235801903
Clc1c(NC(=O)NC2CC2)ccc(Oc2c3c(ncc2)cc(OC)c(C(=O)N)c3)c1,Z2235801899
O=C(C)[C@@]1[C@]2(C)[C@]([C@]3[C@@]([C@]4(C)C(=CC3)C[C@@](O)CC4)CC2)CC1,Z2235801892
FC1(F)Oc2c(O1)ccc(C1(C(=O)Nc3nc(c(C)cc3)-c3cc(C(=O)O)ccc3)CC1)c2,Z2235801884
Clc1c(Cc2ccc(OCC)cc2)cc([C@]2[C@](O)[C@@](O)[C@](O)[C@@](CO)O2)cc1,Z2235801883
O=C(N[C@](C[C@](O)[C@@](NC(=O)COc1c(C)cccc1C)Cc1ccccc1)Cc1ccccc1)[C@](C(C)C)N1C(=O)NCCC1,Z2235801862
O=C(OCC)[C@@](N[C@@]1C(=O)N(CC(=O)O)c2c(cccc2)CC1)CCc1ccccc1.Cl,Z2235801846
O=C1C=C2C(=C3[C@]([C@]4[C@@](C)([C@](O)(CC#N)CC4)CC3)CC2)CC1,Z2235801839
Clc1c(C(F)(F)F)cc(NC(=O)Nc2c(F)cc(Oc3cc(C(=O)NC)ncc3)cc2)cc1,Z2235801830
S(=O)(=O)(N)Cc1noc2c1cccc2,Z223042524
Fc1c(C(=O)N2CCN(C(=O)C3CC3)CC2)cc(CC2=NNC(=O)c3c2cccc3)cc1,Z2227698469
Clc1cc(c(-c2cnc(C)cc2)nc1)-c1ccc(S(=O)(=O)C)cc1,Z2216907255
Nc1c2c(C(c3ccccc3)CN(C)C2)ccc1,Z2216900850
O(C)C=1C(=O)C(CCCCCCCCCCO)=C(C)C(=O)C=1OC,Z2216898922
O=C(CC#N)N1C[C@](N(C)c2ncnc3[nH]ccc23)[C@](C)CC1,Z2216896219
O=C(C)C=1C(=O)N(C2CCCC2)c2nc(Nc3ncc(N4CCNCC4)cc3)ncc2C=1C,Z2216894329
O=C1N=C2N(C[C@](O)[C@](O)[C@](O)CO)c3c(N=C2C(=O)N1)cc(C)c(C)c3,Z2216887959
P(=O)(OC[C@@]1[C@@](O)[C@@](O)[C@](n2c3ncnc(N)c3nc2)O1)(O)O,Z2216887941
Fc1ccc(C(=O)C2CCN(CCN3C(=O)Nc4c(C3=O)cccc4)CC2)cc1,Z2216887910
S(c1c(C(=O)NC)cccc1)c1cc2[nH]nc(/C=C/c3ncccc3)c2cc1,Z2216885372
Fc1c(-c2ccccc2)ccc(C(C(=O)O)C)c1,Z2216885233
Clc1c(OC)cc(Nc2c(C#N)cnc3c2cc(OC)c(OCCCN2CCN(C)CC2)c3)c(Cl)c1,Z2216885221
O=C(N[C@@](CC(C)C)B(O)O)[C@@](NC(=O)c1nccnc1)Cc1ccccc1,Z2213886907
O=C(NCCN(C(C)C)C(C)C)CN1C(=O)CCC1,Z221101674
Clc1c(O)c(O)cc2C(c3ccc(O)cc3)CNCCc12.S(=O)(=O)(O)C,Z2210694608
OC[C@@]1[C@@](O)C[C@](n2c3N=CNC[C@@](O)c3nc2)O1,Z2204459563
ClCCN(CCCl)P1(=O)OCCCN1.O,Z2199621724
Clc1c(N)cc(OC)c(C(=O)NCCN(CC)CC)c1,Z2196779550
O=C([O-])c1c(O)c(Cc2c(O)c(C(=O)[O-])cc3c2cccc3)c2c(c1)cccc2.N(C)(C)c1cc2c([n+](C)c(/C=C/c3c(C)n(c(C)c3)-c3ccccc3)cc2)cc1.N(C)(C)c1cc2c([n+](C)c(/C=C/c3c(C)n(c(C)c3)-c3ccccc3)cc2)cc1,Z2196311755
O=C(O)[C@]1CN(CC/C=C(\c2c(C)ccs2)/c2c(C)ccs2)CCC1.Cl,Z2196311163
Clc1c(C(OCc2c3c(c(Cl)ccc3)sc2)Cn2cncc2)ccc(Cl)c1,Z2194031487
O=C(O[C@@]1(C(=O)C)[C@]2(C)[C@]([C@]3C([C@@](c4ccc(N(C)C)cc4)C2)=C2C(=CC(=O)CC2)CC3)CC1)C,Z2185283535
S(=O)(=O)([O-])c1ccccc1.S(=O)(=O)([O-])c1ccccc1.O=C(OCCCCCOC(=O)CC[N@+]1(C)[C@](Cc2cc(OC)c(OC)cc2)c2c(cc(OC)c(OC)c2)CC1)CC[N@+]1(C)[C@](Cc2cc(OC)c(OC)cc2)c2c(cc(OC)c(OC)c2)CC1,Z2185279095
O=C1N([C@]2C3CCN(C2)CC3)C[C@@]2c3c1cccc3CCC2,Z2185274784
SC[C@](NC(=O)CC[C@](N)C(=O)O)C(=O)NCC(=O)O,Z2183947556
[Au-](S[C@]1[C@](OC(=O)C)[C@@](OC(=O)C)[C@](OC(=O)C)[C@@](COC(=O)C)O1)[P+](CC)(CC)CC,Z2178867076
O=C1C(C(CC)c2ccccc2)=C(O)c2c(O1)cccc2,Z2177958148
Clc1cc2[C@](C(F)(F)F)(C#CC3CC3)OC(=O)Nc2cc1,Z2177953192
O=C(Nc1c(C(C)(C)C)cc(C(C)(C)C)c(O)c1)C=1C(=O)c2c(NC=1)cccc2,Z2146566713
