smiles,fda_id
O=C(N)C=1C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@](O)(C)[C@]3C[C@]2[C@](N(C)C)C=1O,Z2144222809
O=C(O)CCc1oc(c(-c2ccccc2)n1)-c1ccccc1,Z212055564
O=C1OCC([C@@]2[C@]3(C)[C@@](O)([C@]4[C@@]([C@]5(C)[C@@](C[C@@](O[C@@]6O[C@](C)[C@@](O[C@@]7O[C@](C)[C@@](O[C@@]8O[C@](C)[C@@](O)[C@@](O)C8)[C@@](O)C7)[C@@](O)C6)CC5)CC4)C[C@]3O)CC2)=C1,Z2108699066
S(=O)(=O)(CC(O)(C(=O)Nc1cc(C(F)(F)F)c(C#N)cc1)C)c1ccc(F)cc1,Z2108698963
O=C(O)CCCC[C@@]1SC[C@@]2NC(=O)N[C@]12,Z210803762
N(CCCN1c2c(cccc2)CCc2c1cccc2)C.Cl,Z2106607416
Brc1c(N)c(CN(C)C2CCCCC2)cc(Br)c1.Cl,Z2106590248
Clc1ccc(CC2=NN(C(=O)c3c2cccc3)C2CCN(C)CCC2)cc1.Cl,Z2074910255
ClC(Cl)C(=O)N[C@@]([C@](O)c1ccc(S(=O)(=O)C)cc1)CF,Z2065671685
O=C(C)c1cc2N(CCCN3CCC(CCO)CC3)c3c(Sc2cc1)cccc3,Z2065671295
ClC(Cl)C(=O)N[C@@]([C@](O)c1ccc([N+](=O)[O-])cc1)CO,Z2065671241
S=C(Oc1cc2c(cc1)cccc2)N(C)c1cc(C)ccc1,Z2065671220
Fc1cc2C(=O)C(C(=O)O)=CN3C(C)CCc(c23)c1,Z2065671185
O=C(O)C=1C(=O)c2c(N(CC)N=1)cc1OCOc1c2,Z2065671138
Clc1c([C@](Oc2c(N)ncc(-c3cn(C4CCNCC4)nc3)c2)C)c(Cl)ccc1F,Z2065417924
O=C(O)[C@](O)[C@@](O)C(=O)O.O[C@@]([C@@](N)C)c1cc(O)ccc1,Z2050038784
Brc1c(C[N+](CC)(C)C)cccc1.S(=O)(=O)([O-])c1ccc(C)cc1,Z2050011174
O=C(NNCc1ccccc1)c1noc(C)c1,Z2044793215
O=C(O)[C@](O)[C@@](O)C(=O)O.n1c2c(ncc1)cc1c(c2)[C@]2CNC[C@@]1C2,Z2044783305
O=[N+](O[C@]1[C@]2OC[C@](O[N+](=O)[O-])[C@]2OC1)[O-],Z2044782386
O=[N+]([O-])c1n(CC(=O)NCc2ccccc2)ccn1,Z2044771577
O=C(O)[C@@](N)Cc1c2c([nH]c1)ccc(O)c2,Z2044741046
O=C(O)[C@@](NC(=O)c1ccc(NCc2nc3c(O)nc(N)nc3nc2)cc1)CCC(=O)O,Z2042042504
S(=O)(=O)(OC)[O-].O=C(Oc1cc([N+](C)(C)C)ccc1)N(C)C,Z2037281404
FC(F)(CCCC)[C@]1(O)O[C@]2[C@@]([C@@](CCCCCCC(=O)O)C(=O)C2)CC1,Z2037281137
O=C(NCC[C@]1c2c3c(OCC3)ccc2CC1)CC,Z2037281108
Clc1cc(N2CCN(CCCN3C(=O)N(CCOc4ccccc4)C(CC)=N3)CC2)ccc1.Cl,Z2037281001
Fc1ccc(C(=O)c2cc3nc(NC(=O)OC)[nH]c3cc2)cc1,Z2037280409
O=C(Nc1nn2C(c3ccc(CN4CCS(=O)(=O)CC4)cc3)=CC=Cc2n1)C1CC1,Z2037280227
S(=O)(=O)(NC(C)(C)C)c1cc(Nc2c(C)cnc(Nc3ccc(OCCN4CCCC4)cc3)n2)ccc1,Z2037280076
Clc1c(Cl)cc(S(=O)(=O)N)cc1S(=O)(=O)N,Z2037279821
S(=O)(=O)(C)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,Z2037279770
FC(F)(F)c1cc(C(F)(F)F)cc(C(C(=O)N(C)c2c(-c3c(C)cccc3)cc(N3CCN(C)CC3)nc2)(C)C)c1,Z2037279612
Clc1ccc(C2=C(CN3CCN(c4cc(Oc5cnc6[nH]ccc6c5)c(C(=O)NS(=O)(=O)c5cc([N+](=O)[O-])c(NCC6CCOCC6)cc5)cc4)CC3)CCC(C)(C)C2)cc1,Z2037279542
Clc1ccc(NC=2/C(=N/C(C)C)/C=C3N(c4ccc(Cl)cc4)c4c(N=C3C=2)cccc4)cc1,Z2037279473
O[C@@]1CC=2[C@@](C)([C@@]3[C@]([C@]4[C@@](C)([C@@]([C@@](CCCC(C)C)C)CC4)CC3)CC=2)CC1,Z2033589790
SC(C(N)C(=O)O)(C)C,Z203244248
O=C1N(C)C(=O)c2[nH]cnc2N1C,Z203045518
S(=O)(=O)(O)c1cc2[nH]c(-c3ccccc3)nc2cc1,Z203045352
N=C(Nc1ccccc1)Nc1ccccc1,Z203045076
Sc1nc(O)cc(C)n1,Z203045042
O=C1NC(N)=Nc2n(CCC(CO)CO)cnc12,Z2025569265
Clc1c(C2C(C(=O)OCC)=C(COCCN)NC(C)=C2C(=O)OC)cccc1.S(=O)(=O)(O)c1ccccc1,Z199040762
O=C(OCc1ccccc1)c1ccccc1,Z19825582
O=C(OC1C[C@@]2[N+]3([C@](C1)CC2)CCCC3)C(O)(c1ccccc1)c1ccccc1.[Cl-],Z1980444595
O=C(OC)c1c(O)cccc1,Z19703590
O=C(OC)c1ccc(O)cc1,Z19674820
O=C(O)CC[C@@](C)[C@@]1[C@@]2(C)[C@@](O)C[C@@]3[C@]4(C)[C@](C[C@@](O)[C@]3[C@@]2CC1)C[C@](O)CC4,Z1954806455
N(C)(C)c1cc2[s+]c3c(nc2cc1)ccc(N(C)C)c3.[Cl-],Z1954806063
OCCc1c(C)[n+](Cc2c(N)nc(C)nc2)cs1.Cl.[Cl-],Z1954805523
O=C1N=CNc2[nH]ncc12,Z1954804966
S(=O)(=O)(Nc1nc(C)ccn1)c1ccc(N)cc1,Z1954804578
O=C(O)CCCCCCCCCCCCC,Z1954802504
OCC[N+](C)(C)C.[Cl-],Z1954802409
O=C(O)c1c(O)cccc1,Z1954801710
O=C(N)c1nn(-c2ccc(OC)cc2)c2C(=O)N(c3ccc(N4C(=O)CCCC4)cc3)CCc12,Z195110238
Clc1c(C(=O)Nc2c(-c3ccc(Cl)cc3)cccc2)cccn1,Z1948010801
C(N1CCNCCCNCCNCCC1)c1ccc(CN2CCNCCCNCCNCCC2)cc1,Z1889837352
Clc1c(Cl)ccc2N=C3N(CC(=O)N3)Cc12.Cl,Z1888397835
O=C(N[C@@]1C(=O)N2C(C(=O)O)=C(C)CS[C@]12)[C@](N)c1ccccc1,Z1880962282
O=C1N([C@]2[C@](O)[C@](O)[C@@](CO)O2)C=CC(N)=N1,Z1879263740
FC(F)(F)c1ccc(NC(=O)/C(/C#N)=C(\O)/C)cc1,Z1878131003
S(=O)(=O)(C[C@@](N1C(=O)c2c(NC(=O)C)cccc2C1=O)c1cc(OCC)c(OC)cc1)C,Z1837762189
FC(F)(F)c1c(CN2CCN(C)CC2)ccc(NC(=O)c2cc(C#Cc3n4N=CC=Cc4nc3)c(C)cc2)c1,Z1828098700
Fc1c(N2CC(C)NCC2)c(OC)c2N(C3CC3)C=C(C(=O)O)C(=O)c2c1,Z1824566854
S(=O)(=O)(O)C.N(CC#C)[C@]1c2c(cccc2)CC1,Z1820079046
FC(F)(F)c1ccc(OC(CCNC)c2ccccc2)cc1.Cl,Z1741982921
O=C(CCCCN1C(=O)N(C)c2ncn(C)c2C1=O)C,Z1741982628
Clc1cc2N=C(N3CCN(C)CC3)c3c(Nc2cc1)cccc3,Z1741982569
O=C(O)[C@@]1[C@@](O)C[C@]2(O)O[C@]1C[C@@](O[C@]1[C@@](O)[C@@](N)[C@](O)[C@@](C)O1)C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@](C)[C@@](O)[C@@](C)[C@](C)OC(=O)C[C@](O)C[C@](O)CC[C@@](O)[C@](O)C[C@](O)C2,Z1741982549
FC1(F)[C@](O)[C@@](CO)O[C@]1N1C(=O)N=C(N)C=C1,Z1741982024
O=C(NCCC(=O)[O-])[C@](O)C(CO)(C)C.[Na+],Z1741981540
Clc1c(S(=O)(=O)N)cc(C2(O)NC(=O)c3c2cccc3)cc1,Z1741981513
O=C(Nc1c(C)cccc1C)C1N(C)CCCC1,Z1741980843
O=C(O[C@@]1CC=2[C@@](C)([C@@]3[C@]([C@]4[C@@](C)(C(c5cnccc5)=CC4)CC3)CC=2)CC1)C,Z1741979782
Clc1cc(C(=O)C(NC(C)(C)C)C)ccc1.Cl,Z1741979718
Oc1cc2c(CCN)c[nH]c2cc1.Cl,Z1741979085
O(CCCCCOc1ccc(C(=N)N)cc1)c1ccc(C(=N)N)cc1,Z1741977993
P(=O)(O)(O)COCCn1c2ncnc(N)c2nc1,Z1741977297
O=C(N[C@@]1C(=O)N2C(C(=O)O)=C(COC(=O)C)CS[C@]12)Cc1sccc1,Z1741977144
OC(CNC)c1ccc(O)cc1.Cl,Z1741977143
Oc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,Z1741977125
O(C)c1c(OC)cc2c(C(=O)C(CC3CCN(Cc4ccccc4)CC3)C2)c1,Z1741977105
Clc1sc(C(=O)NC[C@@]2OC(=O)N(c3ccc(N4C(=O)COCC4)cc3)C2)cc1,Z1741977097
FC(F)(F)c1cc(CCCN[C@](C)c2c3c(ccc2)cccc3)ccc1.Cl,Z1741977003
FC(F)(F)c1cc(NC(=O)c2cc(Nc3nc(-c4cnccc4)ccn3)c(C)cc2)cc(-n2cc(C)nc2)c1,Z1741976994
O(C)c1cc2c([C@](O)[C@@]3N4C[C@](C=C)[C@](C3)CC4)ccnc2cc1,Z1741976976
O=C(CNC12CC3(O)C[C@](C1)C[C@@](C3)C2)N1[C@](C#N)CCC1,Z1741976872
O=C(OCC)c1n([C@](C)c2ccccc2)cnc1,Z1741976844
O=C(O)Cc1n(C)c(C(=O)c2ccc(C)cc2)cc1,Z1741975772
O=C(Nc1ccccc1)C1=C(C)OCCS1,Z1741975591
O=C(O)CCC(=O)CN.Cl,Z1741972992
O=C(O)C1CCC(CN)CC1,Z1741970429
P(=O)(OCc1c(C=O)c(O)c(C)nc1)(O)O,Z1741970251
O(CCc1ncc(CC)cc1)c1ccc(CC2C(=O)NC(=O)S2)cc1.Cl,Z1741968270
O=C(O)c1c2n(Cc3ccc(-c4c(-c5[nH]nnn5)cccc4)cc3)c(OCC)nc2ccc1,Z1741968269
N#Cc1ccc(C(n2ncnc2)c2ccc(C#N)cc2)cc1,Z1741968261
O=C(O)CC(CN)c1ccccc1.Cl,Z1741966111
S(=O)(=O)(Nc1sc(C)nn1)c1ccc(N)cc1,Z1713449471
S(=O)(=O)([O-])CCCNC(=O)C.S(=O)(=O)([O-])CCCNC(=O)C.[Ca+2],Z1696861853
Cl.C1(C2c3c(cccc3)CCC2)=NCCN1,Z1695906783
O=C(O)[C@@](C)c1cc2c(cc(OC)cc2)cc1,Z1695772815
Clc1c(NC2=NCCN2)c(Cl)ccc1.Cl,Z1695759754
O=C(O)C(C)c1ccc(CC(C)C)cc1,Z1695709473
O(C)c1c(CC(NC)C)cccc1.Cl,Z1691545280
FC(F)(F)Oc1ccc(CO[C@@]2COc3n(cc([N+](=O)[O-])n3)C2)cc1,Z1650127771
FC(F)(F)Oc1cc2sc(N)nc2cc1,Z164707762
FC(F)(F)c1cc2N(CCCN(C)C)c3c(Sc2cc1)cccc3.Cl,Z1631505638
O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O.CN1CC/C(=C\2/c3ncccc3CCc3c/2cccc3)/CC1,Z1623942918
[C@](C)(c1c(C)c(C)ccc1)c1nc[nH]c1.Cl,Z1617901127
N#CN/C(=N/c1ccncc1)/NC(C(C)(C)C)C.O,Z1617901125
FC1(F)CCC(C(=O)N[C@@](CCN2[C@]3CC(n4c(C(C)C)nnc4C)C[C@@]2CC3)c2ccccc2)CC1,Z1614451557
O=C(OC)c1c(O)cc(C)cc1,Z16128570
O=C(N[C@@]1C(=O)N2[C@@](C(=O)O)C(C)(C)S[C@]12)[C@](N)c1ccccc1,Z1603854590
N=C(NCC1OC2(OC1)CCCCC2)N.I,Z1592709025
Fc1ccc(C(=O)CCCN2CC=C(N3C(=O)Nc4c3cccc4)CC2)cc1,Z1592690523
N(CCCN1c2c(Sc3c1cccc3)cccc2)(C)C.Cl,Z1592690521
FC(F)(F)c1cc2N(CCCN3CCN(CCO)CC3)c3c(Sc2cc1)cccc3.Cl.Cl,Z1592690505
S(C)c1cc2N(CCC3N(C)CCCC3)c3c(Sc2cc1)cccc3.Cl,Z1592690502
Fc1c(N2CCN(C)CC2)c2OC[C@](C)N3c2c(C(=O)C(C(=O)O)=C3)c1,Z1590790198
Clc1ccc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1,Z1590789254
Fc1c(N2C[C@@](C)N[C@@](C)C2)c(F)c2N(C3CC3)C=C(C(=O)O)C(=O)c2c1N,Z1590783391
Clc1c(Cl)c(C(=O)C(=C)CC)ccc1OCC(=O)O,Z1590781983
O([C@@]1(CO)[C@@](O)[C@](O)[C@@](CO)O1)[C@@]1[C@](O)[C@@](O)[C@](O)[C@@](CO)O1,Z1589255958
P(=O)([O-])([O-])[C@@]1[C@](C)O1.[Na+].[Na+],Z1583387379
N(CC/C=C/1\c2c(cccc2)C=Cc2c\1cccc2)(C)C.Cl,Z1575278780
S(=O)(=O)(N)c1c(C(F)(F)F)cc2NC(Cc3ccccc3)NS(=O)(=O)c2c1,Z1575277625
S(=O)(=O)(N)c1c(C(F)(F)F)cc2NCNS(=O)(=O)c2c1,Z1575271347
Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NC(CSCc3ccccc3)=Nc2c1,Z1575268710
S(=O)(=O)(NC(=O)NN1CCCCCC1)c1ccc(C)cc1,Z1575267190
O=C(O)c1c2n(Cc3ccc(-c4c(C5=NC(=O)ON5)cccc4)cc3)c(OCC)nc2ccc1,Z1575099375
S(=O)(=O)(NC(=O)NC1CCCCC1)c1ccc(CCNC(=O)c2ncc(C)nc2)cc1,Z1575081877
O([C@@](CCNC)c1sccc1)c1c2c(ccc1)cccc2.Cl,Z1575081875
FC(F)(F)c1cc2N(CCCN3CCN(C)CC3)c3c(Sc2cc1)cccc3.Cl.Cl,Z1565440332
O=C(O)[C@]1C(C)(C)S(=O)(=O)[C@]2N1C(=O)C2,Z1563146038
ClC(Cl)C1NS(=O)(=O)c2c(N1)cc(Cl)c(S(=O)(=O)N)c2,Z1562203528
Clc1ccc(N/C(=N/C(=N/C(C)C)/N)/N)cc1.Cl,Z1558572526
O([C@]1[C@](O)[C@@](O)C(O)O[C@@]1CO)[C@@]1[C@](O)[C@@](O)[C@](O[C@@]2[C@](O)[C@@](O)[C@](N[C@@]3[C@](O)[C@@](O)[C@](O)C(CO)=C3)[C@@](C)O2)[C@@](CO)O1,Z1558515434
FC(F)(F)c1c(NC(=O)[C@@]2[C@]3(C)[C@]([C@]4[C@@]([C@@]5(C)C=CC(=O)N[C@@]5CC4)CC3)CC2)cc(C(F)(F)F)cc1,Z1558504346
O(C)[C@@]1(C)[C@@](O)[C@](C)O[C@@](O[C@@]2[C@@](C)C(=O)O[C@](CC)[C@](O)(C)[C@](O)[C@@](C)N(C)C[C@](C)C[C@](O)(C)[C@](O[C@]3[C@](O)[C@@](N(C)C)C[C@@](C)O3)[C@]2C)C1,Z1558483766
O(C)c1cc2c(cc1)[C@@]1[C@]([C@]3[C@@](C)([C@](O)(C#C)CC3)CC1)CC2,Z1557501642
O(C)c1ccc(C(CN(C)C)C2(O)CCCCC2)cc1.Cl,Z1557494602
Fc1ccc([C@]2[C@](COc3cc4OCOc4cc3)CNCC2)cc1.Cl,Z1557492145
S(=O)(CCC1C(=O)N(N(c2ccccc2)C1=O)c1ccccc1)c1ccccc1,Z1557407327
O(C)c1c(OC)ccc(C(C#N)(C(C)C)CCCN(CCc2cc(OC)c(OC)cc2)C)c1.Cl,Z1557407143
N(CC/C=C/1\c2c(OCc3c\1cccc3)cccc2)(C)C.Cl,Z1557407006
Ic1c(Oc2cc(I)c(O)cc2)c(I)cc(C[C@](N)C(=O)O)c1,Z1557400301
O(C)c1c2O[C@@]3[C@]4(c2c(cc1)CN(C)CC4)C=C[C@](O)C3.Br,Z1557400300
O=C(CO)[C@@]1(O)C[C@](O[C@@]2O[C@@](C)[C@@](O)[C@@](N)C2)c2c(O)c3C(=O)c4c(OC)cccc4C(=O)c3c(O)c2C1.Cl,Z1557399790
O=C(N)C(CCN(C(C)C)C(C)C)(c1ncccc1)c1ccccc1,Z1556052559
S(=O)(=O)(O)O.OC(CNC(C)(C)C)c1cc(O)cc(O)c1.OC(CNC(C)(C)C)c1cc(O)cc(O)c1,Z1556051334
Ic1c(OCCN(CC)CC)c(I)cc(C(=O)c2c(CCCC)oc3c2cccc3)c1.Cl,Z1554104509
O=C(N1CC(=O)N2C(c3c(cccc3)CC2)C1)C1CCCCC1,Z1554103331
Clc1c(-c2c(C(=O)N[C@@]3C(=O)N4[C@@](C(=O)[O-])C(C)(C)S[C@]34)c(C)on2)c(Cl)ccc1.[Na+].O,Z1554101876
O=C1OCC([C@@]2[C@]3(C)[C@@](O)([C@]4[C@@]([C@]5(C)[C@@](C[C@@](O[C@@]6O[C@](C)[C@@](O[C@@]7O[C@](C)[C@@](O[C@@]8O[C@](C)[C@@](O)[C@@](O)C8)[C@@](O)C7)[C@@](O)C6)CC5)CC4)CC3)CC2)=C1,Z1552200029
S(=O)(=O)(NC(=O)NC1CCCCC1)c1ccc(C(=O)C)cc1,Z1552195936
Clc1cc2nccc(Nc3cc(CN(CC)CC)c(O)cc3)c2cc1.Cl.Cl.O.O,Z1552192759
O=C([O-])C(C)c1cc(Oc2ccccc2)ccc1.O=C([O-])C(C)c1cc(Oc2ccccc2)ccc1.[Ca+2].O.O,Z1552187007
O=C1[C@@]2Oc3c(O)ccc4c3[C@@]32[C@](O)([C@](N(CC2CC2)CC3)C4)CC1.Cl,Z1552161470
ClCCN(CCCl)c1ccc(CCCC(=O)O)cc1,Z1552153009
O=C(N)N1c2c(C(=O)Cc3c1cccc3)cccc2,Z1551967555
O=[N+]([O-])c1cc(C2C(C(=O)OCCN(Cc3ccccc3)C)=C(C)NC(C)=C2C(=O)OC)ccc1.Cl,Z1551967349
O=C(O)c1c(-c2ccc(Cn3c(CCC)nc4c(C)cc(-c5n(C)c6c(n5)cccc6)cc34)cc2)cccc1,Z1551967334
O=C(O[C@]1C(=O)N(CCN(C)C)c2c(S[C@]1c1ccc(OC)cc1)cccc2)C.Cl,Z1551967090
Ic1c(Oc2cc(I)c(O)c(I)c2)c(I)cc(C[C@](N)C(=O)[O-])c1.[Na+],Z1551967075
Clc1cc2nccc(NC(CCCN(CCO)CC)C)c2cc1.S(=O)(=O)(O)O,Z1551900864
S(=O)(=O)(N(C[C@@](O)[C@@](NC(=O)O[C@@]1COCC1)Cc1ccccc1)CC(C)C)c1ccc(N)cc1,Z1551900491
Clc1nc(N)c2ncn([C@]3[C@@](F)[C@](O)[C@@](CO)O3)c2n1,Z1551900487
N(CCC)[C@@]1Cc2sc(N)nc2CC1.Cl.Cl.O,Z1551900340
S(=O)(=O)(O)O.O([C@]1[C@](O[C@@]2[C@](N)[C@@](O)[C@](O)[C@@](CO)O2)[C@@](N)C[C@@](N)[C@@]1O)[C@]1[C@](O)[C@](O[C@@]2[C@](N)[C@@](O)[C@](O)[C@](CN)O2)[C@@](CO)O1,Z1551627167
NC12CC3(C)CC(C)(C1)CC(C2)C3.Cl,Z1551429722
FC(F)C(N)(C(=O)O)CCCN.Cl.O,Z1550675464
Cl.c1([C@@]2N=C3SCCN3C2)ccccc1,Z1550648764
Fc1ccc(C2(CCCN(C)C)OCc3c2ccc(C#N)c3)cc1.Br,Z1550648760
O=C1N([C@@]2O[C@](CO)CC2)C=CC(N)=N1,Z1550648753
O=C1C2(C(=O)O[Pt](N)(N)O1)CCC2,Z1546624241
O=C(Nc1cc(Nc2nc(-c3cnccc3)ccn2)c(C)cc1)c1ccc(CN2CCN(C)CC2)cc1,Z1546624232
O=C(OCCOCn1c2N=C(N)NC(=O)c2nc1)[C@@](N)C(C)C.Cl,Z1546624231
O(CCOc1c(OCCOC)cc2ncnc(Nc3cc(C#C)ccc3)c2c1)C.Cl,Z1546621749
O=C(OC(C)(C)C)N[C@]([C@@](O)C(=O)O[C@@]1C(C)=C2C(C)(C)[C@](O)([C@@](OC(=O)c3ccccc3)[C@]3[C@](C)(C(=O)[C@@]2O)[C@@](O)C[C@@]2[C@@]3(OC(=O)C)CO2)C1)c1ccccc1,Z1546621742
N(CCN(Cc1ccccc1)c1ncccc1)(C)C.Cl,Z1546621741
S(=O)(=O)(O)O.O=C(N[C@@]1[C@](O)Cc2c1cccc2)[C@@](C[C@](O)CN1[C@](C(=O)NC(C)(C)C)CN(Cc2cnccc2)CC1)Cc1ccccc1,Z1546616207
S(=O)(=O)(NC(=O)c1cc(OC)c(Cc2c3c(n(C)c2)ccc(NC(=O)OC2CCCC2)c3)cc1)c1c(C)cccc1,Z1546616205
OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1.Cl,Z1546616204
O(CC[N+](CC)(CC)CC)c1c(OCC[N+](CC)(CC)CC)cccc1OCC[N+](CC)(CC)CC.[I-].[I-].[I-],Z1546616201
O=C(OCC#CCN(CC)CC)C(O)(c1ccccc1)C1CCCCC1.Cl,Z1546616198
S(C(=O)C)[C@]1[C@]2[C@]3[C@@](C)([C@@]4(OC(=O)CC4)CC3)CC[C@@]2[C@]2(C)C(=CC(=O)CC2)C1,Z1546616196
P(=O)(O)(O)CO[C@@](Cn1c2ncnc(N)c2nc1)C,Z1546616194
O=C1NC=Nc2n([C@@]3O[C@](CO)CC3)cnc12,Z1546616193
O=C(N)C(c1ccccc1)(c1ccccc1)[C@]1CN(CCc2cc3c(OCC3)cc2)CC1.Br,Z1546616192
Clc1ccc(C2(O)CCN(CCC(C(=O)N(C)C)(c3ccccc3)c3ccccc3)CC2)cc1.Cl,Z1546610490
O=C1N([C@]2O[C@@](CO)[C@](O)C2)C=C(C)C(=O)N1,Z1546610488
Clc1c(NC(=O)c2sc(Nc3nc(C)nc(N4CCN(CCO)CC4)c3)nc2)c(C)ccc1,Z1546610486
Clc1c(F)ccc(Nc2ncnc3c2cc(OCCCN2CCOCC2)c(OC)c3)c1,Z1546610485
O=C(N(O)C(C)c1sc2c(c1)cccc2)N,Z1546610483
Clc1cc2C(O)CCCN(C(=O)c3c(C)cc(NC(=O)c4c(C)cccc4)cc3)c2cc1,Z1546610480
Fc1cc2C(=O)N(C)Cc3c(C(=O)OCC)ncn3-c2cc1,Z1546610479
N(CCCN1c2c(cccc2)CCc2c1cccc2)(C)C.Cl,Z1546610478
Fc1ccc(-c2n(CC[C@@](O)C[C@@](O)CC(=O)O)c(C(C)C)c(C(=O)Nc3ccccc3)c2-c2ccccc2)cc1.Fc1ccc(-c2n(CC[C@@](O)C[C@@](O)CC(=O)O)c(C(C)C)c(C(=O)Nc3ccccc3)c2-c2ccccc2)cc1.[Ca].O.O.O,Z1546610476
Clc1cc2C(N3CCNCC3)=Nc3c(Oc2cc1)cccc3,Z1546610475
O(CCO)Cn1c2NC(N)=NC(=O)c2nc1,Z1546610471
S(=O)(=O)(C)c1cc(C(=O)NCCN(CC)CC)c(OC)cc1,Z1545310764
S(=O)(=O)(NC)Cc1cc2c(CCN(C)C)c[nH]c2cc1.O=C(O)CCC(=O)O,Z1544404947
Clc1c([C@]2(Cn3ncnc3)O[C@@](COc3ccc(N4CCN(c5ccc(N6C(=O)N(C(CC)C)N=C6)cc5)CC4)cc3)CO2)ccc(Cl)c1,Z1544404944
O(C)c1c(OC)cc2c(c1)C1N(CC(CC(C)C)C(=O)C1)CC2,Z1544404943
Clc1c(Cl)ccc([C@]2c3c([C@@](NC)CC2)cccc3)c1.Cl,Z1544404500
O=C1Oc2c(C)c3oc(C)cc3cc2C(C)=C1,Z1544404499
S(C(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)(C)C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,Z1544404498
Fc1c(N2CCNCC2)nc2N(CC)C=C(C(=O)O)C(=O)c2c1,Z1544404495
Clc1c(-c2c(C(=O)N[C@@]3C(=O)N4[C@@](C(=O)[O-])C(C)(C)S[C@]34)c(C)on2)cccc1.[Na+].O,Z1544404032
O=C(N[C@@]1C(=O)N2C(C(=O)[O-])=C(COC(=O)C)CS[C@]12)/C(=N/OC)/c1nc(N)sc1.[Na+],Z1544404029
O=C1C=C2[C@@]([C@@]3[C@]([C@]4[C@@](CC)([C@](O)(C#C)CC4)CC3)CC2)CC1,Z1544404028
O=C(OCC[N+](CC)(CC)C)C(O)(c1ccccc1)C1CCCCC1.[Br-],Z1544404024
O=C(Oc1cc2c(CC)c3c(nc2cc1)C=1N(C(=O)C2=C([C@@](O)(CC)C(=O)OC2)C=1)C3)N1CCC(N2CCCCC2)CC1.Cl,Z1541760033
O(C)[C@@]1[C@](C)[C@]2[C@@]34OO[C@@](C)(O[C@]3O1)CC[C@]4[C@](C)CC2,Z1541759910
O=C1[C@](O)(CC)C2=C(C(=O)N3C(c4nc5c(c(CC)c4C3)cc(O)cc5)=C2)CO1,Z1541759909
O=C(OCC1=C(C)OC(=O)O1)c1n(Cc2ccc(-c3c(-c4[nH]nnn4)cccc3)cc2)c(CCC)nc1C(O)(C)C,Z1541759904
OC1=C(C#N)C[C@@]2(C)[C@@]3(O[C@]13)CC[C@]1[C@]3[C@@](C)([C@@](O)CC3)CC[C@]21,Z1541759903
Clc1c([C@@](C(=O)OC)N2Cc3c(scc3)CC2)cccc1.S(=O)(=O)(O)O,Z1541759896
O=C(O[C@@]1[C@]2(C)[C@]([C@]3[C@@]([C@]4(C)[C@](C[C@](OC(=O)C)[C@@](N5CCCCC5)C4)CC3)CC2)C[C@@]1[N+]1(C)CCCCC1)C.[Br-],Z1541759894
O=C(O)C(O)C(O)C(=O)O.O=C(N[C@]1[C@](OC(CC)CC)C=C(C(=O)O)C[C@@]1N)C,Z1541759893
O=C(NC(C)C)c1ccc(CNNC)cc1.Cl,Z1541759748
Clc1cc(N2CCN(CCCN3C(=O)N4C(=N3)C=CC=C4)CC2)ccc1.Cl,Z1541759504
O=C1N(CCCCN2CCN(c3ncccn3)CC2)C(=O)CC2(C1)CCCC2.Cl,Z1541759502
Fc1ccc([C@@](O)CC[C@]2C(=O)N(c3ccc(F)cc3)[C@@]2c2ccc(O)cc2)cc1,Z1541759501
O=C(O)c1c(C)nc(-c2cc(C#N)c(OCC(C)C)cc2)s1,Z1541759499
P(=O)(O)(O)O.O=C(N[C@]1[C@](OC(CC)CC)C=C(C(=O)OCC)C[C@@]1N)C,Z1541759495
S(=O)(=O)(Nc1cc2c(C(=O)c3ccc(OCCCN(CCCC)CCCC)cc3)c(CCCC)oc2cc1)C.Cl,Z1541759373
ClCC1N(C)S(=O)(=O)c2c(N1)cc(Cl)c(S(=O)(=O)N)c2,Z1541759222
S(=O)(=O)(N)c1c(Oc2ccccc2)c(NCCCC)cc(C(=O)O)c1,Z1541758727
O=C(O)c1n(Cc2ccc(-c3c(-c4[nH]nnn4)cccc3)cc2)c(CCC)nc1C(O)(C)C,Z1541758605
Clc1cc(C(O)CN(CCCC)CCCC)c-2c(/C(=C/c3ccc(Cl)cc3)/c3c-2ccc(Cl)c3)c1,Z1541758602
Clc1cc2nccc(NC(CCCN(CC)CC)C)c2cc1.P(=O)(O)(O)O.P(=O)(O)(O)O,Z1541662176
S(=O)(=O)(N)c1c(C)ccc(Nc2nc(N(C)c3cc4nn(C)c(C)c4cc3)ccn2)c1,Z1541638525
[O-][n+]1c(N)nc(N2CCCCC2)cc1N,Z1541638524
